,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.06835760249157716,0.8895139123306914
C9-e003Coalescence-mGAM-p3,0.838,0.103
D2-e004Assembly-mGAM-p7,0.014978038914331549,0.013779537806468678
B5-e004Assembly-mBHI-p3,0.19477164162037788,0.19096072869127853
C11-e003Coalescence-mBHI-p3,0.029658350044476717,0.9453518923707072
D11-e003Coalescence-mBHI-p5,0.0004823493217311379,0.9991639809417099
C9-e003Coalescence-mGAM-p7,0.703,0.226
C8-e003Coalescence-mGAM-p7,0.0011441339988193496,0.9977590447914342
D10-e003Coalescence-mBHI-p3,0.013446392518741052,0.9740501559465027
B2-e003Coalescence-mBHI-p3,0.9696406160683705,0.007365674214536649
A8-e003Coalescence-mBHI-p3,0.009584226736344218,0.00915765903884886
A4-e003Coalescence-mBHI-p7,0.0507894658500389,0.769
B9-e003Coalescence-mGAM-p5,0.983,0.0016750572640786365
A4-e003Coalescence-mBHI-inoculumn-redo,0.012554087560078933,0.385
B3-e003Coalescence-mBHI-p3,0.9981913530626652,0.0007378321869677605
D4-e003Coalescence-mBHI-p5,0.17040622742193204,0.7840766670247623
B5-e004Assembly-mBHI-p7,0.015638853780997126,0.014535173326918838
D4-e003Coalescence-mBHI-p3,0.11354757130185286,0.8497110935131028
C4-e003GlycerolRevival-mBHI-p2,0.039885072068606746,0.9278572046325108
G5-e004Assembly-epsilon-p3,0.024876057046401542,0.023771786096075477
C5-e004Assembly-mBHI-p3,0.09775338079225333,0.09830851986412947
D10-e003Assembly-mGAM-p5,0.017736606733772274,0.9662116371586554
B2-e003Assembly-mBHI-p5,0.17334974458574173,0.17251598739504645
B2-e003Coalescence-mBHI-p5,0.9170619802662843,0.07758153188326382
B8-e003Assembly-mGAM-p5,0.06474850909440034,0.06325368143781221
F4-e004Assembly-epsilon-p5,0.04204633997978377,0.04115190633546073
C4-e003Coalescence-mGAM-p7,0.0008401087933887419,0.9982947124382883
B12-e003Coalescence-mBHI-p3,0.556,0.429
e004-inoculumn-fecal-AK,0.006126773547346068,0.005510963358151163
C8-e003Assembly-mGAM-p3,0.09334994731510889,0.09608438423962369
C3-e003Coalescence-mGAM-p3,0.485,0.45199999999999996
B4-e003Assembly-mBHI-p5,0.07224656893536033,0.8893683773276406
D4-e004Assembly-mGAM-p5,0.0037261038118818,0.003166894723536208
D3-e003Coalescence-Inoculumn-mBHI,0.217,0.763
C8-e003Assembly-mGAM-p5,0.10249526756614599,0.10157112399671916
C3-e003Coalescence-mBHI-p7,0.9913961242647696,0.006133434067286809
D11-e003Coalescence-mGAM-p5,0.00017700507964450222,0.999735852717038
A11-e003Coalescence-mGAM-p7,0.004786575976451645,0.9804128477762332
B8-e003Coalescence-mBHI-p5,0.9956809701279752,0.0020346120229794715
B10-e003Assembly-mGAM-p5,0.025787871032364518,0.9529600023879639
C2-e003Coalescence-mGAM-p7,0.0011774404704542989,0.997697328245829
D3-e003Coalescence-mBHI-p5,0.5,0.5
B11-e003Coalescence-mGAM-p3,0.914,0.063
C4-e003Coalescence-mBHI-inoculumn-redo,0.040857009798874154,0.9273614177964321
B5-e003Assembly-mBHI-p5,0.041009869976802116,0.954640569242015
D2-e003Coalescence-mBHI-p5,0.00641247550509608,0.9919721890142025
D8-e003Assembly-mGAM-p5,0.06798153668895213,0.06654626898829115
D5-e003Coalescence-mGAM-p5,0.00023983250440340814,0.9995839528012114
B5-e003Coalescence-mBHI-p5,0.333,0.636
D5-e003Coalescence-mBHI-p7,0.333,0.667
C9-e003Coalescence-mBHI-p5,0.9773136239394278,0.012615173336800956
A5-e003Coalescence-mGAM-p3,0.0004442325249640517,0.9991093890998453
A2-e003Coalescence-Inoculumn-mGAM,0.004478862692086585,0.00427386310007674
E5-e004Assembly-mGAM-p5,0.0017430139012773118,0.001621428381317836
D8-e003Coalescence-mGAM-p5,0.001233684549280262,0.9944544422711361
A12-e003Coalescence-mGAM-p3,0.003090937431393409,0.9851385440025529
C2-e003Coalescence-mBHI-p3,0.1316897458756848,0.667
C4-e004Assembly-mBHI-p5,0.09369620326110173,0.08915025003282395
D9-e003Coalescence-mGAM-p7,0.891,0.01122711142439816
D4-e003Coalescence-mBHI-p7,0.028839278157554216,0.9508065326137943
D8-e003Assembly-mGAM-p3,0.18730429488381506,0.18945560106301498
E4-e004Assembly-mGAM-p7,0.00683805175744955,0.005790893208751923
E3-e004Assembly-mGAM-p3,0.010896004155247274,0.009662735679538681
D2-e004Assembly-mGAM-p3,0.020231993085213184,0.01841520222406015
B10-e003Coalescence-mGAM-p3,0.791,0.14900000000000002
A9-e003Coalescence-mGAM-p7,0.9994391800636904,0.0005444064865179184
D5-e004Assembly-mGAM-p5,0.08941423991964736,0.08563023806637159
B5-e003Coalescence-Inoculumn-mGAM,0.678,0.286
D10-e003Coalescence-mBHI-p5,0.02128448037721803,0.9608781117606402
D5-e003Coalescence-mBHI-p3,0.385,0.6
D9-e003Coalescence-mGAM-p5,0.812,0.14800000000000002
C9-e003Coalescence-mBHI-p3,0.9824719638297658,0.009047522964586096
D10-e003Coalescence-mGAM-p5,0.0015096426261174644,0.9970312497549483
C8-e003Coalescence-mBHI-p7,0.0659126380867025,0.8943639045278319
B11-e003Assembly-mGAM-p5,0.0012381933314123455,0.9983073261593093
B4-e003Coalescence-mGAM-p5,0.234,0.683
D4-e003Coalescence-mGAM-p5,0.004576766128634701,0.9914305330428974
B5-e003Coalescence-mGAM-p5,0.353,0.625
BB-Fecal,0.06839945750619891,0.06540526677090261
B5-e003Coalescence-Inoculumn-mBHI,0.192,0.783
C2-e003Coalescence-mGAM-p3,0.029739060300987594,0.9450425626416121
B5-e003Coalescence-mGAM-p7,0.00392544763976354,0.9955543786097464
D8-e003Coalescence-mBHI-p5,0.005144460951867254,0.9729504476051642
E5-e004Assembly-mGAM-p7,0.0033383748474852142,0.0031004636352772526
C10-e003Assembly-mGAM-p3,0.04030460252118862,0.9283505455443064
B10-e003Coalescence-mBHI-p5,0.9756780572232497,0.01544536698139977
D5-e003Coalescence-Inoculumn-mGAM,6.1005711441137925e-05,0.9999096925454095
B5-e003Coalescence-mBHI-p3,0.308,0.667
G4-e004Assembly-epsilon-p5,0.01887429375312975,0.01898683934131366
C4-e003Coalescence-mGAM-p5,0.0014202305011873856,0.9972328392404551
C5-e003Coalescence-mGAM-p7,0.004997641753280731,0.9903010220865761
C5-e003Coalescence-mBHI-inoculumn-redo,0.0075122692585369065,0.9853881818096255
A2-e003Coalescence-mBHI-p7,0.19420113123497737,0.19890857093073386
A10-e003Coalescence-mBHI-p5,0.08077666335465569,0.8706468435316048
BF-Fecal,0.25605333246904083,0.24740269703222215
A4-e003Coalescence-mGAM-p5,0.632,0.3555
D5-e003Coalescence-mBHI-p5,0.0017576161673678351,0.9965485355704203
D3-e003Assembly-mBHI-p3,0.9347218290961603,0.0479958857783425
D4-e003Coalescence-mGAM-p7,0.003038910856649961,0.9940888206573176
E4-e004Assembly-mGAM-p3,0.025324579027990356,0.02186368870562425
A8-e003Coalescence-mBHI-p7,0.009083969723003993,0.008652638039026179
e003-inoculumn-fecal-AC,0.753951369343981,0.18209774065294115
E3-e004Assembly-mGAM-p7,0.01929600292223943,0.01720535918180804
B9-e003GlycerolRevival-mGAM-p2,0.9856476428242045,0.0066519826104068066
C4-e003Coalescence-mGAM-p3,0.023,0.959
B2-e003Coalescence-Inoculumn-mGAM,0.663,0.005199801189329717
D5-e003Coalescence-mGAM-p7,0.022405638282560644,0.974105754429618
C5-e003Coalescence-mBHI-p5,0.01789397226781026,0.9664227779846452
C5-e003Coalescence-mGAM-p3,0.0019836926657408114,0.996127245411173
A3-e003Coalescence-mBHI-inoculumn-redo,0.1962540790268657,0.11462303793339453
D9-e003Assembly-mGAM-p5,0.97912698223347,0.010019350080331654
B12-e003Coalescence-mGAM-p3,0.9813992142595771,0.01348125581708446
A11-e003Coalescence-mBHI-p7,0.011203519941502812,0.9770707776592703
A3-e003Coalescence-Inoculumn-mGAM,0.681,0.007980617797868088
D10-e003Assembly-mGAM-p3,0.01945720965509647,0.9627182158616334
C3-e003Coalescence-mGAM-p5,0.214,0.733
B4-e004Assembly-mBHI-p5,0.202045716377975,0.18806297384177262
C10-e003GlycerolRevival-mGAM-p2,0.009,0.98
D3-e003Assembly-mBHI-p5,0.9792781016436848,0.009250268520960789
A10-e003Coalescence-mGAM-p3,0.0010443150104173374,0.989
A9-e003Coalescence-mBHI-p3,0.943,0.00587133642496309
A2-e003Coalescence-Inoculumn-mBHI,0.0064330241127225395,0.006105518714395342
D3-e003Coalescence-mBHI-p7,0.167,0.8280000000000001
C3-e003Coalescence-mBHI-p5,0.992029390583257,0.006113814414530355
D11-e003Assembly-mGAM-p3,0.004725217478054785,0.9943821293729947
D2-e003Assembly-mBHI-p3,0.021884682113805152,0.02186368870562425
B3-e003Assembly-mBHI-p5,0.8025574449748866,0.1721554319993369
A9-e003Coalescence-mBHI-p5,0.9390094910799665,0.03456100130707581
D5-e003Coalescence-Inoculumn-mBHI,0.0001766602183867393,0.9996866135271847
B2-e003Coalescence-mGAM-p3,0.9938359929045488,0.002301285372693408
C11-e003Coalescence-mGAM-p5,0.0022317814017704424,0.9956600729378753
G4-e004Assembly-epsilon-p3,0.019402493148673736,0.019137924171482194
B3-e003Coalescence-Inoculumn-mBHI,0.9629473951595808,0.027101176201027134
A8-e003Coalescence-mBHI-p5,0.025003518669474447,0.024558586526041207
D5-e004Assembly-mGAM-p7,0.006185088703961048,0.005827954556501719
C2-e003Assembly-mBHI-p5,0.20931132639599084,0.21284917819248309
D5-e003Assembly-mBHI-p5,0.06334673826489279,0.9320853151537848
A5-e003Coalescence-mBHI-p7,0.0015887356569548514,0.9972907707779548
BG-Fecal,0.043533539235539646,0.044609184884533054
D2-e003Coalescence-mGAM-p5,0.00010903411040219817,0.9997214196522092
B9-e003Assembly-mGAM-p5,0.686,0.013183595517357085
D3-e003Coalescence-mGAM-p3,0.014285802016578064,0.892
D9-e003Coalescence-mGAM-p3,0.91,0.06599999999999995
E2-e004Assembly-mGAM-p7,0.0026882943978251863,0.0024078340692384763
D3-e003Coalescence-mGAM-p5,0.227,0.747
C10-e003Coalescence-mGAM-p3,0.004320308190612783,0.9915346800903462
A5-e003Coalescence-mBHI-inoculumn-redo,0.011791975028421173,0.458
B11-e003Assembly-mGAM-p3,0.0006828042123195588,0.9990633976637017
D2-e003Assembly-mBHI-p5,0.11437733438695956,0.11114186739135745
B9-e003Coalescence-mGAM-p7,0.9985706804036648,0.0006644600541479643
B11-e003Coalescence-mGAM-p7,0.878,0.013804622885894662
C3-e003Coalescence-Inoculumn-mGAM,0.618,0.28200000000000003
B5-e003Coalescence-mBHI-p7,0.188,0.8
A3-e003Coalescence-mGAM-p7,0.999948809510562,1.3399637616680446e-05
D4-e003Coalescence-Inoculumn-mBHI,0.0043184891042098725,0.9916077916149193
D10-e003Coalescence-mGAM-p7,0.000744282344585987,0.9985176246130133
C12-e003Coalescence-mGAM-p3,0.005347717099297458,0.9896374581837233
C11-e003Coalescence-mGAM-p3,0.001014310671134232,0.9980154630379567
D5-e004Assembly-mGAM-p3,0.003166193876069614,0.0029393298491062884
A10-e003Coalescence-mBHI-p7,0.053265198784265624,0.9104667586889879
C10-e003Coalescence-mBHI-p7,0.024109892129424413,0.9543788987249577
B9-e003Coalescence-mBHI-p5,0.893,0.013316834317225008
F4-e004Assembly-epsilon-p3,0.02838786834994303,0.02840987566134972
B10-e003Coalescence-mBHI-p3,0.978888252995996,0.010926898527363777
C11-e003Coalescence-mBHI-p5,0.0053432153323274695,0.989595355937874
A2-e003Coalescence-mGAM-p7,0.00916185705441625,0.008920934649161365
F5-e004Assembly-epsilon-p3,0.1283881339005324,0.1272706859916377
E3-e004Assembly-mGAM-p5,0.008316329474733283,0.007370646960306564
E2-e004Assembly-mGAM-p5,0.007933998364020532,0.0071932656892952146
C3-e003GlycerolRevival-mBHI-p2,0.9736117539101549,0.01186054886181164
D10-e003Coalescence-mGAM-p3,0.0018283962147309298,0.9964248344649469
B10-e003Coalescence-mGAM-p7,0.9841089890013174,0.0107769750031644
C4-e004Assembly-mBHI-p3,0.02602969683073366,0.022341181696572194
A9-e003Coalescence-mBHI-p7,0.759,0.011014447449477107
C2-e003Coalescence-Inoculumn-mGAM,0.00639240430028862,0.515
B3-e003Coalescence-Inoculumn-mGAM,0.922,0.002356365474186835
D11-e003Coalescence-mGAM-p7,0.00016051809128537066,0.9997820769492001
D5-e003Coalescence-mGAM-p3,8.685371307512177e-05,0.9998829993016074
D4-e004Assembly-mGAM-p3,0.02574135624138694,0.02303859907058273
E4-e004Assembly-mGAM-p5,0.00623350783348755,0.0053337174291136135
E5-e004Assembly-mGAM-p3,0.005584364161403263,0.005204443860038175
D2-e003Coalescence-Inoculumn-mBHI,0.01692829142274061,0.462
B4-e003Coalescence-Inoculumn-mGAM,0.603,0.2995
A10-e003Coalescence-mGAM-p7,0.00211140934509858,0.9958861543374767
B2-e003Assembly-mBHI-p3,0.046749223730284395,0.04639523931924368
F4-e004Assembly-epsilon-p7,0.015263042732425148,0.014949888805655917
D9-e003Coalescence-mBHI-p5,0.824,0.06908421468847283
C4-e003Coalescence-Inoculumn-mGAM,0.0038968905857216904,0.9923817672916235
D4-e003Coalescence-mGAM-p3,0.00111220138450719,0.9978172647725645
B9-e003Coalescence-mBHI-p7,0.9773671749498755,0.011670595721571338
A2-e003Coalescence-mGAM-p5,0.01374933668800895,0.013109210589608896
D11-e003Assembly-mGAM-p5,0.0016213128268717728,0.9977509478051526
C3-e003Coalescence-mGAM-p7,0.272,0.681
B11-e003GlycerolRevival-mGAM-p2,0.0009247457189877069,0.99849911375899
C5-e004Assembly-mBHI-p7,0.10681413163407394,0.10371261239274107
B3-e003Coalescence-mGAM-p5,0.832,0.0014894231212938302
D9-e003Coalescence-mBHI-p7,0.667,0.273
G5-e004Assembly-epsilon-p5,0.04434883196145925,0.04244363910255803
B10-e003Assembly-mGAM-p3,0.07574881168175675,0.8831588867693865
C5-e003Coalescence-mBHI-p7,0.010173628964991391,0.9802377028351325
D12-e003Coalescence-mBHI-p3,0.1496275770743379,0.8333356774784557
E2-e004Assembly-mGAM-p3,0.21356003505342588,0.2017877212236193
D4-e004Assembly-mGAM-p7,0.0020256075206698167,0.0017142210560858484
C11-e003Coalescence-mGAM-p7,0.0014299477158230434,0.9971616705541653
C11-e003Assembly-mGAM-p3,0.0005425316438558875,0.9989249449129205
D10-e003Coalescence-mBHI-p7,0.011680833256101227,0.9772244267838051
C9-e003Coalescence-mBHI-p7,0.9279906432465846,0.05475722937140309
A2-e003Coalescence-mBHI-p3,0.13051167884133033,0.13465645996584144
B8-e003Coalescence-mGAM-p5,0.9974244270765341,0.0012889929875439135
C11-e003Assembly-mGAM-p5,0.000211147263129283,0.9997017453792049
B10-e003GlycerolRevival-mGAM-p2,0.014766190125159506,0.9715850389525623
B3-e003Coalescence-mBHI-p5,0.9953142072762006,0.0038678200394389453
C2-e003Coalescence-mBHI-inoculumn-redo,0.018127827761547706,0.33299999999999996
A8-e003Coalescence-mGAM-p7,0.006867061790998775,0.006569501906819157
C11-e003GlycerolRevival-mGAM-p2,0.00016447793713387544,0.9996774671229011
B2-e003Coalescence-Inoculumn-mBHI,0.273,0.018913534381745298
A11-e003Coalescence-mBHI-p5,0.0058066302669485485,0.9771040830503226
C10-e003Coalescence-mGAM-p5,0.0015027115047816333,0.9970504300876424
C9-e003Assembly-mGAM-p5,0.9957706516466437,0.0024127678664299067
A5-e003Coalescence-Inoculumn-mGAM,0.0033174123079671605,0.541
A3-e003Coalescence-mBHI-p3,0.962962419310927,0.021685890547463085
AG-Fecal,0.003763612156955261,0.0033835983457098408
D4-e003Coalescence-Inoculumn-mGAM,0.014153336463889945,0.9727501125282807
A2-e003Coalescence-mBHI-p5,0.03353684089386201,0.03217162589177621
B5-e004Assembly-mBHI-p5,0.17481818286610087,0.17202042456654612
C10-e003Coalescence-mBHI-p5,0.020935127657874024,0.9606255108064775
B9-e003Coalescence-mBHI-p3,0.981761187145211,0.010543586796339821
C3-e003Coalescence-mBHI-inoculumn-redo,0.278,0.5860000000000001
B5-e003Coalescence-mGAM-p3,0.294,0.688
BK-Fecal,0.07122778906252797,0.06630984438571151
C3-e003Assembly-mBHI-p5,0.988968948335846,0.0053615168246000395
C4-e004Assembly-mBHI-p7,0.06783559388194742,0.06445561377524245
C9-e003GlycerolRevival-mGAM-p2,0.9943631533138072,0.002716899791922665
C9-e003Coalescence-mGAM-p5,0.724,0.18899999999999995
A2-e003Coalescence-mBHI-inoculumn-redo,0.00590600110198203,0.00565171804390032
C2-e003Coalescence-mGAM-p5,0.009372810062274483,0.938
B8-e003GlycerolRevival-mGAM-p2,0.01589804293069568,0.015310339337185756
C8-e003Coalescence-mBHI-p5,0.01240600157503646,0.9740347020783402
B8-e003Coalescence-mGAM-p7,0.999345092178492,0.0003189218321894935
B4-e003Coalescence-Inoculumn-mBHI,0.286,0.571
D2-e003Coalescence-Inoculumn-mGAM,0.0035752014626492723,0.532
B8-e003Coalescence-mBHI-p7,0.8492990739565405,0.13928840111806332
D3-e003Coalescence-Inoculumn-mGAM,0.67,0.28900000000000003
B11-e003Coalescence-mBHI-p3,0.556,0.4
C5-e003Coalescence-Inoculumn-mGAM,0.002338134351433014,0.9954303804155029
C4-e003Coalescence-mBHI-p5,0.009582208440799805,0.9815238801528364
BC-Fecal,0.22032493660923969,0.20018205691009697
e004-inoculumn-fecal-BE,0.17817025116395013,0.17764741708480114
A11-e003Coalescence-mBHI-p3,0.002363814543565873,0.919
B4-e004Assembly-mBHI-p7,0.06560523568569221,0.06131504470065563
A4-e003Coalescence-Inoculumn-mGAM,0.002723779399019587,0.5509999999999999
B4-e003Coalescence-mBHI-p3,0.9640706812052413,0.022395290975837635
A5-e003Coalescence-Inoculumn-mBHI,0.0344487219999346,0.5
A9-e003Coalescence-mGAM-p5,0.9988082260195805,0.0005417201512587666
C10-e003Coalescence-mGAM-p7,0.0003208770892347782,0.9993531787979854
A11-e003Coalescence-mGAM-p3,0.0022630201614633203,0.929
C10-e003Coalescence-mBHI-p3,0.01755835153747869,0.9661346481832197
D2-e003Coalescence-mBHI-p3,0.0010358038414693294,0.995733833866372
C5-e003GlycerolRevival-mBHI-p2,0.005622038516670268,0.9923723344745526
H5-e003Coalescence-mBHI-p5_S40,0.0006212550725594768,0.9987062427080899
E2-e003Coalescence-mGAM-p7_S145,0.007736550369240338,0.007370078890628356
G5-e003Coalescence-mBHI-p7_S124,0.02436993856387004,0.844
H111-e003Coalescence-mGAM-p7_S188,8.773806112863132e-05,0.9997683784900224
H4-e003Coalescence-mGAM-p7_S183,0.01017800434068225,0.9798323118249322
F5-e003Coalescence-mGAM-p5_S64,0.45,0.517
F5-e003Coalescence-mGAM-p7_S160,0.391,0.5609999999999999
F8-e003Coalescence-mBHI-p3_S117,0.9790667868988641,0.011750439623387487
H3-e003Coalescence-mBHI-p3_S46,0.375,0.5880000000000001
H2-e003Coalescence-mBHI-p7_S133,0.0056662255042301,0.9851214312130322
E5-e003Coalescence-mBHI-p3_S12,0.018600980711684704,0.9710392999138635
F100-e003Coalescence-mGAM-p7_S163,0.9981082049431924,0.0010011579794406648
F9-e003Coalescence-mBHI-p5_S18,0.9682728957096889,0.01467941875991053
H3-e003Coalescence-mBHI-p7_S134,0.05759037575574033,0.931317027819644
E3-e003Coalescence-mGAM-p3_S58,0.9912896117349963,0.003310431292562139
G4-e003Coalescence-mBHI-p5_S27,0.009750830418199423,0.9809093385728376
E8-e003Coalescence-mBHI-p5_S5,0.014989015026641345,0.01433832277048782
G2-e003Coalescence-mBHI-p3_S33,0.1729032061980901,0.21933284861148264
E9-e003Coalescence-mBHI-p5_S6,0.976411909820061,0.0102637667678566
H111-e003Coalescence-mBHI-p3_S144,0.00010346192819711519,0.9996788967399853
G111-e003Coalescence-mGAM-p5_S80,0.002512660535959369,0.9950522180811437
G100-e003Coalescence-mGAM-p3_S179,0.007276700894432722,0.9857352822058449
F111-e003Coalescence-mGAM-p5_S68,0.9824670595387981,0.014931966016610138
G111-e003Coalescence-mBHI-p5_S32,0.007861272272478376,0.9845461189831717
G5-e003Coalescence-mBHI-p3_S36,0.1826988676286386,0.7776920190421086
H2-e003Coalescence-mGAM-p7_S181,6.554307937860205e-05,0.9997554117072196
