,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,7160,14502
C9-e003Coalescence-mGAM-p3,9466,19263
D2-e004Assembly-mGAM-p7,8973,18724
B5-e004Assembly-mBHI-p3,3416,7593
C11-e003Coalescence-mBHI-p3,8943,18111
D11-e003Coalescence-mBHI-p5,9432,19166
C9-e003Coalescence-mGAM-p7,9467,19262
C8-e003Coalescence-mGAM-p7,9456,19241
D10-e003Coalescence-mBHI-p3,9356,19058
B2-e003Coalescence-mBHI-p3,9044,18374
A8-e003Coalescence-mBHI-p3,9225,19106
A4-e003Coalescence-mBHI-p7,7935,16288
B9-e003Coalescence-mGAM-p5,9467,19263
A4-e003Coalescence-mBHI-inoculumn-redo,9459,19258
B3-e003Coalescence-mBHI-p3,9446,19215
D4-e003Coalescence-mBHI-p5,4043,7942
B5-e004Assembly-mBHI-p7,9035,18829
D4-e003Coalescence-mBHI-p3,5063,9949
C4-e003GlycerolRevival-mBHI-p2,8686,17449
G5-e004Assembly-epsilon-p3,8746,18347
C5-e004Assembly-mBHI-p3,5485,12144
D10-e003Assembly-mGAM-p5,9242,18748
B2-e003Assembly-mBHI-p5,3812,8414
B2-e003Coalescence-mBHI-p5,5551,11199
B8-e003Assembly-mGAM-p5,6431,14264
F4-e004Assembly-epsilon-p5,7529,15920
C4-e003Coalescence-mGAM-p7,9453,19235
B12-e003Coalescence-mBHI-p3,4671,8688
e004-inoculumn-fecal-AK,9169,19040
C8-e003Assembly-mGAM-p3,5530,12239
C3-e003Coalescence-mGAM-p3,9466,19263
B4-e003Assembly-mBHI-p5,7312,14731
D4-e004Assembly-mGAM-p5,9247,19057
D3-e003Coalescence-Inoculumn-mBHI,9455,19219
C8-e003Assembly-mGAM-p5,5403,11834
C3-e003Coalescence-mBHI-p7,9429,19167
D11-e003Coalescence-mGAM-p5,9442,19191
A11-e003Coalescence-mGAM-p7,9268,18891
B8-e003Coalescence-mBHI-p5,9370,19006
B10-e003Assembly-mGAM-p5,9020,18350
C2-e003Coalescence-mGAM-p7,9443,19226
D3-e003Coalescence-mBHI-p5,6116,11407
B11-e003Coalescence-mGAM-p3,9467,19263
C4-e003Coalescence-mBHI-inoculumn-redo,8551,17448
B5-e003Assembly-mBHI-p5,6835,13536
D2-e003Coalescence-mBHI-p5,8780,17901
D8-e003Assembly-mGAM-p5,6409,13828
D5-e003Coalescence-mGAM-p5,9406,19152
B5-e003Coalescence-mBHI-p5,6654,13095
D5-e003Coalescence-mBHI-p7,8736,17485
C9-e003Coalescence-mBHI-p5,9109,18324
A5-e003Coalescence-mGAM-p3,9388,19078
A2-e003Coalescence-Inoculumn-mGAM,9318,19239
E5-e004Assembly-mGAM-p5,9262,19144
D8-e003Coalescence-mGAM-p5,9441,19197
A12-e003Coalescence-mGAM-p3,9355,18982
C2-e003Coalescence-mBHI-p3,5306,10417
C4-e004Assembly-mBHI-p5,5876,12566
D9-e003Coalescence-mGAM-p7,9463,19246
D4-e003Coalescence-mBHI-p7,8718,17465
D8-e003Assembly-mGAM-p3,3512,7875
E4-e004Assembly-mGAM-p7,9222,19028
E3-e004Assembly-mGAM-p3,9181,18664
D2-e004Assembly-mGAM-p3,8773,18352
B10-e003Coalescence-mGAM-p3,9467,19262
A9-e003Coalescence-mGAM-p7,9361,19091
D5-e004Assembly-mGAM-p5,5964,12874
B5-e003Coalescence-Inoculumn-mGAM,9466,19262
D10-e003Coalescence-mBHI-p5,9168,18505
D5-e003Coalescence-mBHI-p3,9175,18521
D9-e003Coalescence-mGAM-p5,9466,19258
C9-e003Coalescence-mBHI-p3,9433,19170
D10-e003Coalescence-mGAM-p5,9454,19240
C8-e003Coalescence-mBHI-p7,7502,15276
B11-e003Assembly-mGAM-p5,9311,18772
B4-e003Coalescence-mGAM-p5,9456,19246
D4-e003Coalescence-mGAM-p5,9467,19258
B5-e003Coalescence-mGAM-p5,9366,18997
BB-Fecal,6407,13269
B5-e003Coalescence-Inoculumn-mBHI,9196,18653
C2-e003Coalescence-mGAM-p3,9138,18519
B5-e003Coalescence-mGAM-p7,9361,19046
D8-e003Coalescence-mBHI-p5,9364,19027
E5-e004Assembly-mGAM-p7,9242,19138
C10-e003Assembly-mGAM-p3,8630,17505
B10-e003Coalescence-mBHI-p5,8880,17864
D5-e003Coalescence-Inoculumn-mGAM,9423,19200
B5-e003Coalescence-mBHI-p3,8634,17383
G4-e004Assembly-epsilon-p5,8945,18549
C4-e003Coalescence-mGAM-p5,9449,19243
C5-e003Coalescence-mGAM-p7,9459,19249
C5-e003Coalescence-mBHI-inoculumn-redo,9455,19231
A2-e003Coalescence-mBHI-p7,3385,7474
A10-e003Coalescence-mBHI-p5,6577,13519
BF-Fecal,3235,6322
A4-e003Coalescence-mGAM-p5,9419,19077
D5-e003Coalescence-mBHI-p5,9450,19231
D3-e003Assembly-mBHI-p3,6938,13428
D4-e003Coalescence-mGAM-p7,9460,19254
E4-e004Assembly-mGAM-p3,8867,18378
