,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.5787638054640574,0.21894230769230769
C9-e003Coalescence-mGAM-p3,0.0,0.35028846153846155
D2-e004Assembly-mGAM-p7,0.7987793063359814,0.8132692307692307
B5-e004Assembly-mBHI-p3,0.31079248207711685,0.31798076923076923
C11-e003Coalescence-mBHI-p3,0.7005425305173416,0.2364423076923077
D11-e003Coalescence-mBHI-p5,0.9842084867273784,0.0
C9-e003Coalescence-mGAM-p7,0.0,0.3501923076923077
C8-e003Coalescence-mGAM-p7,0.7292191435768262,0.45269230769230767
D10-e003Coalescence-mBHI-p3,0.7241813602015114,0.019807692307692307
B2-e003Coalescence-mBHI-p3,0.0005812826971517147,0.9020192307692307
A8-e003Coalescence-mBHI-p3,0.7945165665568689,0.8026923076923077
A4-e003Coalescence-mBHI-p7,0.6331137376477427,0.3920192307692308
B9-e003Coalescence-mGAM-p5,0.0,0.69875
A4-e003Coalescence-mBHI-inoculumn-redo,0.6128657236969579,0.39375
B3-e003Coalescence-mBHI-p3,9.688044952528579e-05,0.9716346153846154
D4-e003Coalescence-mBHI-p5,0.3597171090873862,0.02798076923076923
B5-e004Assembly-mBHI-p7,0.778628172834722,0.7925
D4-e003Coalescence-mBHI-p3,0.4516566556868824,0.029903846153846152
C4-e003GlycerolRevival-mBHI-p2,0.6710908738616547,0.4178846153846154
G5-e004Assembly-epsilon-p3,0.7606084092230188,0.7699038461538461
C5-e004Assembly-mBHI-p3,0.5044565006781632,0.5025
D10-e003Assembly-mGAM-p5,0.713912032551831,0.44403846153846155
B2-e003Assembly-mBHI-p5,0.3534198798682426,0.3551923076923077
B2-e003Coalescence-mBHI-p5,9.688044952528579e-05,0.5809615384615384
B8-e003Assembly-mGAM-p5,0.5957178841309824,0.6028846153846154
F4-e004Assembly-epsilon-p5,0.6849447781437706,0.6904807692307692
C4-e003Coalescence-mGAM-p7,0.720015500871924,0.4481730769230769
B12-e003Coalescence-mBHI-p3,0.06965704320868049,0.13432692307692307
e004-inoculumn-fecal-AK,0.8119550474714202,0.8291346153846154
C8-e003Assembly-mGAM-p3,0.5202480139507847,0.5103846153846154
C3-e003Coalescence-mGAM-p3,0.0,0.43625
