,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.6374775536072673,0.22602917510252815
C9-e003Coalescence-mGAM-p3,0.7437414175557199,0.0
D2-e004Assembly-mGAM-p7,0.5633252350269357,0.8250532108186679
B5-e004Assembly-mBHI-p3,0.11471427062427379,0.34989357836266416
C11-e003Coalescence-mBHI-p3,0.7776486743424528,0.2658464413642735
D11-e003Coalescence-mBHI-p5,0.8472588993345305,0.3055079686445517
C9-e003Coalescence-mGAM-p7,0.7440583078060632,0.0
C8-e003Coalescence-mGAM-p7,0.837540931657336,0.31921299901365313
D10-e003Coalescence-mBHI-p3,0.7796556459279603,0.23142812646005295
B2-e003Coalescence-mBHI-p3,0.6541671067920144,0.0003114779629341224
A8-e003Coalescence-mBHI-p3,0.0,0.9913824430254893
A4-e003Coalescence-mBHI-p7,0.651631984789268,0.2833411202824067
B9-e003Coalescence-mGAM-p5,0.8443012569979931,0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.0006337805006865955,0.32030317188392254
B3-e003Coalescence-mBHI-p3,0.9820428858138798,0.0
D4-e003Coalescence-mBHI-p5,0.36283933664307594,0.1209572756060842
B5-e004Assembly-mBHI-p7,0.2963980141544312,0.8634688262472097
D4-e003Coalescence-mBHI-p3,0.4513573465723038,0.14644655557285988
C4-e003GlycerolRevival-mBHI-p2,0.7744797718390197,0.2913357213310492
G5-e004Assembly-epsilon-p3,0.2894264286468786,0.8421844987800446
C5-e004Assembly-mBHI-p3,0.1900285201225309,0.5606084202875979
D10-e003Assembly-mGAM-p5,0.8205344882222457,0.3131391787364377
B2-e003Assembly-mBHI-p5,0.0,0.4365363650521726
B2-e003Coalescence-mBHI-p5,0.5745220238723988,0.00010382598764470748
B8-e003Assembly-mGAM-p5,0.0,0.7403831178944089
F4-e004Assembly-epsilon-p5,0.3848103940002113,0.7254321756735711
C4-e003Coalescence-mGAM-p7,0.8278229639801415,0.31516378549550955
B12-e003Coalescence-mBHI-p3,0.4586458223301996,0.02123241447334268
e004-inoculumn-fecal-AK,0.5747332840392944,0.8376161553236775
C8-e003Assembly-mGAM-p3,0.0,0.6349478274412086
C3-e003Coalescence-mGAM-p3,0.8216964191401711,0.0
B4-e003Assembly-mBHI-p5,0.6533220661244322,0.24762498053262733
