,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.03640763772898387,0.954004892405165
C9-e003Coalescence-mGAM-p3,0.0011060895787185832,0.9975832887187863
D2-e004Assembly-mGAM-p7,0.03822741443832429,0.012372078191940777
B5-e004Assembly-mBHI-p3,0.7669504411068304,0.17114838288993214
C11-e003Coalescence-mBHI-p3,0.008173708325114416,0.9863034805016266
D11-e003Coalescence-mBHI-p5,0.003469765927755174,0.9923193363544398
C9-e003Coalescence-mGAM-p7,0.0007788899953024605,0.9983132784776009
C8-e003Coalescence-mGAM-p7,7.70150161141517e-06,0.9999690789395453
D10-e003Coalescence-mBHI-p3,0.004700126660956709,0.9896124024457137
B2-e003Coalescence-mBHI-p3,0.041782823033556966,0.833
A8-e003Coalescence-mBHI-p3,0.9987990005691879,0.0003555921952288293
A4-e003Coalescence-mBHI-p7,0.024779685445284944,0.9732524889422645
B9-e003Coalescence-mGAM-p5,0.0011982542888169937,0.9973941017999587
A4-e003Coalescence-mBHI-inoculumn-redo,0.514,0.469
B3-e003Coalescence-mBHI-p3,0.004251168461627472,0.9908762335077457
D4-e003Coalescence-mBHI-p5,0.14704099135405913,0.823902677654666
B5-e004Assembly-mBHI-p7,0.9739306251072264,0.00874749527548305
D4-e003Coalescence-mBHI-p3,0.09689906213740343,0.8802210107740944
C4-e003GlycerolRevival-mBHI-p2,0.007809818896039327,0.989919456930927
G5-e004Assembly-epsilon-p3,0.958987885909561,0.015221457850283332
C5-e004Assembly-mBHI-p3,0.8671744775091225,0.08363606697860172
D10-e003Assembly-mGAM-p5,0.0010155354029196997,0.9985442524961303
B2-e003Assembly-mBHI-p5,0.8487111808778586,0.1378545034502004
B2-e003Coalescence-mBHI-p5,0.10253048726338164,0.8679169303617491
B8-e003Assembly-mGAM-p5,0.9525667139519335,0.03702094862211943
F4-e004Assembly-epsilon-p5,0.7,0.03543942201781296
C4-e003Coalescence-mGAM-p7,3.4102837532728026e-05,0.9998489214772549
B12-e003Coalescence-mBHI-p3,0.12133173608234772,0.8431863825265092
e004-inoculumn-fecal-AK,0.01638874268101915,0.005023814267393428
C8-e003Assembly-mGAM-p3,0.9237373347513833,0.06598240376075877
C3-e003Coalescence-mGAM-p3,0.0007162924613175798,0.9984520245697927
B4-e003Assembly-mBHI-p5,0.030898972633544085,0.9675450050211981
D4-e004Assembly-mGAM-p5,0.9897312731610509,0.0026653219240047768
D3-e003Coalescence-Inoculumn-mBHI,0.005333858898261435,0.9888705334705653
C8-e003Assembly-mGAM-p5,0.9198163524207406,0.07046356102802494
C3-e003Coalescence-mBHI-p7,0.0059703766293077686,0.9872388439643363
D11-e003Coalescence-mGAM-p5,0.0020715553239138225,0.9954356625363167
A11-e003Coalescence-mGAM-p7,0.02896454669744846,0.9609668130330369
B8-e003Coalescence-mBHI-p5,0.009489989626477738,0.9814403709533669
B10-e003Assembly-mGAM-p5,0.002776061529307201,0.9967364040576441
C2-e003Coalescence-mGAM-p7,1.3130388999767417e-05,0.9999689328469707
D3-e003Coalescence-mBHI-p5,0.08642000343198095,0.8781319489607639
B11-e003Coalescence-mGAM-p3,0.0017973104143949113,0.9962269904102831
C4-e003Coalescence-mBHI-inoculumn-redo,3.0338271962485504e-05,0.9999951715313479
B5-e003Assembly-mBHI-p5,0.05331427683337163,0.9249731879872409
D2-e003Coalescence-mBHI-p5,0.016869308558671765,0.9706713855461997
D8-e003Assembly-mGAM-p5,0.9526774968247682,0.04107910391467084
D5-e003Coalescence-mGAM-p5,0.0038318631074687358,0.9915802897458779
B5-e003Coalescence-mBHI-p5,0.06126805412869689,0.910382234663811
D5-e003Coalescence-mBHI-p7,0.024965467686254163,0.9531974038234339
C9-e003Coalescence-mBHI-p5,0.01819601808069835,0.9625257632033517
A5-e003Coalescence-mGAM-p3,0.004894246643237067,0.9893858941269996
A2-e003Coalescence-Inoculumn-mGAM,0.9995996598357713,5.608745577001938e-05
E5-e004Assembly-mGAM-p5,0.9970816435858332,0.0009248346873998868
D8-e003Coalescence-mGAM-p5,0.009240349798538017,0.9871919116445056
A12-e003Coalescence-mGAM-p3,0.02122826535809187,0.9714894005183359
C2-e003Coalescence-mBHI-p3,0.07762404484124252,0.9168091638503911
C4-e004Assembly-mBHI-p5,0.8357353760705623,0.08307974491960013
D9-e003Coalescence-mGAM-p7,0.005063448781404385,0.9893452077762537
D4-e003Coalescence-mBHI-p7,0.0178406077595401,0.9675049181210649
D8-e003Assembly-mGAM-p3,0.8369436239441053,0.15158030780575651
E4-e004Assembly-mGAM-p7,0.9811559351781249,0.004863916530597751
E3-e004Assembly-mGAM-p3,0.0056769903096515134,0.988475411860428
D2-e004Assembly-mGAM-p3,0.04941475484406204,0.016921293661180378
B10-e003Coalescence-mGAM-p3,0.001295646979864712,0.9972197687550912
A9-e003Coalescence-mGAM-p7,0.00676418800249878,0.9859392622557676
D5-e004Assembly-mGAM-p5,0.8784316614738837,0.07237396122404235
B5-e003Coalescence-Inoculumn-mGAM,0.0032785169574481056,0.9931135136445228
D10-e003Coalescence-mBHI-p5,0.010162832485915622,0.9788583858317721
D5-e003Coalescence-mBHI-p3,0.015104128347974598,0.9695648548947953
D9-e003Coalescence-mGAM-p5,0.00424020813440227,0.9911938440948114
C9-e003Coalescence-mBHI-p3,0.007788601122094674,0.9837354930411463
D10-e003Coalescence-mGAM-p5,0.00042151494819996945,0.9989903648050501
C8-e003Coalescence-mBHI-p7,0.02798777259501587,0.9700088259533505
B11-e003Assembly-mGAM-p5,0.007487176603665865,0.9839001400731066
B4-e003Coalescence-mGAM-p5,0.0016702268373622092,0.996558686796765
D4-e003Coalescence-mGAM-p5,0.0015372832202279645,0.9966138703687681
B5-e003Coalescence-mGAM-p5,0.010974246686077343,0.9773979846783869
BB-Fecal,0.11166265170618205,0.06338733149380521
B5-e003Coalescence-Inoculumn-mBHI,0.012540514145570104,0.9736806246411935
C2-e003Coalescence-mGAM-p3,0.0019005101793460294,0.9976164364295705
B5-e003Coalescence-mGAM-p7,0.0057490212119380235,0.9876629635321176
D8-e003Coalescence-mBHI-p5,0.115,0.833
E5-e004Assembly-mGAM-p7,0.9944112961449683,0.00176259228178766
C10-e003Assembly-mGAM-p3,0.00863313986492245,0.9903085521104096
B10-e003Coalescence-mBHI-p5,0.021943880878757913,0.9579205916896935
D5-e003Coalescence-Inoculumn-mGAM,0.0014752478177536828,0.9967225422597593
B5-e003Coalescence-mBHI-p3,0.025825744107539805,0.9533129885020698
G4-e004Assembly-epsilon-p5,0.9391127980153419,0.014444421356337446
C4-e003Coalescence-mGAM-p5,8.16896175600315e-06,0.999979818477938
C5-e003Coalescence-mGAM-p7,0.0017689797957678066,0.9960664039854505
C5-e003Coalescence-mBHI-inoculumn-redo,0.0026561610997258506,0.9940848723614869
A2-e003Coalescence-mBHI-p7,0.8273011584944095,0.15891265891124529
A10-e003Coalescence-mBHI-p5,0.04752568016861582,0.9500360238279036
BF-Fecal,0.20713377109666267,0.735963887307604
A4-e003Coalescence-mGAM-p5,0.008829800581337525,0.981650400444158
D5-e003Coalescence-mBHI-p5,1.8263841264037366e-05,0.9999306990294797
D3-e003Assembly-mBHI-p3,0.06052743313388792,0.9101347588355997
D4-e003Coalescence-mGAM-p7,0.0010857330044258277,0.9975879577618758
E4-e004Assembly-mGAM-p3,0.643,0.019647042174422858
A8-e003Coalescence-mBHI-p7,0.9989094333215103,0.0002635285412352131
e003-inoculumn-fecal-AC,0.16285760018730128,0.7931748024437929
E3-e004Assembly-mGAM-p7,0.010150090487868508,0.9795850923316849
B9-e003GlycerolRevival-mGAM-p2,0.00560664718479002,0.9879796114527241
C4-e003Coalescence-mGAM-p3,0.00047325411513988536,0.9989834741535075
B2-e003Coalescence-Inoculumn-mGAM,0.318,0.633
D5-e003Coalescence-mGAM-p7,0.033708429155686184,0.9468431959059552
C5-e003Coalescence-mBHI-p5,0.0064157463103581905,0.9860340712197364
C5-e003Coalescence-mGAM-p3,0.0007076741789767717,0.9984059641610666
A3-e003Coalescence-mBHI-inoculumn-redo,0.8325529546022883,0.13901223789590184
D9-e003Assembly-mGAM-p5,0.008835367566144432,0.9813726550695153
B12-e003Coalescence-mGAM-p3,0.007249544426967531,0.9844098305157385
A11-e003Coalescence-mBHI-p7,0.034048431875930894,0.9501920125010728
A3-e003Coalescence-Inoculumn-mGAM,0.31,0.629
D10-e003Assembly-mGAM-p3,0.0010259654772521863,0.9988875464420092
C3-e003Coalescence-mGAM-p5,0.0005737514938879657,0.9986749999079577
B4-e004Assembly-mBHI-p5,0.667,0.18871595930128346
C10-e003GlycerolRevival-mGAM-p2,0.00017979328460322107,0.9995508468156863
D3-e003Assembly-mBHI-p5,0.010234901977429108,0.9784448571298674
A10-e003Coalescence-mGAM-p3,0.0006147731006177931,0.9992591467709441
A9-e003Coalescence-mBHI-p3,0.004831962184506561,0.9902134931308723
A2-e003Coalescence-Inoculumn-mBHI,0.9999421630803077,3.4509061097197876e-05
D3-e003Coalescence-mBHI-p7,0.00735825618684693,0.9846991424995072
C3-e003Coalescence-mBHI-p5,0.008105133582488202,0.9830119541086613
D11-e003Assembly-mGAM-p3,0.013172334637378887,0.9742575740053591
D2-e003Assembly-mBHI-p3,0.9935464623973351,0.0035846052277815677
B3-e003Assembly-mBHI-p5,0.1910047118446101,0.7662330694105419
A9-e003Coalescence-mBHI-p5,0.03805012555797481,0.9340232773082119
D5-e003Coalescence-Inoculumn-mBHI,0.0034457254423189373,0.9923306455653578
B2-e003Coalescence-mGAM-p3,0.01402855831939571,0.975176757641605
C11-e003Coalescence-mGAM-p5,0.0006471463473220429,0.9984989246674258
G4-e004Assembly-epsilon-p3,0.939861749306638,0.014717622072663403
B3-e003Coalescence-Inoculumn-mBHI,0.03908619985479072,0.9357751921229679
A8-e003Coalescence-mBHI-p5,0.9917399052394583,0.0054726557989009175
D5-e004Assembly-mGAM-p7,0.9894241565630343,0.003321735394379306
C2-e003Assembly-mBHI-p5,0.8130279541190735,0.16798767563066233
D5-e003Assembly-mBHI-p5,0.07822219146327344,0.8989015460782522
A5-e003Coalescence-mBHI-p7,0.007952207428770834,0.9837802089978883
BG-Fecal,0.0615605425910707,0.049974060516920805
D2-e003Coalescence-mGAM-p5,0.0024295456732162345,0.9947471637944062
B9-e003Assembly-mGAM-p5,0.008773074630843933,0.9814261917174932
D3-e003Coalescence-mGAM-p3,0.0033346739251612044,0.9926298735411866
D9-e003Coalescence-mGAM-p3,0.003882853082160067,0.9916695389425948
E2-e004Assembly-mGAM-p7,0.007206819319270666,0.0022026959722938238
D3-e003Coalescence-mGAM-p5,0.0027735090998955605,0.9941844592334811
C10-e003Coalescence-mGAM-p3,2.6342194505066058e-05,0.9999390139823776
A5-e003Coalescence-mBHI-inoculumn-redo,0.583,0.364
B11-e003Assembly-mGAM-p3,0.00602647365140861,0.9870180020084792
D2-e003Assembly-mBHI-p5,0.9029300560923922,0.08040281403347264
B9-e003Coalescence-mGAM-p7,0.002285714235993626,0.9951261780185225
B11-e003Coalescence-mGAM-p7,0.00885130301327262,0.9809963477023238
C3-e003Coalescence-Inoculumn-mGAM,0.0018060093923938777,0.9961174537661484
B5-e003Coalescence-mBHI-p7,0.020481317993365028,0.9622640352921846
A3-e003Coalescence-mGAM-p7,0.0007958942905572516,0.9982848843444325
D4-e003Coalescence-Inoculumn-mBHI,0.0015390465418604082,0.9965670654381434
D10-e003Coalescence-mGAM-p7,7.187799410017829e-05,0.9997970251932273
C12-e003Coalescence-mGAM-p3,0.0006801201594916656,0.9983456562530834
C11-e003Coalescence-mGAM-p3,0.00036205988470926795,0.9991888348715577
D5-e004Assembly-mGAM-p3,0.9947315610715309,0.0016843054003312966
A10-e003Coalescence-mBHI-p7,0.018567693145783746,0.9777664239426209
C10-e003Coalescence-mBHI-p7,0.0018065630075980957,0.9981731005988573
B9-e003Coalescence-mBHI-p5,0.010230931703180719,0.978316066021019
F4-e004Assembly-epsilon-p3,0.9205864262990857,0.022894228312916855
B10-e003Coalescence-mBHI-p3,0.008438329451723021,0.9819335605229241
C11-e003Coalescence-mBHI-p5,0.001908079544046668,0.9957850340197011
A2-e003Coalescence-mGAM-p7,0.9987261378539259,0.0004623206089428906
F5-e004Assembly-epsilon-p3,0.8368711519916048,0.1150561386003769
E3-e004Assembly-mGAM-p5,0.004330492707541988,0.9912204498267512
E2-e004Assembly-mGAM-p5,0.021350046978693523,0.006545378305694181
C3-e003GlycerolRevival-mBHI-p2,0.014909949355083352,0.9687622790349262
D10-e003Coalescence-mGAM-p3,0.000626580882531231,0.9985967821748764
B10-e003Coalescence-mGAM-p7,0.005268933854951555,0.9887581754756227
C4-e004Assembly-mBHI-p3,0.933195063750984,0.019764932375940274
A9-e003Coalescence-mBHI-p7,0.007842683505167753,0.9839581358339902
C2-e003Coalescence-Inoculumn-mGAM,0.348,0.628
B3-e003Coalescence-Inoculumn-mGAM,0.001512110970091028,0.9967864939841413
D11-e003Coalescence-mGAM-p7,0.0026391252957017526,0.9941561200446933
D5-e003Coalescence-mGAM-p3,0.0016971371247055961,0.996233951982388
D4-e004Assembly-mGAM-p3,0.643,0.020471143154639628
E4-e004Assembly-mGAM-p5,0.9827565900198169,0.00449800646714135
E5-e004Assembly-mGAM-p3,0.9905319177745378,0.002975400220095333
D2-e003Coalescence-Inoculumn-mBHI,0.583,0.353
B4-e003Coalescence-Inoculumn-mGAM,0.0012541859479774393,0.997314393567655
A10-e003Coalescence-mGAM-p7,1.4846313116736593e-05,0.9999411570702964
B2-e003Assembly-mBHI-p3,0.9706775163683798,0.022063320903316648
F4-e004Assembly-epsilon-p7,0.692,0.012437131178305225
D9-e003Coalescence-mBHI-p5,0.02657471285404776,0.9495143681014412
C4-e003Coalescence-Inoculumn-mGAM,1.9988960468513417e-05,0.9999462347398039
D4-e003Coalescence-mGAM-p3,0.00040096682088376395,0.9991030115658288
B9-e003Coalescence-mBHI-p7,0.01679632438218309,0.9657338008468731
A2-e003Coalescence-mGAM-p5,0.9971060073530087,0.001280751333885844
D11-e003Assembly-mGAM-p5,0.008684815250481263,0.9817280936445508
C3-e003Coalescence-mGAM-p7,0.00038988153864803304,0.9991681472658234
B11-e003GlycerolRevival-mGAM-p2,0.007419664224612935,0.9843206155847732
C5-e004Assembly-mBHI-p7,0.8532692896421636,0.09061661961254355
B3-e003Coalescence-mGAM-p5,0.000993122064498911,0.9978799929935678
D9-e003Coalescence-mBHI-p7,0.03361716745765116,0.9390449260970918
G5-e004Assembly-epsilon-p5,0.9343370400185516,0.03173779513338248
B10-e003Assembly-mGAM-p3,0.037802210017045756,0.9593727945489857
C5-e003Coalescence-mBHI-p7,0.0036205570640344743,0.9919639839844271
D12-e003Coalescence-mBHI-p3,0.16820039581628474,0.793265563834629
E2-e004Assembly-mGAM-p3,0.2645728375060568,0.204605983101288
D4-e004Assembly-mGAM-p7,0.9944211826959777,0.0014476819067773142
C11-e003Coalescence-mGAM-p7,0.00047336975230724234,0.9988809541978606
C11-e003Assembly-mGAM-p3,0.00528010445450734,0.9885395035416372
D10-e003Coalescence-mBHI-p7,0.004236626050295959,0.9906976780894383
C9-e003Coalescence-mBHI-p7,0.06353762592860651,0.9057996469586183
