,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.15895611315636504,0.44677538461538463
C9-e003Coalescence-mGAM-p3,0.8584686107343538,0.09323192307692309
D2-e004Assembly-mGAM-p7,0.15854766518116645,0.1397080769230769
B5-e004Assembly-mBHI-p3,0.06287541174191048,0.05603076923076923
C11-e003Coalescence-mBHI-p3,0.2019068978880062,0.5819732692307692
D11-e003Coalescence-mBHI-p5,0.0023410191823290062,0.9884103846153846
C9-e003Coalescence-mGAM-p7,0.7599531098624298,0.1649701923076923
C8-e003Coalescence-mGAM-p7,0.2682455919395466,0.5446469230769231
D10-e003Coalescence-mBHI-p3,0.16516392172059674,0.6959300961538462
B2-e003Coalescence-mBHI-p3,0.8644255958147644,0.01665557692307692
A8-e003Coalescence-mBHI-p3,0.17445843828715366,0.15543326923076925
A4-e003Coalescence-mBHI-p7,0.22165181166440612,0.44124009615384613
B9-e003Coalescence-mGAM-p5,0.979325324549506,0.010682019230769236
A4-e003Coalescence-mBHI-inoculumn-redo,0.2193766711877543,0.34602278846153844
B3-e003Coalescence-mBHI-p3,0.9899952528579732,0.002715384615384615
D4-e003Coalescence-mBHI-p5,0.03352906413485759,0.3042656730769231
B5-e004Assembly-mBHI-p7,0.17426060840922303,0.15817663461538461
D4-e003Coalescence-mBHI-p3,0.03948508041077311,0.39022557692307697
C4-e003GlycerolRevival-mBHI-p2,0.24376680875799264,0.48650105769230767
G5-e004Assembly-epsilon-p3,0.16900968804495253,0.15504682692307692
C5-e004Assembly-mBHI-p3,0.11197946134470063,0.09242375
D10-e003Assembly-mGAM-p5,0.26083472195310986,0.5270872115384616
B2-e003Assembly-mBHI-p5,0.07357527610928115,0.060524519230769236
B2-e003Coalescence-mBHI-p5,0.5633664018601047,0.0008604807692307692
B8-e003Assembly-mGAM-p5,0.12617874442937416,0.11149605769230769
F4-e004Assembly-epsilon-p5,0.12834072854098041,0.12106451923076922
C4-e003Coalescence-mGAM-p7,0.2676734160046503,0.544059326923077
B12-e003Coalescence-mBHI-p3,0.21058777368726989,0.14096201923076923
e004-inoculumn-fecal-AK,0.16156636310792483,0.1430096153846154
C8-e003Assembly-mGAM-p3,0.11254601821352452,0.09474374999999999
C3-e003Coalescence-mGAM-p3,0.6068746366983143,0.28419548076923073
B4-e003Assembly-mBHI-p5,0.2040302267002519,0.4128485576923077
D4-e004Assembly-mGAM-p5,0.1813509978686301,0.15900615384615385
D3-e003Coalescence-Inoculumn-mBHI,0.22362846347607054,0.75248125
C8-e003Assembly-mGAM-p5,0.09960860298391783,0.09529836538461539
C3-e003Coalescence-mBHI-p7,0.9646425111412517,0.021141923076923076
D11-e003Coalescence-mGAM-p5,0.0017898663049796548,0.9923637499999999
A11-e003Coalescence-mGAM-p7,0.014912807595427244,0.9137615384615384
B8-e003Coalescence-mBHI-p5,0.9738145708196086,0.0051902884615384615
B10-e003Assembly-mGAM-p5,0.25307295097849253,0.5176785576923076
C2-e003Coalescence-mGAM-p7,0.2677495640379772,0.5436717307692307
D3-e003Coalescence-mBHI-p5,0.24485322611896915,0.24395865384615387
