,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,8919,19932
C9-e003Coalescence-mGAM-p3,11804,26697
D2-e004Assembly-mGAM-p7,11190,25910
B5-e004Assembly-mBHI-p3,4214,10391
C11-e003Coalescence-mBHI-p3,11112,24974
D11-e003Coalescence-mBHI-p5,11752,26542
C9-e003Coalescence-mGAM-p7,11806,26696
C8-e003Coalescence-mGAM-p7,11795,26671
D10-e003Coalescence-mBHI-p3,11654,26334
B2-e003Coalescence-mBHI-p3,11191,25198
A8-e003Coalescence-mBHI-p3,11485,26474
A4-e003Coalescence-mBHI-p7,9829,22465
B9-e003Coalescence-mGAM-p5,11806,26697
A4-e003Coalescence-mBHI-inoculumn-redo,11797,26685
B3-e003Coalescence-mBHI-p3,11776,26580
D4-e003Coalescence-mBHI-p5,5039,10807
B5-e004Assembly-mBHI-p7,11270,26023
D4-e003Coalescence-mBHI-p3,6232,13587
C4-e003GlycerolRevival-mBHI-p2,10802,24048
G5-e004Assembly-epsilon-p3,10901,25337
C5-e004Assembly-mBHI-p3,6834,16656
D10-e003Assembly-mGAM-p5,11529,25871
B2-e003Assembly-mBHI-p5,4656,11714
B2-e003Coalescence-mBHI-p5,6730,14796
B8-e003Assembly-mGAM-p5,7950,19741
F4-e004Assembly-epsilon-p5,9306,21940
C4-e003Coalescence-mGAM-p7,11790,26648
B12-e003Coalescence-mBHI-p3,5788,11798
e004-inoculumn-fecal-AK,11427,26361
C8-e003Assembly-mGAM-p3,6831,16744
C3-e003Coalescence-mGAM-p3,11805,26695
B4-e003Assembly-mBHI-p5,9092,20289
D4-e004Assembly-mGAM-p5,11542,26425
D3-e003Coalescence-Inoculumn-mBHI,11782,26616
C8-e003Assembly-mGAM-p5,6680,16259
C3-e003Coalescence-mBHI-p7,11751,26510
D11-e003Coalescence-mGAM-p5,11773,26594
A11-e003Coalescence-mGAM-p7,11544,26114
B8-e003Coalescence-mBHI-p5,11680,26304
B10-e003Assembly-mGAM-p5,11242,25353
C2-e003Coalescence-mGAM-p7,11779,26638
D3-e003Coalescence-mBHI-p5,7500,15516
B11-e003Coalescence-mGAM-p3,11806,26697
C4-e003Coalescence-mBHI-inoculumn-redo,10653,24033
B5-e003Assembly-mBHI-p5,8467,18623
D2-e003Coalescence-mBHI-p5,10916,24727
D8-e003Assembly-mGAM-p5,7923,19108
D5-e003Coalescence-mGAM-p5,11725,26524
B5-e003Coalescence-mBHI-p5,8279,17921
D5-e003Coalescence-mBHI-p7,10861,24130
C9-e003Coalescence-mBHI-p5,11336,25258
A5-e003Coalescence-mGAM-p3,11703,26416
A2-e003Coalescence-Inoculumn-mGAM,11806,26697
E5-e004Assembly-mGAM-p5,11573,26508
D8-e003Coalescence-mGAM-p5,11770,26598
A12-e003Coalescence-mGAM-p3,11644,26257
C2-e003Coalescence-mBHI-p3,6551,14413
C4-e004Assembly-mBHI-p5,7271,17282
D9-e003Coalescence-mGAM-p7,11799,26662
