,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
D5-e003Coalescence-mBHI-p7,9140,18840
C9-e003Coalescence-mBHI-p5,9516,19743
A5-e003Coalescence-mGAM-p3,9819,20521
A2-e003Coalescence-Inoculumn-mGAM,9728,20681
E5-e004Assembly-mGAM-p5,9699,20598
D8-e003Coalescence-mGAM-p5,9861,20645
A12-e003Coalescence-mGAM-p3,9773,20424
C2-e003Coalescence-mBHI-p3,5949,12147
C4-e004Assembly-mBHI-p5,6099,13486
D9-e003Coalescence-mGAM-p7,9883,20674
D4-e003Coalescence-mBHI-p7,9148,18757
D8-e003Assembly-mGAM-p3,3723,8351
E4-e004Assembly-mGAM-p7,9594,20490
E3-e004Assembly-mGAM-p3,9495,20068
D2-e004Assembly-mGAM-p3,9147,19780
B10-e003Coalescence-mGAM-p3,9889,20708
A9-e003Coalescence-mGAM-p7,9772,20491
D5-e004Assembly-mGAM-p5,6307,13956
B5-e003Coalescence-Inoculumn-mGAM,9888,20708
D10-e003Coalescence-mBHI-p5,9599,19868
D5-e003Coalescence-mBHI-p3,9571,19953
D9-e003Coalescence-mGAM-p5,9888,20697
C9-e003Coalescence-mBHI-p3,9840,20580
D10-e003Coalescence-mGAM-p5,9890,20711
C8-e003Coalescence-mBHI-p7,7955,16443
B11-e003Assembly-mGAM-p5,9713,20200
B4-e003Coalescence-mGAM-p5,9888,20696
D4-e003Coalescence-mGAM-p5,9889,20710
B5-e003Coalescence-mGAM-p5,9791,20419
BB-Fecal,6708,14331
B5-e003Coalescence-Inoculumn-mBHI,9634,20092
C2-e003Coalescence-mGAM-p3,9682,20163
B5-e003Coalescence-mGAM-p7,9787,20500
D8-e003Coalescence-mBHI-p5,9769,20461
E5-e004Assembly-mGAM-p7,9688,20598
C10-e003Assembly-mGAM-p3,9076,18806
B10-e003Coalescence-mBHI-p5,9255,19260
D5-e003Coalescence-Inoculumn-mGAM,9852,20644
B5-e003Coalescence-mBHI-p3,9016,18751
G4-e004Assembly-epsilon-p5,9305,19936
C4-e003Coalescence-mGAM-p5,9890,20708
C5-e003Coalescence-mGAM-p7,9889,20700
C5-e003Coalescence-mBHI-inoculumn-redo,9888,20686
A2-e003Coalescence-mBHI-p7,3511,7987
A10-e003Coalescence-mBHI-p5,6985,14349
BF-Fecal,3388,6809
A4-e003Coalescence-mGAM-p5,9838,20551
D5-e003Coalescence-mBHI-p5,9890,20708
D3-e003Assembly-mBHI-p3,7187,14540
D4-e003Coalescence-mGAM-p7,9889,20711
E4-e004Assembly-mGAM-p3,9215,19847
A8-e003Coalescence-mBHI-p7,9647,20597
e003-inoculumn-fecal-AC,3741,7560
E3-e004Assembly-mGAM-p7,9482,20038
B9-e003GlycerolRevival-mGAM-p2,9869,20620
C4-e003Coalescence-mGAM-p3,9890,20708
B2-e003Coalescence-Inoculumn-mGAM,9890,20704
D5-e003Coalescence-mGAM-p7,8088,16577
C5-e003Coalescence-mBHI-p5,9714,20239
C5-e003Coalescence-mGAM-p3,9890,20710
A3-e003Coalescence-mBHI-inoculumn-redo,4307,9938
D9-e003Assembly-mGAM-p5,9812,20488
B12-e003Coalescence-mGAM-p3,9837,20578
A11-e003Coalescence-mBHI-p7,8898,18558
A3-e003Coalescence-Inoculumn-mGAM,9881,20692
D10-e003Assembly-mGAM-p3,9724,20339
C3-e003Coalescence-mGAM-p5,9890,20710
B4-e004Assembly-mBHI-p5,3345,7785
C10-e003GlycerolRevival-mGAM-p2,9889,20710
D3-e003Assembly-mBHI-p5,9797,20448
A10-e003Coalescence-mGAM-p3,9890,20711
A9-e003Coalescence-mBHI-p3,9884,20688
A2-e003Coalescence-Inoculumn-mBHI,9890,20711
D3-e003Coalescence-mBHI-p7,9827,20558
C3-e003Coalescence-mBHI-p5,9774,20387
D11-e003Assembly-mGAM-p3,9410,19523
D2-e003Assembly-mBHI-p3,9161,19852
B3-e003Assembly-mBHI-p5,3673,7201
A9-e003Coalescence-mBHI-p5,8415,17258
D5-e003Coalescence-Inoculumn-mBHI,9857,20615
B2-e003Coalescence-mGAM-p3,9603,20018
C11-e003Coalescence-mGAM-p5,9890,20709
G4-e004Assembly-epsilon-p3,9355,19889
B3-e003Coalescence-Inoculumn-mBHI,8165,16763
A8-e003Coalescence-mBHI-p5,9104,19621
D5-e004Assembly-mGAM-p7,9601,20534
C2-e003Assembly-mBHI-p5,3222,7560
D5-e003Assembly-mBHI-p5,6388,13147
A5-e003Coalescence-mBHI-p7,9646,20050
BG-Fecal,8504,18114
D2-e003Coalescence-mGAM-p5,9876,20660
B9-e003Assembly-mGAM-p5,9824,20567
D3-e003Coalescence-mGAM-p3,9873,20653
D9-e003Coalescence-mGAM-p3,9876,20669
E2-e004Assembly-mGAM-p7,9560,20492
D3-e003Coalescence-mGAM-p5,9885,20705
C10-e003Coalescence-mGAM-p3,9886,20698
A5-e003Coalescence-mBHI-inoculumn-redo,9718,20478
B11-e003Assembly-mGAM-p3,9793,20447
D2-e003Assembly-mBHI-p5,5016,11805
B9-e003Coalescence-mGAM-p7,9866,20659
B11-e003Coalescence-mGAM-p7,9810,20547
C3-e003Coalescence-Inoculumn-mGAM,9889,20710
B5-e003Coalescence-mBHI-p7,9255,19258
A3-e003Coalescence-mGAM-p7,9884,20688
D4-e003Coalescence-Inoculumn-mBHI,9889,20704
D10-e003Coalescence-mGAM-p7,9890,20711
C12-e003Coalescence-mGAM-p3,9887,20699
C11-e003Coalescence-mGAM-p3,9890,20711
D5-e004Assembly-mGAM-p3,9690,20586
A10-e003Coalescence-mBHI-p7,8445,17177
C10-e003Coalescence-mBHI-p7,9647,20196
B9-e003Coalescence-mBHI-p5,9815,20421
F4-e004Assembly-epsilon-p3,8743,18800
B10-e003Coalescence-mBHI-p3,9823,20521
C11-e003Coalescence-mBHI-p5,9888,20702
A2-e003Coalescence-mGAM-p7,9597,20497
F5-e004Assembly-epsilon-p3,4640,10327
E3-e004Assembly-mGAM-p5,9512,20111
E2-e004Assembly-mGAM-p5,9553,20469
C3-e003GlycerolRevival-mBHI-p2,9678,20174
D10-e003Coalescence-mGAM-p3,9889,20711
B10-e003Coalescence-mGAM-p7,9836,20586
C4-e004Assembly-mBHI-p3,9144,19686
A9-e003Coalescence-mBHI-p7,9864,20638
C2-e003Coalescence-Inoculumn-mGAM,9885,20709
B3-e003Coalescence-Inoculumn-mGAM,9883,20696
D11-e003Coalescence-mGAM-p7,9865,20632
D5-e003Coalescence-mGAM-p3,9883,20684
D4-e004Assembly-mGAM-p3,9165,19769
E4-e004Assembly-mGAM-p5,9634,20497
E5-e004Assembly-mGAM-p3,9623,20560
D2-e003Coalescence-Inoculumn-mBHI,9220,19538
B4-e003Coalescence-Inoculumn-mGAM,9890,20711
A10-e003Coalescence-mGAM-p7,9890,20708
B2-e003Assembly-mBHI-p3,7600,16998
F4-e004Assembly-epsilon-p7,9456,20173
D9-e003Coalescence-mBHI-p5,9073,18588
C4-e003Coalescence-Inoculumn-mGAM,9887,20704
D4-e003Coalescence-mGAM-p3,9890,20710
B9-e003Coalescence-mBHI-p7,9553,19849
A2-e003Coalescence-mGAM-p5,9409,20294
D11-e003Assembly-mGAM-p5,9685,20193
C3-e003Coalescence-mGAM-p7,9890,20711
B11-e003GlycerolRevival-mGAM-p2,9728,20330
C5-e004Assembly-mBHI-p7,5351,12302
B3-e003Coalescence-mGAM-p5,9887,20702
D9-e003Coalescence-mBHI-p7,8689,17729
G5-e004Assembly-epsilon-p5,7999,17485
B10-e003Assembly-mGAM-p3,7314,14970
C5-e003Coalescence-mBHI-p7,9869,20667
D12-e003Coalescence-mBHI-p3,3994,7913
E2-e004Assembly-mGAM-p3,3144,7029
D4-e004Assembly-mGAM-p7,9635,20520
C11-e003Coalescence-mGAM-p7,9890,20711
C11-e003Assembly-mGAM-p3,9774,20384
D10-e003Coalescence-mBHI-p7,9848,20627
C9-e003Coalescence-mBHI-p7,6973,14272
A2-e003Coalescence-mBHI-p3,4354,10159
B8-e003Coalescence-mGAM-p5,9876,20669
C11-e003Assembly-mGAM-p5,9858,20610
B10-e003GlycerolRevival-mGAM-p2,9776,20445
B3-e003Coalescence-mBHI-p5,9370,19479
C2-e003Coalescence-mBHI-inoculumn-redo,9857,20683
A8-e003Coalescence-mGAM-p7,9658,20606
C11-e003GlycerolRevival-mGAM-p2,9856,20603
B2-e003Coalescence-Inoculumn-mBHI,9168,19612
A11-e003Coalescence-mBHI-p5,9552,19912
C10-e003Coalescence-mGAM-p5,9890,20710
C9-e003Assembly-mGAM-p5,9656,20093
A5-e003Coalescence-Inoculumn-mGAM,9888,20708
A3-e003Coalescence-mBHI-p3,8033,16900
AG-Fecal,9590,20507
D4-e003Coalescence-Inoculumn-mGAM,9728,20319
A2-e003Coalescence-mBHI-p5,8493,18393
B5-e004Assembly-mBHI-p5,4151,9040
C10-e003Coalescence-mBHI-p5,9730,20262
B9-e003Coalescence-mBHI-p3,9525,19823
C3-e003Coalescence-mBHI-inoculumn-redo,9869,20665
B5-e003Coalescence-mGAM-p3,9847,20565
BK-Fecal,8418,17272
C3-e003Assembly-mBHI-p5,9720,20233
C4-e004Assembly-mBHI-p7,6804,15043
C9-e003GlycerolRevival-mGAM-p2,9880,20670
C9-e003Coalescence-mGAM-p5,9889,20708
A2-e003Coalescence-mBHI-inoculumn-redo,9703,20651
C2-e003Coalescence-mGAM-p5,9887,20687
B8-e003GlycerolRevival-mGAM-p2,9407,20317
C8-e003Coalescence-mBHI-p5,9863,20570
B8-e003Coalescence-mGAM-p7,9880,20679
B4-e003Coalescence-Inoculumn-mBHI,9874,20669
D2-e003Coalescence-Inoculumn-mGAM,9876,20695
B8-e003Coalescence-mBHI-p7,4199,8668
D3-e003Coalescence-Inoculumn-mGAM,9890,20710
B11-e003Coalescence-mBHI-p3,9455,19742
C5-e003Coalescence-Inoculumn-mGAM,9888,20709
C4-e003Coalescence-mBHI-p5,9872,20626
BC-Fecal,4372,8851
e004-inoculumn-fecal-BE,3975,8861
A11-e003Coalescence-mBHI-p3,9881,20696
B4-e004Assembly-mBHI-p7,6949,15539
A4-e003Coalescence-Inoculumn-mGAM,9890,20711
B4-e003Coalescence-mBHI-p3,9742,20316
A5-e003Coalescence-Inoculumn-mBHI,7629,16580
A9-e003Coalescence-mGAM-p5,9885,20684
C10-e003Coalescence-mGAM-p7,9890,20711
A11-e003Coalescence-mGAM-p3,9882,20696
C10-e003Coalescence-mBHI-p3,9698,20215
D2-e003Coalescence-mBHI-p3,9806,20528
C5-e003GlycerolRevival-mBHI-p2,9236,19229
H5-e003Coalescence-mBHI-p5_S40,9817,20475
E2-e003Coalescence-mGAM-p7_S145,9445,20576
G5-e003Coalescence-mBHI-p7_S124,9763,20272
H111-e003Coalescence-mGAM-p7_S188,9860,20605
H4-e003Coalescence-mGAM-p7_S183,9829,20395
F5-e003Coalescence-mGAM-p5_S64,9865,20602
F5-e003Coalescence-mGAM-p7_S160,9869,20633
F8-e003Coalescence-mBHI-p3_S117,9073,18542
H3-e003Coalescence-mBHI-p3_S46,9611,19989
H2-e003Coalescence-mBHI-p7_S133,9338,19239
E5-e003Coalescence-mBHI-p3_S12,8850,18060
F100-e003Coalescence-mGAM-p7_S163,9858,20613
F9-e003Coalescence-mBHI-p5_S18,9652,20085
H3-e003Coalescence-mBHI-p7_S134,8168,16538
E3-e003Coalescence-mGAM-p3_S58,9462,19669
G4-e003Coalescence-mBHI-p5_S27,9860,20553
E8-e003Coalescence-mBHI-p5_S5,9401,20378
G2-e003Coalescence-mBHI-p3_S33,4067,8199
E9-e003Coalescence-mBHI-p5_S6,9483,19571
H111-e003Coalescence-mBHI-p3_S144,9858,20603
G111-e003Coalescence-mGAM-p5_S80,9890,20675
G100-e003Coalescence-mGAM-p3_S179,9871,20595
F111-e003Coalescence-mGAM-p5_S68,9697,20165
G111-e003Coalescence-mBHI-p5_S32,9866,20621
G5-e003Coalescence-mBHI-p3_S36,3684,7056
H2-e003Coalescence-mGAM-p7_S181,9858,20615
H9-e003Coalescence-mGAM-p3_S190,9679,20127
E3-e003Coalescence-mBHI-p3_S10,8264,17382
H2-e003Coalescence-mGAM-p5_S85,6656,13161
G8-e003Coalescence-mGAM-p3_S177,9889,20708
F2-e003Coalescence-mGAM-p7_S157,9825,20469
H3-e003Coalescence-mGAM-p3_S94,9837,20498
H4-e003Coalescence-mGAM-p3_S95,9729,20191
E5-e003Coalescence-mBHI-p7_S100,9052,18795
F3-e003Coalescence-mGAM-p3_S70,9679,20052
E100-e003Coalescence-mBHI-p7_S103,9745,20211
F9-e003Coalescence-mGAM-p5_S66,9862,20599
G111-e003Coalescence-mGAM-p7_S176,8631,17477
H100-e003Coalescence-mGAM-p7_S187,9419,19350
E100-e003Coalescence-mGAM-p3_S155,9890,20709
E3-e003Coalescence-mGAM-p5_S50,9840,20508
F5-e003Coalescence-mGAM-p3_S72,9484,19671
E9-e003Coalescence-mBHI-p7_S102,9529,19817
E5-e003Coalescence-mBHI-p5_S4,9378,19501
F111-e003Coalescence-mGAM-p7_S164,9399,19514
E111-e003Coalescence-mBHI-p5_S8,9596,19973
H100-e003Coalescence-mBHI-p5_S43,9846,20558
F2-e003Coalescence-mGAM-p5_S61,9836,20495
F5-e003Coalescence-mBHI-p5_S16,6147,11955
F8-e003Coalescence-mGAM-p5_S65,9844,20544
H8-e003Coalescence-mBHI-p7_S137,9848,20599
G9-e003Coalescence-mGAM-p5_S78,9860,20586
E2-e003Coalescence-mBHI-p5_S1,6245,14328
E2-e003Coalescence-mBHI-p3_S9,3701,8928
G8-e003Coalescence-mGAM-p5_S77,9889,20698
G3-e003Coalescence-mBHI-p3_S34,9872,20593
G100-e003Coalescence-mBHI-p5_S31,9790,20301
E111-e003Coalescence-mBHI-p3_S108,9497,19737
F8-e003Coalescence-mGAM-p3_S165,4820,8981
G3-e003Coalescence-mBHI-p5_S26,9866,20573
G5-e003Coalescence-mBHI-p5_S28,9784,20334
H111-e003Coalescence-mGAM-p5_S92,9862,20607
G4-e003Coalescence-mBHI-p3_S35,9858,20480
H9-e003Coalescence-mGAM-p5_S90,9825,20485
H2-e003Coalescence-mBHI-p3_S45,9738,20242
E8-e003Coalescence-mBHI-p7_S101,9670,20675
H2-e003Coalescence-mGAM-p3_S93,9822,20482
E4-e003Coalescence-mGAM-p5_S51,9882,20665
G9-e003Coalescence-mGAM-p7_S174,9862,20615
F2-e003Coalescence-mBHI-p3_S21,7436,15587
E8-e003Coalescence-mGAM-p3_S153,9879,20643
G111-e003Coalescence-mGAM-p3_S180,9880,20695
G5-e003Coalescence-mGAM-p3_S84,9886,20686
H8-e003Coalescence-mBHI-p5_S41,9852,20537
E100-e003Coalescence-mBHI-p5_S7,9597,19792
G100-e003Coalescence-mGAM-p7_S175,9881,20656
F9-e003Coalescence-mGAM-p7_S162,9815,20405
F8-e003Coalescence-mGAM-p7_S161,9691,20086
F3-e003Coalescence-mBHI-p3_S22,8309,16996
G3-e003Coalescence-mBHI-p7_S122,9862,20567
G5-e003Coalescence-mGAM-p5_S76,9885,20685
G5-e003Coalescence-mGAM-p7_S172,9881,20650
G4-e003Coalescence-mGAM-p5_S75,9880,20651
G8-e003Coalescence-mBHI-p3_S129,9804,20363
E5-e003Coalescence-mGAM-p3_S60,9688,20223
G2-e003Coalescence-mGAM-p5_S73,9878,20650
E5-e003Coalescence-mGAM-p7_S148,9852,20622
H9-e003Coalescence-mGAM-p7_S186,9804,20448
E100-e003Coalescence-mGAM-p5_S55,9889,20700
E8-e003Coalescence-mGAM-p5_S53,9503,20654
H5-e003Coalescence-mGAM-p3_S96,9812,20445
G4-e003Coalescence-mGAM-p3_S83,9887,20675
F4-e003Coalescence-mBHI-p7_S111,9573,19750
H3-e003Coalescence-mGAM-p7_S182,8817,17955
H5-e003Coalescence-mGAM-p5_S88,9650,20120
F4-e003Coalescence-mGAM-p5_S63,9883,20683
G4-e003Coalescence-mGAM-p7_S171,9882,20692
H8-e003Coalescence-mGAM-p5_S89,9832,20495
F3-e003Coalescence-mBHI-p5_S14,8789,17843
F100-e003Coalescence-mBHI-p7_S115,9408,19352
E3-e003Coalescence-mGAM-p7_S146,9847,20546
F100-e003Coalescence-mGAM-p3_S167,9697,20039
G100-e003Coalescence-mBHI-p3_S131,9411,20614
G4-e003Coalescence-mBHI-p7_S123,9818,20521
E9-e003Coalescence-mGAM-p3_S154,9872,20642
F3-e003Coalescence-mGAM-p5_S62,9854,20586
H4-e003Coalescence-mBHI-p7_S135,8731,17830
E3-e003Coalescence-mBHI-p5_S2,8762,17928
G111-e003Coalescence-mBHI-p7_S128,9686,20046
H3-e003Coalescence-mBHI-p5_S38,8272,16671
G3-e003Coalescence-mGAM-p3_S82,9889,20702
F111-e003Coalescence-mGAM-p3_S168,9701,20191
F3-e003Coalescence-mGAM-p7_S158,9832,20454
F8-e003Coalescence-mBHI-p7_S113,8364,16906
H4-e003Coalescence-mBHI-p3_S47,9525,19695
F100-e003Coalescence-mGAM-p5_S67,9677,20125
G8-e003Coalescence-mBHI-p7_S125,8686,17557
F4-e003Coalescence-mBHI-p5_S15,9620,19954
H111-e003Coalescence-mBHI-p5_S44,9835,20497
E111-e003Coalescence-mBHI-p7_S104,9865,20628
E2-e003Coalescence-mGAM-p3_S57,9386,20563
F2-e003Coalescence-mBHI-p5_S13,9705,20224
F4-e003Coalescence-mBHI-p3_S23,9143,18805
F2-e003Coalescence-mGAM-p3_S69,9758,20280
E9-e003Coalescence-mGAM-p5_S54,9797,20369
G3-e003Coalescence-mGAM-p5_S74,9889,20702
E111-e003Coalescence-mGAM-p5_S56,9831,20548
G100-e003Coalescence-mGAM-p5_S79,9890,20692
H100-e003Coalescence-mGAM-p5_S91,7532,15100
G9-e003Coalescence-mBHI-p3_S130,8370,17191
E4-e003Coalescence-mGAM-p7_S147,9889,20706
E4-e003Coalescence-mGAM-p3_S59,9764,20302
H4-e003Coalescence-mBHI-p5_S39,8661,17606
F4-e003Coalescence-mGAM-p3_S71,9890,20709
H100-e003Coalescence-mBHI-p7_S139,9886,20653
G8-e003Coalescence-mBHI-p5_S29,9676,20044
G8-e003Coalescence-mGAM-p7_S173,9890,20709
E4-e003Coalescence-mBHI-p3_S11,2751,5590
E2-e003Coalescence-mGAM-p5_S49,9499,20669
H9-e003Coalescence-mBHI-p5_S42,9483,19635
H111-e003Coalescence-mGAM-p3_S192,9860,20603
F5-e003Coalescence-mBHI-p3_S24,9290,19139
E8-e003Coalescence-mBHI-p3_S105,9239,20388
E8-e003Coalescence-mGAM-p7_S149,9530,20674
E9-e003Coalescence-mGAM-p7_S150,3065,5971
H5-e003Coalescence-mBHI-p7_S136,7037,14575
G9-e003Coalescence-mBHI-p5_S30,8737,17967
F111-e003Coalescence-mBHI-p7_S116,8275,16707
F5-e003Coalescence-mBHI-p7_S112,9033,18352
F4-e003Coalescence-mGAM-p7_S159,9888,20699
F111-e003Coalescence-mBHI-p3_S120,6509,12967
H3-e003Coalescence-mGAM-p5_S86,9829,20546
E4-e003Coalescence-mBHI-p7_S99,2563,6751
H4-e003Coalescence-mGAM-p5_S87,9663,19969
E100-e003Coalescence-mGAM-p7_S151,9879,20666
G9-e003Coalescence-mGAM-p3_S178,9886,20664
H9-e003Coalescence-mBHI-p7_S138,4602,8946
H8-e003Coalescence-mGAM-p7_S185,9875,20670
G2-e003Coalescence-mGAM-p3_S81,9821,20472
F111-e003Coalescence-mBHI-p5_S20,3686,7106
F8-e003Coalescence-mBHI-p5_S17,9434,19330
G100-e003Coalescence-mBHI-p7_S127,9767,20297
E5-e003Coalescence-mGAM-p5_S52,9818,20429
