,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,5808,6002
C9-e003Coalescence-mGAM-p3,7684,8511
D2-e004Assembly-mGAM-p7,7357,8106
B5-e004Assembly-mBHI-p3,2857,3227
C11-e003Coalescence-mBHI-p3,7270,7916
D11-e003Coalescence-mBHI-p5,7644,8464
C9-e003Coalescence-mGAM-p7,7684,8511
C8-e003Coalescence-mGAM-p7,7680,8492
D10-e003Coalescence-mBHI-p3,7609,8390
B2-e003Coalescence-mBHI-p3,7267,8201
A8-e003Coalescence-mBHI-p3,7414,8091
A4-e003Coalescence-mBHI-p7,6698,7054
B9-e003Coalescence-mGAM-p5,7672,8502
A4-e003Coalescence-mBHI-inoculumn-redo,7652,8442
B3-e003Coalescence-mBHI-p3,7610,8465
D4-e003Coalescence-mBHI-p5,3142,3021
B5-e004Assembly-mBHI-p7,7300,7996
D4-e003Coalescence-mBHI-p3,3986,4020
C4-e003GlycerolRevival-mBHI-p2,7018,7598
G5-e004Assembly-epsilon-p3,7132,7767
C5-e004Assembly-mBHI-p3,4737,5084
D10-e003Assembly-mGAM-p5,7510,8224
B2-e003Assembly-mBHI-p5,3291,3465
B2-e003Coalescence-mBHI-p5,4306,5048
B8-e003Assembly-mGAM-p5,5465,6045
F4-e004Assembly-epsilon-p5,6257,6888
C4-e003Coalescence-mGAM-p7,7678,8495
B12-e003Coalescence-mBHI-p3,3004,3805
e004-inoculumn-fecal-AK,7479,8244
C8-e003Assembly-mGAM-p3,4788,5128
C3-e003Coalescence-mGAM-p3,7684,8511
B4-e003Assembly-mBHI-p5,5928,6500
D4-e004Assembly-mGAM-p5,7427,8239
D3-e003Coalescence-Inoculumn-mBHI,7661,8494
C8-e003Assembly-mGAM-p5,4537,4985
C3-e003Coalescence-mBHI-p7,7612,8461
D11-e003Coalescence-mGAM-p5,7658,8482
A11-e003Coalescence-mGAM-p7,7557,8327
B8-e003Coalescence-mBHI-p5,7545,8419
B10-e003Assembly-mGAM-p5,7342,8091
C2-e003Coalescence-mGAM-p7,7678,8484
D3-e003Coalescence-mBHI-p5,4063,4992
B11-e003Coalescence-mGAM-p3,7677,8507
C4-e003Coalescence-mBHI-inoculumn-redo,7684,8511
B5-e003Assembly-mBHI-p5,5527,6200
D2-e003Coalescence-mBHI-p5,7161,7920
D8-e003Assembly-mGAM-p5,5315,5772
D5-e003Coalescence-mGAM-p5,7644,8470
B5-e003Coalescence-mBHI-p5,4780,5647
D5-e003Coalescence-mBHI-p7,6821,7628
C9-e003Coalescence-mBHI-p5,7254,8139
A5-e003Coalescence-mGAM-p3,7617,8458
