,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.06647330339321356,0.586281383817895
C9-e003Coalescence-mGAM-p3,0.1586153526280772,0.686634212305612
D2-e004Assembly-mGAM-p7,0.39226829673985364,0.13758293892269552
B5-e004Assembly-mBHI-p3,0.24276447105788423,0.03954323491848847
C11-e003Coalescence-mBHI-p3,0.09235587159015303,0.749301066786868
D11-e003Coalescence-mBHI-p5,0.0011072022621423819,0.9937349936143038
C9-e003Coalescence-mGAM-p7,0.15241957751164337,0.6973218390804597
C8-e003Coalescence-mGAM-p7,0.12430314371257484,0.7575254300954097
D10-e003Coalescence-mBHI-p3,0.0762569860279441,0.8321155810983398
B2-e003Coalescence-mBHI-p3,0.2253524617431803,0.5772701149425288
A8-e003Coalescence-mBHI-p3,0.9728691783100465,0.0003428367515588611
A4-e003Coalescence-mBHI-p7,0.12582559880239522,0.6030716324844114
B9-e003Coalescence-mGAM-p5,0.16516051230871592,0.6770937194801292
A4-e003Coalescence-mBHI-inoculumn-redo,0.5712010146373918,0.35372560288483207
B3-e003Coalescence-mBHI-p3,0.16406994344644046,0.6744441439411013
D4-e003Coalescence-mBHI-p5,0.015106204258150365,0.3582286079182631
B5-e004Assembly-mBHI-p7,0.6591197604790419,0.10620268950492075
D4-e003Coalescence-mBHI-p3,0.018536510312707914,0.4586289534971077
C4-e003GlycerolRevival-mBHI-p2,0.1117020126413839,0.6787893095935693
G5-e004Assembly-epsilon-p3,0.6354349634065203,0.102865487191045
C5-e004Assembly-mBHI-p3,0.3981204258150366,0.0644751333483585
D10-e003Assembly-mGAM-p5,0.11962865934797072,0.7318222522725565
B2-e003Assembly-mBHI-p5,0.4005426646706587,0.00017876192622642929
B2-e003Coalescence-mBHI-p5,0.0969469394544245,0.370251671549846
B8-e003Assembly-mGAM-p5,0.6763100465735196,0.0004389978213507626
F4-e004Assembly-epsilon-p5,0.4004493512974052,0.09366294793779582
C4-e003Coalescence-mGAM-p7,0.12419985029940118,0.7566366538952746
B12-e003Coalescence-mBHI-p3,0.0354601630073187,0.3697136578769439
e004-inoculumn-fecal-AK,0.4005102295409182,0.14102148598903164
C8-e003Assembly-mGAM-p3,0.5840471556886228,0.00028581624220569456
C3-e003Coalescence-mGAM-p3,0.14215810046573518,0.7197514086094209
B4-e003Assembly-mBHI-p5,0.09303351630073187,0.5744568402073472
D4-e004Assembly-mGAM-p5,0.5259578343313375,0.14250585981519043
D3-e003Coalescence-Inoculumn-mBHI,0.03810686959414504,0.9184326121253099
C8-e003Assembly-mGAM-p5,0.5604624085163007,0.00037754488768687545
C3-e003Coalescence-mBHI-p7,0.1618534597471723,0.6774051536323342
D11-e003Coalescence-mGAM-p5,0.0007574850299401196,0.9974888813763053
A11-e003Coalescence-mGAM-p7,0.06440660345974718,0.9048825783186838
B8-e003Coalescence-mBHI-p5,0.1668087159015303,0.663461610697919
B10-e003Assembly-mGAM-p5,0.11650415834996673,0.7193723236421005
C2-e003Coalescence-mGAM-p7,0.1238015635395875,0.7567165877845391
D3-e003Coalescence-mBHI-p5,0.04235678642714571,0.49998835549545484
B11-e003Coalescence-mGAM-p3,0.15607468396540256,0.6932068589888064
C4-e003Coalescence-mBHI-inoculumn-redo,0.11132892548236858,0.678220945083014
B5-e003Assembly-mBHI-p5,0.00039038589487691284,0.6944093982420554
D2-e003Coalescence-mBHI-p5,0.0008418995342648038,0.9255953722485163
D8-e003Assembly-mGAM-p5,0.6759325515635396,0.0004943655623168807
D5-e003Coalescence-mGAM-p5,0.0006678310046573519,0.9941893546690708
B5-e003Coalescence-mBHI-p5,0.029949517631403865,0.6047512207948313
D5-e003Coalescence-mBHI-p7,0.04516159347970725,0.8147536248215761
C9-e003Coalescence-mBHI-p5,0.15515810046573517,0.6360406055142364
A5-e003Coalescence-mGAM-p3,0.001328426480372588,0.9903600781308692
A2-e003Coalescence-Inoculumn-mGAM,0.9836972721224218,0.0005167154984599204
E5-e004Assembly-mGAM-p5,0.6813650199600798,0.10796067162497182
D8-e003Coalescence-mGAM-p5,0.022082584830339317,0.9738646232439335
A12-e003Coalescence-mGAM-p3,0.05096057884231537,0.9265984524077832
C2-e003Coalescence-mBHI-p3,0.07018188622754491,0.39351776726016074
C4-e004Assembly-mBHI-p5,0.322106121091151,0.08913060626549468
D9-e003Coalescence-mGAM-p7,0.16330098137059215,0.6752802944932763
D4-e003Coalescence-mBHI-p7,0.0316518629407851,0.8289163098189467
D8-e003Assembly-mGAM-p3,0.3667307884231537,0.00024637517842386
E4-e004Assembly-mGAM-p7,0.5225801729873587,0.14230715197956575
E3-e004Assembly-mGAM-p3,0.2003112109115103,0.5730997671099092
D2-e004Assembly-mGAM-p3,0.37905355954757153,0.13456806400721208
B10-e003Coalescence-mGAM-p3,0.156124750499002,0.6929512433325822
A9-e003Coalescence-mGAM-p7,0.1630258649367931,0.6704665690030802
D5-e004Assembly-mGAM-p5,0.4234863606121091,0.06999507925775675
B5-e003Coalescence-Inoculumn-mGAM,0.11899800399201596,0.7599630756517166
D10-e003Coalescence-mBHI-p5,0.040122504990019965,0.8712665089024115
D5-e003Coalescence-mBHI-p3,0.057872837658017304,0.8393799113515137
D9-e003Coalescence-mGAM-p5,0.14361651696606786,0.7146689955675756
C9-e003Coalescence-mBHI-p3,0.16192315369261476,0.6715978889640146
D10-e003Coalescence-mGAM-p5,0.12098128742514969,0.7631787243633085
C8-e003Coalescence-mBHI-p7,0.09865244510978045,0.5903041845090526
B11-e003Assembly-mGAM-p5,0.0003568695941450433,0.9734507550146495
