,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B5-e003Coalescence-Inoculumn-mGAM,11419,11570
D10-e003Coalescence-mBHI-p5,10962,10980
D5-e003Coalescence-mBHI-p3,10857,11119
D9-e003Coalescence-mGAM-p5,11413,11570
C9-e003Coalescence-mBHI-p3,11347,11514
D10-e003Coalescence-mGAM-p5,11422,11543
C8-e003Coalescence-mBHI-p7,9238,9059
B11-e003Assembly-mGAM-p5,11185,11309
B4-e003Coalescence-mGAM-p5,11417,11556
D4-e003Coalescence-mGAM-p5,11416,11565
B5-e003Coalescence-mGAM-p5,11217,11389
BB-Fecal,7839,7857
B5-e003Coalescence-Inoculumn-mBHI,10946,11120
C2-e003Coalescence-mGAM-p3,10972,10963
B5-e003Coalescence-mGAM-p7,11266,11413
D8-e003Coalescence-mBHI-p5,11281,11420
E5-e004Assembly-mGAM-p7,11068,11074
C10-e003Assembly-mGAM-p3,10432,10299
B10-e003Coalescence-mBHI-p5,10449,10759
D5-e003Coalescence-Inoculumn-mGAM,11389,11514
B5-e003Coalescence-mBHI-p3,9958,10241
G4-e004Assembly-epsilon-p5,10789,10844
C4-e003Coalescence-mGAM-p5,11421,11526
C5-e003Coalescence-mGAM-p7,11414,11550
C5-e003Coalescence-mBHI-inoculumn-redo,11400,11535
A2-e003Coalescence-mBHI-p7,4336,4129
A10-e003Coalescence-mBHI-p5,8179,7745
BF-Fecal,3786,3872
A4-e003Coalescence-mGAM-p5,11294,11473
D5-e003Coalescence-mBHI-p5,11418,11532
D3-e003Assembly-mBHI-p3,7567,8199
D4-e003Coalescence-mGAM-p7,11419,11566
E4-e004Assembly-mGAM-p3,10706,10884
A8-e003Coalescence-mBHI-p7,11079,11051
e003-inoculumn-fecal-AC,3634,4062
E3-e004Assembly-mGAM-p7,10913,11158
B9-e003GlycerolRevival-mGAM-p2,11373,11541
C4-e003Coalescence-mGAM-p3,11415,11535
B2-e003Coalescence-Inoculumn-mGAM,11418,11571
D5-e003Coalescence-mGAM-p7,9170,9282
C5-e003Coalescence-mBHI-p5,11164,11223
C5-e003Coalescence-mGAM-p3,11421,11555
A3-e003Coalescence-mBHI-inoculumn-redo,5117,5892
D9-e003Assembly-mGAM-p5,11259,11462
B12-e003Coalescence-mGAM-p3,11320,11504
A11-e003Coalescence-mBHI-p7,10318,10443
A3-e003Coalescence-Inoculumn-mGAM,11400,11558
D10-e003Assembly-mGAM-p3,11218,11228
C3-e003Coalescence-mGAM-p5,11423,11568
B4-e004Assembly-mBHI-p5,4114,4442
C10-e003GlycerolRevival-mGAM-p2,11418,11534
D3-e003Assembly-mBHI-p5,11225,11453
A10-e003Coalescence-mGAM-p3,11421,11537
A9-e003Coalescence-mBHI-p3,11404,11563
A2-e003Coalescence-Inoculumn-mBHI,11109,11089
D3-e003Coalescence-mBHI-p7,11307,11449
C3-e003Coalescence-mBHI-p5,11225,11377
D11-e003Assembly-mGAM-p3,10777,10883
D2-e003Assembly-mBHI-p3,10681,10587
B3-e003Assembly-mBHI-p5,3684,4075
A9-e003Coalescence-mBHI-p5,9181,9729
D5-e003Coalescence-Inoculumn-mBHI,11365,11505
B2-e003Coalescence-mGAM-p3,10944,11255
C11-e003Coalescence-mGAM-p5,11420,11539
G4-e004Assembly-epsilon-p3,10778,10864
B3-e003Coalescence-Inoculumn-mBHI,9053,9565
A8-e003Coalescence-mBHI-p5,10543,10505
D5-e004Assembly-mGAM-p7,11016,11007
C2-e003Assembly-mBHI-p5,3920,3925
D5-e003Assembly-mBHI-p5,7101,7308
A5-e003Coalescence-mBHI-p7,11104,11183
BG-Fecal,9934,9979
D2-e003Coalescence-mGAM-p5,11402,11530
B9-e003Assembly-mGAM-p5,11334,11509
D3-e003Coalescence-mGAM-p3,11395,11522
D9-e003Coalescence-mGAM-p3,11397,11562
E2-e004Assembly-mGAM-p7,11140,11238
D3-e003Coalescence-mGAM-p5,11418,11555
C10-e003Coalescence-mGAM-p3,11412,11481
A5-e003Coalescence-mBHI-inoculumn-redo,11219,11328
B11-e003Assembly-mGAM-p3,11289,11391
D2-e003Assembly-mBHI-p5,6060,6165
B9-e003Coalescence-mGAM-p7,11387,11555
B11-e003Coalescence-mGAM-p7,11273,11481
C3-e003Coalescence-Inoculumn-mGAM,11424,11572
B5-e003Coalescence-mBHI-p7,10353,10572
A3-e003Coalescence-mGAM-p7,11413,11570
D4-e003Coalescence-Inoculumn-mBHI,11419,11559
D10-e003Coalescence-mGAM-p7,11422,11539
C12-e003Coalescence-mGAM-p3,11409,11490
C11-e003Coalescence-mGAM-p3,11420,11541
D5-e004Assembly-mGAM-p3,11061,11073
A10-e003Coalescence-mBHI-p7,9673,9410
C10-e003Coalescence-mBHI-p7,11125,11154
B9-e003Coalescence-mBHI-p5,11247,11461
F4-e004Assembly-epsilon-p3,10209,10188
B10-e003Coalescence-mBHI-p3,11293,11474
C11-e003Coalescence-mBHI-p5,11419,11550
A2-e003Coalescence-mGAM-p7,11027,10998
F5-e004Assembly-epsilon-p3,5581,5459
E3-e004Assembly-mGAM-p5,10961,11204
E2-e004Assembly-mGAM-p5,11128,11215
C3-e003GlycerolRevival-mBHI-p2,11052,11316
D10-e003Coalescence-mGAM-p3,11417,11545
B10-e003Coalescence-mGAM-p7,11312,11502
C4-e004Assembly-mBHI-p3,10627,10755
A9-e003Coalescence-mBHI-p7,11380,11547
C2-e003Coalescence-Inoculumn-mGAM,11419,11560
B3-e003Coalescence-Inoculumn-mGAM,11424,11572
D11-e003Coalescence-mGAM-p7,11380,11514
D5-e003Coalescence-mGAM-p3,11409,11549
D4-e004Assembly-mGAM-p3,10685,10763
E4-e004Assembly-mGAM-p5,11069,11223
E5-e004Assembly-mGAM-p3,11052,11046
D2-e003Coalescence-Inoculumn-mBHI,10773,10835
B4-e003Coalescence-Inoculumn-mGAM,11423,11572
A10-e003Coalescence-mGAM-p7,11415,11505
B2-e003Assembly-mBHI-p3,9015,9003
F4-e004Assembly-epsilon-p7,10950,11042
D9-e003Coalescence-mBHI-p5,9894,10277
C4-e003Coalescence-Inoculumn-mGAM,11424,11572
D4-e003Coalescence-mGAM-p3,11422,11569
B9-e003Coalescence-mBHI-p7,10803,11132
A2-e003Coalescence-mGAM-p5,10886,10854
D11-e003Assembly-mGAM-p5,11137,11282
C3-e003Coalescence-mGAM-p7,11424,11572
B11-e003GlycerolRevival-mGAM-p2,11201,11353
C5-e004Assembly-mBHI-p7,6405,6633
B3-e003Coalescence-mGAM-p5,11423,11571
D9-e003Coalescence-mBHI-p7,9241,9719
G5-e004Assembly-epsilon-p5,9358,9277
B10-e003Assembly-mGAM-p3,8381,8152
C5-e003Coalescence-mBHI-p7,11394,11511
D12-e003Coalescence-mBHI-p3,4552,4490
E2-e004Assembly-mGAM-p3,3623,3839
D4-e004Assembly-mGAM-p7,11084,11241
C11-e003Coalescence-mGAM-p7,11423,11552
C11-e003Assembly-mGAM-p3,11257,11386
D10-e003Coalescence-mBHI-p7,11369,11483
C9-e003Coalescence-mBHI-p7,7403,7945
A2-e003Coalescence-mBHI-p3,5539,5394
B8-e003Coalescence-mGAM-p5,11420,11561
C11-e003Assembly-mGAM-p5,11367,11505
B10-e003GlycerolRevival-mGAM-p2,11282,11239
B3-e003Coalescence-mBHI-p5,10722,11013
C2-e003Coalescence-mBHI-inoculumn-redo,11332,11402
A8-e003Coalescence-mGAM-p7,11067,11030
C11-e003GlycerolRevival-mGAM-p2,11374,11505
B2-e003Coalescence-Inoculumn-mBHI,10538,10790
A11-e003Coalescence-mBHI-p5,11084,11186
C10-e003Coalescence-mGAM-p5,11417,11534
C9-e003Assembly-mGAM-p5,11013,11283
A5-e003Coalescence-Inoculumn-mGAM,11403,11533
A3-e003Coalescence-mBHI-p3,9066,9738
AG-Fecal,11141,11226
D4-e003Coalescence-Inoculumn-mGAM,11246,11302
A2-e003Coalescence-mBHI-p5,9908,9914
B5-e004Assembly-mBHI-p5,4838,4800
C10-e003Coalescence-mBHI-p5,11187,11246
B9-e003Coalescence-mBHI-p3,10768,11099
C3-e003Coalescence-mBHI-inoculumn-redo,11404,11517
B5-e003Coalescence-mGAM-p3,11326,11481
BK-Fecal,9516,9652
C3-e003Assembly-mBHI-p5,11101,11366
C4-e004Assembly-mBHI-p7,8020,8164
C9-e003GlycerolRevival-mGAM-p2,11397,11562
C9-e003Coalescence-mGAM-p5,11424,11572
A2-e003Coalescence-mBHI-inoculumn-redo,11094,11052
C2-e003Coalescence-mGAM-p5,11377,11461
B8-e003GlycerolRevival-mGAM-p2,10891,10862
C8-e003Coalescence-mBHI-p5,11352,11381
B8-e003Coalescence-mGAM-p7,11408,11563
B4-e003Coalescence-Inoculumn-mBHI,11401,11519
D2-e003Coalescence-Inoculumn-mGAM,11392,11503
B8-e003Coalescence-mBHI-p7,4652,4989
D3-e003Coalescence-Inoculumn-mGAM,11417,11571
B11-e003Coalescence-mBHI-p3,10612,10912
C5-e003Coalescence-Inoculumn-mGAM,11421,11569
C4-e003Coalescence-mBHI-p5,11377,11439
BC-Fecal,4933,5072
e004-inoculumn-fecal-BE,4703,4716
A11-e003Coalescence-mBHI-p3,11412,11553
B4-e004Assembly-mBHI-p7,8179,8248
A4-e003Coalescence-Inoculumn-mGAM,11422,11572
B4-e003Coalescence-mBHI-p3,11118,11267
A5-e003Coalescence-Inoculumn-mBHI,9237,9268
A9-e003Coalescence-mGAM-p5,11418,11569
C10-e003Coalescence-mGAM-p7,11422,11549
A11-e003Coalescence-mGAM-p3,11410,11559
C10-e003Coalescence-mBHI-p3,11169,11145
D2-e003Coalescence-mBHI-p3,11321,11459
C5-e003GlycerolRevival-mBHI-p2,10656,10753
H5-e003Coalescence-mBHI-p5_S40,11268,11387
E2-e003Coalescence-mGAM-p7_S145,11035,10982
G5-e003Coalescence-mBHI-p7_S124,11194,11213
H111-e003Coalescence-mGAM-p7_S188,11377,11518
H4-e003Coalescence-mGAM-p7_S183,11318,11341
F5-e003Coalescence-mGAM-p5_S64,11386,11540
F5-e003Coalescence-mGAM-p7_S160,11389,11534
F8-e003Coalescence-mBHI-p3_S117,10044,10531
H3-e003Coalescence-mBHI-p3_S46,10921,11181
H2-e003Coalescence-mBHI-p7_S133,10762,10823
E5-e003Coalescence-mBHI-p3_S12,9965,10082
F100-e003Coalescence-mGAM-p7_S163,11413,11567
F9-e003Coalescence-mBHI-p5_S18,10939,11296
H3-e003Coalescence-mBHI-p7_S134,8852,9047
E3-e003Coalescence-mGAM-p3_S58,10656,11173
G4-e003Coalescence-mBHI-p5_S27,11340,11270
E8-e003Coalescence-mBHI-p5_S5,10920,10847
G2-e003Coalescence-mBHI-p3_S33,4751,3847
E9-e003Coalescence-mBHI-p5_S6,10634,11041
H111-e003Coalescence-mBHI-p3_S144,11360,11491
G111-e003Coalescence-mGAM-p5_S80,11402,11402
G100-e003Coalescence-mGAM-p3_S179,11363,11246
F111-e003Coalescence-mGAM-p5_S68,11021,11358
G111-e003Coalescence-mBHI-p5_S32,11393,11476
G5-e003Coalescence-mBHI-p3_S36,4041,3586
H2-e003Coalescence-mGAM-p7_S181,11381,11508
H9-e003Coalescence-mGAM-p3_S190,11007,11329
E3-e003Coalescence-mBHI-p3_S10,9346,10207
H2-e003Coalescence-mGAM-p5_S85,7371,7367
G8-e003Coalescence-mGAM-p3_S177,11407,11447
F2-e003Coalescence-mGAM-p7_S157,11289,11512
H3-e003Coalescence-mGAM-p3_S94,11281,11440
H4-e003Coalescence-mGAM-p3_S95,11191,11147
E5-e003Coalescence-mBHI-p7_S100,10423,10433
F3-e003Coalescence-mGAM-p3_S70,11065,11333
E100-e003Coalescence-mBHI-p7_S103,11239,11005
F9-e003Coalescence-mGAM-p5_S66,11385,11563
G111-e003Coalescence-mGAM-p7_S176,9857,9476
H100-e003Coalescence-mGAM-p7_S187,10734,10641
E100-e003Coalescence-mGAM-p3_S155,11407,11389
E3-e003Coalescence-mGAM-p5_S50,11320,11537
F5-e003Coalescence-mGAM-p3_S72,10672,10907
E9-e003Coalescence-mBHI-p7_S102,10813,11193
E5-e003Coalescence-mBHI-p5_S4,10812,10860
F111-e003Coalescence-mGAM-p7_S164,10564,10956
E111-e003Coalescence-mBHI-p5_S8,11158,11170
H100-e003Coalescence-mBHI-p5_S43,11345,11402
F2-e003Coalescence-mGAM-p5_S61,11276,11543
F5-e003Coalescence-mBHI-p5_S16,5774,6361
F8-e003Coalescence-mGAM-p5_S65,11311,11543
H8-e003Coalescence-mBHI-p7_S137,11361,11489
G9-e003Coalescence-mGAM-p5_S78,11391,11560
E2-e003Coalescence-mBHI-p5_S1,7653,7631
E2-e003Coalescence-mBHI-p3_S9,4781,4655
G8-e003Coalescence-mGAM-p5_S77,11404,11355
G3-e003Coalescence-mBHI-p3_S34,11380,11540
G100-e003Coalescence-mBHI-p5_S31,11262,11129
E111-e003Coalescence-mBHI-p3_S108,10913,10941
F8-e003Coalescence-mGAM-p3_S165,4636,5663
G3-e003Coalescence-mBHI-p5_S26,11357,11540
G5-e003Coalescence-mBHI-p5_S28,11224,11254
H111-e003Coalescence-mGAM-p5_S92,11356,11496
G4-e003Coalescence-mBHI-p3_S35,11320,11169
H9-e003Coalescence-mGAM-p5_S90,11276,11515
H2-e003Coalescence-mBHI-p3_S45,11214,11297
E8-e003Coalescence-mBHI-p7_S101,11120,11102
H2-e003Coalescence-mGAM-p3_S93,11309,11437
E4-e003Coalescence-mGAM-p5_S51,11373,11269
G9-e003Coalescence-mGAM-p7_S174,11403,11563
F2-e003Coalescence-mBHI-p3_S21,8317,9113
E8-e003Coalescence-mGAM-p3_S153,11379,11333
G111-e003Coalescence-mGAM-p3_S180,11403,11434
G5-e003Coalescence-mGAM-p3_S84,11409,11427
H8-e003Coalescence-mBHI-p5_S41,11351,11449
E100-e003Coalescence-mBHI-p5_S7,11049,10822
G100-e003Coalescence-mGAM-p7_S175,11397,11339
F9-e003Coalescence-mGAM-p7_S162,11249,11523
F8-e003Coalescence-mGAM-p7_S161,10997,11375
F3-e003Coalescence-mBHI-p3_S22,9174,9727
G3-e003Coalescence-mBHI-p7_S122,11358,11523
G5-e003Coalescence-mGAM-p5_S76,11411,11515
G5-e003Coalescence-mGAM-p7_S172,11403,11505
G4-e003Coalescence-mGAM-p5_S75,11401,11345
G8-e003Coalescence-mBHI-p3_S129,11299,11136
E5-e003Coalescence-mGAM-p3_S60,11123,11250
G2-e003Coalescence-mGAM-p5_S73,11355,11203
E5-e003Coalescence-mGAM-p7_S148,11373,11499
H9-e003Coalescence-mGAM-p7_S186,11233,11483
E100-e003Coalescence-mGAM-p5_S55,11404,11383
E8-e003Coalescence-mGAM-p5_S53,11072,11055
H5-e003Coalescence-mGAM-p3_S96,11279,11410
G4-e003Coalescence-mGAM-p3_S83,11395,11333
F4-e003Coalescence-mBHI-p7_S111,10660,10702
H3-e003Coalescence-mGAM-p7_S182,9550,9929
H5-e003Coalescence-mGAM-p5_S88,11122,11188
F4-e003Coalescence-mGAM-p5_S63,11419,11565
G4-e003Coalescence-mGAM-p7_S171,11399,11337
H8-e003Coalescence-mGAM-p5_S89,11326,11457
F3-e003Coalescence-mBHI-p5_S14,9774,10278
F100-e003Coalescence-mBHI-p7_S115,10562,10912
E3-e003Coalescence-mGAM-p7_S146,11336,11546
F100-e003Coalescence-mGAM-p3_S167,11005,11371
G100-e003Coalescence-mBHI-p3_S131,11048,10987
G4-e003Coalescence-mBHI-p7_S123,11321,11220
E9-e003Coalescence-mGAM-p3_S154,11406,11559
F3-e003Coalescence-mGAM-p5_S62,11354,11558
H4-e003Coalescence-mBHI-p7_S135,9946,9632
E3-e003Coalescence-mBHI-p5_S2,9686,10289
G111-e003Coalescence-mBHI-p7_S128,11122,11171
H3-e003Coalescence-mBHI-p5_S38,8708,9118
G3-e003Coalescence-mGAM-p3_S82,11420,11519
F111-e003Coalescence-mGAM-p3_S168,11104,11384
F3-e003Coalescence-mGAM-p7_S158,11277,11523
F8-e003Coalescence-mBHI-p7_S113,9225,9654
H4-e003Coalescence-mBHI-p3_S47,10902,10819
F100-e003Coalescence-mGAM-p5_S67,11015,11339
G8-e003Coalescence-mBHI-p7_S125,10117,9587
F4-e003Coalescence-mBHI-p5_S15,10801,11048
H111-e003Coalescence-mBHI-p5_S44,11303,11384
E111-e003Coalescence-mBHI-p7_S104,11388,11509
E2-e003Coalescence-mGAM-p3_S57,11012,10984
F2-e003Coalescence-mBHI-p5_S13,11036,11379
F4-e003Coalescence-mBHI-p3_S23,9936,10308
F2-e003Coalescence-mGAM-p3_S69,11167,11420
E9-e003Coalescence-mGAM-p5_S54,11199,11452
G3-e003Coalescence-mGAM-p5_S74,11411,11441
E111-e003Coalescence-mGAM-p5_S56,11327,11448
G100-e003Coalescence-mGAM-p5_S79,11403,11340
H100-e003Coalescence-mGAM-p5_S91,8524,8417
G9-e003Coalescence-mBHI-p3_S130,9206,9728
E4-e003Coalescence-mGAM-p7_S147,11403,11361
E4-e003Coalescence-mGAM-p3_S59,11106,10947
H4-e003Coalescence-mBHI-p5_S39,9752,9585
F4-e003Coalescence-mGAM-p3_S71,11422,11565
H100-e003Coalescence-mBHI-p7_S139,11402,11481
G8-e003Coalescence-mBHI-p5_S29,11165,10940
G8-e003Coalescence-mGAM-p7_S173,11406,11379
E4-e003Coalescence-mBHI-p3_S11,3403,2785
E2-e003Coalescence-mGAM-p5_S49,11074,11025
H9-e003Coalescence-mBHI-p5_S42,10605,10892
H111-e003Coalescence-mGAM-p3_S192,11370,11488
F5-e003Coalescence-mBHI-p3_S24,10209,10490
E8-e003Coalescence-mBHI-p3_S105,10902,10846
E8-e003Coalescence-mGAM-p7_S149,11084,11069
E9-e003Coalescence-mGAM-p7_S150,3113,3659
H5-e003Coalescence-mBHI-p7_S136,8138,8091
G9-e003Coalescence-mBHI-p5_S30,9656,10054
F111-e003Coalescence-mBHI-p7_S116,8964,9393
F5-e003Coalescence-mBHI-p7_S112,9980,10129
F4-e003Coalescence-mGAM-p7_S159,11422,11571
F111-e003Coalescence-mBHI-p3_S120,6425,7071
H3-e003Coalescence-mGAM-p5_S86,11329,11485
E4-e003Coalescence-mBHI-p7_S99,3670,3185
H4-e003Coalescence-mGAM-p5_S87,11064,11062
E100-e003Coalescence-mGAM-p7_S151,11399,11323
G9-e003Coalescence-mGAM-p3_S178,11423,11572
H9-e003Coalescence-mBHI-p7_S138,4277,4690
H8-e003Coalescence-mGAM-p7_S185,11408,11550
G2-e003Coalescence-mGAM-p3_S81,11247,11080
F111-e003Coalescence-mBHI-p5_S20,3308,3728
F8-e003Coalescence-mBHI-p5_S17,10611,11000
G100-e003Coalescence-mBHI-p7_S127,11241,11061
E5-e003Coalescence-mGAM-p5_S52,11280,11407
