,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,5074,5002
C9-e003Coalescence-mGAM-p3,7614,7299
D2-e004Assembly-mGAM-p7,7317,7048
B5-e004Assembly-mBHI-p3,2918,2802
C11-e003Coalescence-mBHI-p3,6895,6767
D11-e003Coalescence-mBHI-p5,7593,7243
C9-e003Coalescence-mGAM-p7,7615,7300
C8-e003Coalescence-mGAM-p7,7601,7299
D10-e003Coalescence-mBHI-p3,7503,7222
B2-e003Coalescence-mBHI-p3,7329,6961
A8-e003Coalescence-mBHI-p3,7298,7062
A4-e003Coalescence-mBHI-p7,6261,6355
B9-e003Coalescence-mGAM-p5,7603,7293
A4-e003Coalescence-mBHI-inoculumn-redo,7561,7275
B3-e003Coalescence-mBHI-p3,7568,7264
D4-e003Coalescence-mBHI-p5,2216,2180
B5-e004Assembly-mBHI-p7,7168,6976
D4-e003Coalescence-mBHI-p3,3129,2980
C4-e003GlycerolRevival-mBHI-p2,6799,6705
G5-e004Assembly-epsilon-p3,6980,6824
C5-e004Assembly-mBHI-p3,4643,4348
D10-e003Assembly-mGAM-p5,7353,7154
B2-e003Assembly-mBHI-p5,3125,3067
B2-e003Coalescence-mBHI-p5,4502,4208
B8-e003Assembly-mGAM-p5,5494,5325
F4-e004Assembly-epsilon-p5,6214,5993
C4-e003Coalescence-mGAM-p7,7603,7300
B12-e003Coalescence-mBHI-p3,3503,2916
e004-inoculumn-fecal-AK,7435,7161
C8-e003Assembly-mGAM-p3,4658,4415
C3-e003Coalescence-mGAM-p3,7615,7300
B4-e003Assembly-mBHI-p5,5818,5596
D4-e004Assembly-mGAM-p5,7395,7134
D3-e003Coalescence-Inoculumn-mBHI,7607,7270
C8-e003Assembly-mGAM-p5,4465,4328
C3-e003Coalescence-mBHI-p7,7564,7250
D11-e003Coalescence-mGAM-p5,7605,7257
A11-e003Coalescence-mGAM-p7,7494,7131
B8-e003Coalescence-mBHI-p5,7529,7202
B10-e003Assembly-mGAM-p5,7213,6986
C2-e003Coalescence-mGAM-p7,7594,7297
D3-e003Coalescence-mBHI-p5,4610,3889
B11-e003Coalescence-mGAM-p3,7612,7296
C4-e003Coalescence-mBHI-inoculumn-redo,7615,7300
B5-e003Assembly-mBHI-p5,5542,5058
D2-e003Coalescence-mBHI-p5,7104,6711
D8-e003Assembly-mGAM-p5,5192,5038
D5-e003Coalescence-mGAM-p5,7588,7243
B5-e003Coalescence-mBHI-p5,5260,4710
D5-e003Coalescence-mBHI-p7,6914,6430
C9-e003Coalescence-mBHI-p5,7266,6948
A5-e003Coalescence-mGAM-p3,7574,7220
A2-e003Coalescence-Inoculumn-mGAM,7374,7118
E5-e004Assembly-mGAM-p5,7337,7113
D8-e003Coalescence-mGAM-p5,7605,7244
A12-e003Coalescence-mGAM-p3,7551,7176
C2-e003Coalescence-mBHI-p3,3791,4021
C4-e004Assembly-mBHI-p5,4859,4765
D9-e003Coalescence-mGAM-p7,7600,7295
D4-e003Coalescence-mBHI-p7,6493,6166
D8-e003Assembly-mGAM-p3,2900,2841
E4-e004Assembly-mGAM-p7,7387,7134
E3-e004Assembly-mGAM-p3,7359,7000
D2-e004Assembly-mGAM-p3,7154,6933
B10-e003Coalescence-mGAM-p3,7615,7297
A9-e003Coalescence-mGAM-p7,7546,7198
D5-e004Assembly-mGAM-p5,4994,4806
B5-e003Coalescence-Inoculumn-mGAM,7615,7299
D10-e003Coalescence-mBHI-p5,7114,6799
D5-e003Coalescence-mBHI-p3,7344,6955
D9-e003Coalescence-mGAM-p5,7609,7296
C9-e003Coalescence-mBHI-p3,7551,7240
D10-e003Coalescence-mGAM-p5,7599,7293
C8-e003Coalescence-mBHI-p7,6001,5895
B11-e003Assembly-mGAM-p5,7484,7100
B4-e003Coalescence-mGAM-p5,7605,7298
D4-e003Coalescence-mGAM-p5,7615,7299
B5-e003Coalescence-mGAM-p5,7511,7160
BB-Fecal,5179,5020
B5-e003Coalescence-Inoculumn-mBHI,7425,6972
C2-e003Coalescence-mGAM-p3,7295,7069
B5-e003Coalescence-mGAM-p7,7535,7166
D8-e003Coalescence-mBHI-p5,7550,7201
E5-e004Assembly-mGAM-p7,7327,7110
C10-e003Assembly-mGAM-p3,6861,6731
B10-e003Coalescence-mBHI-p5,7094,6748
D5-e003Coalescence-Inoculumn-mGAM,7599,7258
B5-e003Coalescence-mBHI-p3,6907,6388
G4-e004Assembly-epsilon-p5,7222,6920
C4-e003Coalescence-mGAM-p5,7592,7299
C5-e003Coalescence-mGAM-p7,7614,7297
C5-e003Coalescence-mBHI-inoculumn-redo,7612,7294
A2-e003Coalescence-mBHI-p7,2772,2664
A10-e003Coalescence-mBHI-p5,5134,5145
BF-Fecal,2444,2410
A4-e003Coalescence-mGAM-p5,7547,7233
D5-e003Coalescence-mBHI-p5,7594,7294
D3-e003Assembly-mBHI-p3,5380,5126
D4-e003Coalescence-mGAM-p7,7615,7299
E4-e004Assembly-mGAM-p3,7160,6910
A8-e003Coalescence-mBHI-p7,7337,7093
e003-inoculumn-fecal-AC,2632,2565
E3-e004Assembly-mGAM-p7,7328,6988
B9-e003GlycerolRevival-mGAM-p2,7589,7272
C4-e003Coalescence-mGAM-p3,7605,7299
B2-e003Coalescence-Inoculumn-mGAM,7612,7298
D5-e003Coalescence-mGAM-p7,6299,5758
C5-e003Coalescence-mBHI-p5,7384,7099
C5-e003Coalescence-mGAM-p3,7615,7300
A3-e003Coalescence-mBHI-inoculumn-redo,3748,3594
D9-e003Assembly-mGAM-p5,7528,7232
B12-e003Coalescence-mGAM-p3,7555,7244
A11-e003Coalescence-mBHI-p7,7014,6495
A3-e003Coalescence-Inoculumn-mGAM,7606,7289
D10-e003Assembly-mGAM-p3,7445,7172
C3-e003Coalescence-mGAM-p5,7614,7300
B4-e004Assembly-mBHI-p5,2865,2737
C10-e003GlycerolRevival-mGAM-p2,7599,7294
D3-e003Assembly-mBHI-p5,7524,7227
A10-e003Coalescence-mGAM-p3,7605,7300
A9-e003Coalescence-mBHI-p3,7610,7288
A2-e003Coalescence-Inoculumn-mBHI,7369,7116
D3-e003Coalescence-mBHI-p7,7576,7219
C3-e003Coalescence-mBHI-p5,7471,7190
D11-e003Assembly-mGAM-p3,7226,6860
D2-e003Assembly-mBHI-p3,7060,6789
B3-e003Assembly-mBHI-p5,2664,2651
A9-e003Coalescence-mBHI-p5,6365,6061
D5-e003Coalescence-Inoculumn-mBHI,7615,7300
B2-e003Coalescence-mGAM-p3,7369,7075
C11-e003Coalescence-mGAM-p5,7603,7295
G4-e004Assembly-epsilon-p3,7218,6948
B3-e003Coalescence-Inoculumn-mBHI,6222,5918
A8-e003Coalescence-mBHI-p5,7000,6764
D5-e004Assembly-mGAM-p7,7287,7068
C2-e003Assembly-mBHI-p5,2703,2537
D5-e003Assembly-mBHI-p5,4959,4518
A5-e003Coalescence-mBHI-p7,7442,7055
BG-Fecal,6615,6282
D2-e003Coalescence-mGAM-p5,7610,7267
B9-e003Assembly-mGAM-p5,7565,7258
D3-e003Coalescence-mGAM-p3,7603,7288
D9-e003Coalescence-mGAM-p3,7603,7286
E2-e004Assembly-mGAM-p7,7457,7179
D3-e003Coalescence-mGAM-p5,7614,7296
C10-e003Coalescence-mGAM-p3,7579,7292
A5-e003Coalescence-mBHI-inoculumn-redo,7493,7145
B11-e003Assembly-mGAM-p3,7533,7193
D2-e003Assembly-mBHI-p5,4174,3989
B9-e003Coalescence-mGAM-p7,7600,7276
B11-e003Coalescence-mGAM-p7,7550,7216
C3-e003Coalescence-Inoculumn-mGAM,7615,7300
B5-e003Coalescence-mBHI-p7,7044,6643
A3-e003Coalescence-mGAM-p7,7609,7287
D4-e003Coalescence-Inoculumn-mBHI,7615,7300
D10-e003Coalescence-mGAM-p7,7593,7292
C12-e003Coalescence-mGAM-p3,7579,7295
C11-e003Coalescence-mGAM-p3,7599,7298
D5-e004Assembly-mGAM-p3,7326,7108
A10-e003Coalescence-mBHI-p7,6216,6264
C10-e003Coalescence-mBHI-p7,7360,7114
B9-e003Coalescence-mBHI-p5,7526,7211
