,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,5949,6319
C9-e003Coalescence-mGAM-p3,7869,8774
D2-e004Assembly-mGAM-p7,7520,8408
B5-e004Assembly-mBHI-p3,2915,3309
C11-e003Coalescence-mBHI-p3,7405,8274
D11-e003Coalescence-mBHI-p5,7854,8735
C9-e003Coalescence-mGAM-p7,7871,8775
C8-e003Coalescence-mGAM-p7,7866,8765
D10-e003Coalescence-mBHI-p3,7798,8683
B2-e003Coalescence-mBHI-p3,7474,8463
A8-e003Coalescence-mBHI-p3,7615,8444
A4-e003Coalescence-mBHI-p7,6797,7495
B9-e003Coalescence-mGAM-p5,7850,8765
A4-e003Coalescence-mBHI-inoculumn-redo,7842,8735
B3-e003Coalescence-mBHI-p3,7786,8749
D4-e003Coalescence-mBHI-p5,3295,3240
B5-e004Assembly-mBHI-p7,7501,8380
D4-e003Coalescence-mBHI-p3,4071,4140
C4-e003GlycerolRevival-mBHI-p2,7177,7969
G5-e004Assembly-epsilon-p3,7299,8153
C5-e004Assembly-mBHI-p3,4901,5309
D10-e003Assembly-mGAM-p5,7678,8573
B2-e003Assembly-mBHI-p5,3417,3687
B2-e003Coalescence-mBHI-p5,4456,5115
B8-e003Assembly-mGAM-p5,5656,6342
F4-e004Assembly-epsilon-p5,6423,7187
C4-e003Coalescence-mGAM-p7,7864,8762
B12-e003Coalescence-mBHI-p3,2844,3318
e004-inoculumn-fecal-AK,7655,8540
C8-e003Assembly-mGAM-p3,4978,5356
C3-e003Coalescence-mGAM-p3,7871,8775
B4-e003Assembly-mBHI-p5,6026,6683
D4-e004Assembly-mGAM-p5,7629,8586
D3-e003Coalescence-Inoculumn-mBHI,7865,8761
C8-e003Assembly-mGAM-p5,4599,5205
C3-e003Coalescence-mBHI-p7,7803,8731
D11-e003Coalescence-mGAM-p5,7862,8756
A11-e003Coalescence-mGAM-p7,7767,8605
B8-e003Coalescence-mBHI-p5,7731,8670
B10-e003Assembly-mGAM-p5,7503,8379
C2-e003Coalescence-mGAM-p7,7862,8757
D3-e003Coalescence-mBHI-p5,4072,4644
B11-e003Coalescence-mGAM-p3,7863,8770
C4-e003Coalescence-mBHI-inoculumn-redo,7168,7892
B5-e003Assembly-mBHI-p5,5682,6294
D2-e003Coalescence-mBHI-p5,7375,8189
D8-e003Assembly-mGAM-p5,5525,6093
D5-e003Coalescence-mGAM-p5,7848,8753
B5-e003Coalescence-mBHI-p5,4702,5402
D5-e003Coalescence-mBHI-p7,6840,7637
C9-e003Coalescence-mBHI-p5,7421,8359
A5-e003Coalescence-mGAM-p3,7839,8725
A2-e003Coalescence-Inoculumn-mGAM,7672,8522
E5-e004Assembly-mGAM-p5,7633,8523
D8-e003Coalescence-mGAM-p5,7865,8758
A12-e003Coalescence-mGAM-p3,7801,8671
C2-e003Coalescence-mBHI-p3,4320,4694
C4-e004Assembly-mBHI-p5,5025,5655
D9-e003Coalescence-mGAM-p7,7851,8766
D4-e003Coalescence-mBHI-p7,7131,7801
D8-e003Assembly-mGAM-p3,3145,3375
E4-e004Assembly-mGAM-p7,7614,8590
E3-e004Assembly-mGAM-p3,7507,8480
D2-e004Assembly-mGAM-p3,7396,8235
B10-e003Coalescence-mGAM-p3,7871,8772
A9-e003Coalescence-mGAM-p7,7759,8678
D5-e004Assembly-mGAM-p5,5067,5762
B5-e003Coalescence-Inoculumn-mGAM,7869,8774
D10-e003Coalescence-mBHI-p5,7598,8378
D5-e003Coalescence-mBHI-p3,7446,8351
D9-e003Coalescence-mGAM-p5,7864,8775
C9-e003Coalescence-mBHI-p3,7792,8725
D10-e003Coalescence-mGAM-p5,7865,8763
C8-e003Coalescence-mBHI-p7,6354,7059
B11-e003Assembly-mGAM-p5,7737,8594
B4-e003Coalescence-mGAM-p5,7861,8769
D4-e003Coalescence-mGAM-p5,7869,8775
B5-e003Coalescence-mGAM-p5,7744,8635
BB-Fecal,5322,6056
B5-e003Coalescence-Inoculumn-mBHI,7615,8437
C2-e003Coalescence-mGAM-p3,7579,8429
B5-e003Coalescence-mGAM-p7,7814,8671
D8-e003Coalescence-mBHI-p5,7791,8684
E5-e004Assembly-mGAM-p7,7629,8511
C10-e003Assembly-mGAM-p3,7187,8035
B10-e003Coalescence-mBHI-p5,7229,8197
D5-e003Coalescence-Inoculumn-mGAM,7861,8760
B5-e003Coalescence-mBHI-p3,6838,7640
G4-e004Assembly-epsilon-p5,7451,8297
C4-e003Coalescence-mGAM-p5,7864,8759
C5-e003Coalescence-mGAM-p7,7869,8768
C5-e003Coalescence-mBHI-inoculumn-redo,7864,8763
A2-e003Coalescence-mBHI-p7,2997,3286
A10-e003Coalescence-mBHI-p5,5627,6033
