,0
B2-e003Coalescence-mBHI-p3,6.0
B4-e003Coalescence-mBHI-p5,4.0
B3-e003Coalescence-mBHI-p3,409.0
C4-e003GlycerolRevival-mBHI-p2,117.0
B2-e003Coalescence-mBHI-p5,9.0
C3-e003Coalescence-mGAM-p3,46.0
D3-e003Coalescence-Inoculumn-mBHI,156.0
C3-e003Coalescence-mBHI-p7,70.0
D3-e003Coalescence-mBHI-p5,13.0
B5-e003Coalescence-mBHI-p5,7.0
C4-e004Assembly-mBHI-p5,11.0
B4-e003Coalescence-mGAM-p5,25.0
B5-e003Coalescence-mGAM-p5,12.0
BB-Fecal,5.0
B5-e003Coalescence-Inoculumn-mBHI,58.0
B5-e003Coalescence-mGAM-p7,8.0
F2-e004Assembly-epsilon-p3,15.0
B5-e003Coalescence-mBHI-p3,13.0
G4-e004Assembly-epsilon-p5,9.0
BF-Fecal,5.0
AM-Fecal,4.0
D3-e003Assembly-mBHI-p3,13.0
A3-e003Coalescence-mBHI-inoculumn-redo,20.0
C3-e003Coalescence-mGAM-p5,10.0
B4-e004Assembly-mBHI-p5,8.0
D3-e003Assembly-mBHI-p5,57.0
D3-e003Coalescence-mBHI-p7,27.0
C3-e003Coalescence-mBHI-p5,8.0
B3-e003Assembly-mBHI-p5,26.0
G4-e004Assembly-epsilon-p3,11.0
B3-e003Coalescence-Inoculumn-mBHI,113.0
D3-e003Coalescence-mGAM-p3,16.0
D3-e003Coalescence-mGAM-p5,51.0
B5-e003Coalescence-mBHI-p7,33.0
A3-e003Coalescence-mGAM-p7,4.0
B3-e003Coalescence-mBHI-p7,50.0
C2-e004Assembly-mBHI-p7,25.0
C3-e003GlycerolRevival-mBHI-p2,86.0
C4-e004Assembly-mBHI-p3,31.0
F2-e004Assembly-epsilon-p7,17.0
C3-e003Coalescence-mGAM-p7,35.0
B3-e003Coalescence-mGAM-p5,38.0
B3-e003Coalescence-mBHI-p5,91.0
B2-e003Coalescence-Inoculumn-mBHI,43.0
C4-e003Assembly-mBHI-p5,10.0
A3-e003Coalescence-mBHI-p3,8.0
C3-e003Coalescence-mBHI-inoculumn-redo,114.0
e004-inoculumn-fecal-AR,7.0
B5-e003Coalescence-mGAM-p3,19.0
C3-e003Assembly-mBHI-p5,41.0
F2-e004Assembly-epsilon-p5,22.0
C4-e004Assembly-mBHI-p7,8.0
B4-e004Assembly-mBHI-p3,4.0
B4-e003Coalescence-Inoculumn-mBHI,124.0
B2-e004Assembly-mBHI-p3,15.0
BC-Fecal,4.0
B2-e004Assembly-mBHI-p5,7.0
B4-e004Assembly-mBHI-p7,4.0
B4-e003Coalescence-mBHI-p3,28.0
G5-e003Coalescence-mBHI-p7_S124,4.0
F5-e003Coalescence-mGAM-p5_S64,16.0
F5-e003Coalescence-mGAM-p7_S160,13.0
H3-e003Coalescence-mBHI-p3_S46,20.0
H3-e003Coalescence-mBHI-p7_S134,28.0
E3-e003Coalescence-mGAM-p3_S58,6.0
E3-e003Coalescence-mBHI-p3_S10,10.0
F2-e003Coalescence-mGAM-p7_S157,8.0
H3-e003Coalescence-mGAM-p3_S94,12.0
F3-e003Coalescence-mGAM-p3_S70,10.0
E3-e003Coalescence-mGAM-p5_S50,20.0
F5-e003Coalescence-mGAM-p3_S72,6.0
F2-e003Coalescence-mGAM-p5_S61,12.0
F5-e003Coalescence-mBHI-p5_S16,12.0
G3-e003Coalescence-mBHI-p3_S34,87.0
G3-e003Coalescence-mBHI-p5_S26,115.0
E8-e003Coalescence-mBHI-p7_S101,6.0
F2-e003Coalescence-mBHI-p3_S21,4.0
F3-e003Coalescence-mBHI-p3_S22,53.0
G3-e003Coalescence-mBHI-p7_S122,123.0
F4-e003Coalescence-mBHI-p7_S111,46.0
H3-e003Coalescence-mGAM-p7_S182,10.0
F4-e003Coalescence-mGAM-p5_S63,8.0
F3-e003Coalescence-mBHI-p5_S14,53.0
E3-e003Coalescence-mGAM-p7_S146,23.0
F3-e003Coalescence-mGAM-p5_S62,19.0
E3-e003Coalescence-mBHI-p5_S2,11.0
H3-e003Coalescence-mBHI-p5_S38,13.0
G3-e003Coalescence-mGAM-p3_S82,44.0
F3-e003Coalescence-mGAM-p7_S158,15.0
F3-e003Coalescence-mBHI-p7_S110,30.0
F4-e003Coalescence-mBHI-p5_S15,36.0
F2-e003Coalescence-mBHI-p5_S13,23.0
F4-e003Coalescence-mBHI-p3_S23,38.0
F2-e003Coalescence-mGAM-p3_S69,4.0
G3-e003Coalescence-mGAM-p5_S74,43.0
F4-e003Coalescence-mGAM-p3_S71,38.0
F5-e003Coalescence-mBHI-p3_S24,35.0
F5-e003Coalescence-mBHI-p7_S112,13.0
F4-e003Coalescence-mGAM-p7_S159,22.0
H3-e003Coalescence-mGAM-p5_S86,10.0
