,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B3-e003Coalescence-Inoculumn-mBHI,13685,8300
D5-e003Coalescence-Inoculumn-mBHI,13685,8300
B5-e003Coalescence-Inoculumn-mBHI,13679,8283
B5-e003Coalescence-mBHI-p3,13668,8281
B5-e003Coalescence-mBHI-p5,13648,8282
B5-e003Coalescence-mBHI-p7,13665,8253
B5-e003Coalescence-mGAM-p3,13556,8178
B5-e003Coalescence-mGAM-p5,13680,8279
B5-e003Coalescence-mGAM-p7,13641,8216
D3-e003Coalescence-Inoculumn-mBHI,13683,8291
D3-e003Coalescence-mBHI-p5,13663,8289
D3-e003Coalescence-mBHI-p7,13668,8256
D3-e003Coalescence-mGAM-p3,13625,8231
D3-e003Coalescence-mGAM-p5,13684,8274
F5-e003Coalescence-mBHI-p3_S24,13670,8258
F5-e003Coalescence-mBHI-p5_S16,13635,8137
F5-e003Coalescence-mBHI-p7_S112,13633,8068
F5-e003Coalescence-mGAM-p3_S72,13224,7899
F5-e003Coalescence-mGAM-p5_S64,13622,8108
F5-e003Coalescence-mGAM-p7_S160,13604,8236
H3-e003Coalescence-mBHI-p3_S46,13433,8264
H3-e003Coalescence-mBHI-p5_S38,13654,8282
H3-e003Coalescence-mBHI-p7_S134,13575,8117
H3-e003Coalescence-mGAM-p3_S94,13581,8151
H3-e003Coalescence-mGAM-p5_S86,13642,8142
H3-e003Coalescence-mGAM-p7_S182,13671,8211
