,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0002977163369739556
B3-e003Coalescence-Inoculumn-mBHI,0.03319057833512087,0.9890008401435882
A3-e003Coalescence-mGAM-p7,0.07963097104199324,0.8732350874513098
B2-e003Coalescence-Inoculumn-mBHI,0.21255003712564968,0.5680494920950125
B2-e003Coalescence-mBHI-p3,0.28438561174820565,0.0873448407546017
B2-e003Coalescence-mGAM-p3,0.04042743998019965,0.9348550370426946
E3-e003Coalescence-mBHI-p3_S10,0.10502227538981931,0.13536637898113496
E3-e003Coalescence-mBHI-p5_S2,0.4860103951819157,0.0013293362865653404
E3-e003Coalescence-mGAM-p3_S58,0.016092071611253193,0.9632104941571831
E3-e003Coalescence-mGAM-p5_S50,0.018106921871132747,0.9656200259680746
E3-e003Coalescence-mGAM-p7_S146,0.0032005610098176716,0.9650564423737875
F2-e003Coalescence-mBHI-p5_S13,0.8980641036218134,0.040459558542732754
F2-e003Coalescence-mGAM-p3_S69,0.02324362676346836,0.9531762774001373
F2-e003Coalescence-mGAM-p5_S61,0.01869622968401947,0.9676570686626442
F2-e003Coalescence-mGAM-p7_S157,0.015193465885652999,0.9726195677079356
