,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0003229456003970702
D5-e003Coalescence-Inoculumn-mBHI,0.026,0.965
A5-e003Coalescence-Inoculumn-mBHI,0.067,0.982815977357192
A5-e003Coalescence-mBHI-inoculumn-redo,0.074,0.931
A5-e003Coalescence-mBHI-p3,0.09997379138307835,0.905511624180033
A5-e003Coalescence-mBHI-p7,0.012000238408579077,0.9984347601627354
A5-e003Coalescence-mGAM-p3,0.204,0.839
D2-e003Coalescence-Inoculumn-mBHI,0.075,0.929
D2-e003Coalescence-mBHI-p3,0.056,0.9910907252889414
D2-e003Coalescence-mBHI-p5,0.026325719839283463,0.9781164423928441
D2-e003Coalescence-mGAM-p5,0.074,0.933
E5-e003Coalescence-mBHI-p3_S12,0.020310730406154772,0.9903393739187902
E5-e003Coalescence-mBHI-p5_S4,0.238,0.808
E5-e003Coalescence-mBHI-p7_S100,0.16000000000000003,0.865
E5-e003Coalescence-mGAM-p3_S60,0.208,0.821
E5-e003Coalescence-mGAM-p5_S52,0.273,0.75
E5-e003Coalescence-mGAM-p7_S148,0.083,0.924
H2-e003Coalescence-mBHI-p3_S45,0.103,0.9319999999999999
H2-e003Coalescence-mBHI-p7_S133,0.02164988248245268,0.988802712062839
H2-e003Coalescence-mGAM-p3_S93,0.463,0.542
H2-e003Coalescence-mGAM-p5_S85,0.073,0.9845556762202597
H2-e003Coalescence-mGAM-p7_S181,0.086,0.916
