,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9996257718455686
C4-e003Coalescence-mBHI-inoculumn-redo,0.9995822890559732,0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.13324979114452798,0.0
A4-e003Coalescence-mBHI-p3,0.48527568922305764,0.4341670304995946
A4-e003Coalescence-mBHI-p5,0.9922723475355054,0.982536019459864
A4-e003Coalescence-mBHI-p7,0.9707602339181286,0.9688143204640429
A4-e003Coalescence-mGAM-p5,0.4371345029239766,0.790619347595584
C2-e003Coalescence-mBHI-inoculumn-redo,0.28790726817042606,0.0
C2-e003Coalescence-mBHI-p3,0.9211570593149541,0.05563525229214745
C2-e003Coalescence-mBHI-p5,0.6370091896407686,0.6343167217613672
C2-e003Coalescence-mGAM-p3,0.9985380116959064,0.0
C2-e003Coalescence-mGAM-p5,0.9974937343358395,0.0
C2-e003Coalescence-mGAM-p7,0.9902882205513784,0.0
E4-e003Coalescence-mBHI-p5_S3,0.9900793650793651,0.9500405413833968
E4-e003Coalescence-mBHI-p7_S99,0.9968671679197995,0.9749267136530905
E4-e003Coalescence-mGAM-p3_S59,0.9930033416875522,0.0
E4-e003Coalescence-mGAM-p5_S51,0.993734335839599,0.0
E4-e003Coalescence-mGAM-p7_S147,0.995718462823726,0.0
G2-e003Coalescence-mBHI-p3_S33,0.6639515455304928,0.5721324767666688
G2-e003Coalescence-mBHI-p5_S25,0.9389097744360902,0.9503523981787563
G2-e003Coalescence-mBHI-p7_S121,0.31881787802840433,0.35002806711158235
G2-e003Coalescence-mGAM-p3_S81,0.9871553884711779,0.0
G2-e003Coalescence-mGAM-p5_S73,0.9878863826232247,0.0
