,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.999946776564144,3.918422789651252e-05
C4-e003Coalescence-Inoculumn-mGAM,0.0024102557536791348,0.9997670808386167
A10-e003Coalescence-mBHI-p3,0.9429252388527918,0.05396041226325437
A10-e003Coalescence-mBHI-p5,0.822,0.14650000000000002
A10-e003Coalescence-mBHI-p7,0.757,0.21899999999999997
A10-e003Coalescence-mGAM-p3,0.039000000000000035,0.955
A10-e003Coalescence-mGAM-p7,0.16700000000000004,0.811
A4-e003Coalescence-Inoculumn-mGAM,0.497,0.507
C2-e003Coalescence-Inoculumn-mGAM,0.53,0.479
C8-e003Coalescence-mBHI-p5,0.859,0.128
C8-e003Coalescence-mBHI-p7,0.729,0.244
C8-e003Coalescence-mGAM-p7,0.217,0.765
E100-e003Coalescence-mBHI-p5_S7,0.805,0.173
E100-e003Coalescence-mBHI-p7_S103,0.844,0.127
E100-e003Coalescence-mGAM-p3_S155,0.10199999999999998,0.878
E100-e003Coalescence-mGAM-p5_S55,0.487,0.463
E100-e003Coalescence-mGAM-p7_S151,0.245,0.716
G8-e003Coalescence-mBHI-p3_S129,0.87,0.11499999999999999
G8-e003Coalescence-mBHI-p5_S29,0.789,0.17800000000000005
G8-e003Coalescence-mBHI-p7_S125,0.83,0.146
G8-e003Coalescence-mGAM-p3_S177,0.409,0.558
G8-e003Coalescence-mGAM-p5_S77,0.351,0.603
G8-e003Coalescence-mGAM-p7_S173,0.224,0.745
