,0.975,0.975
B3-e003Coalescence-Inoculumn-mGAM,1.0,0.06999999999999995
C4-e003Coalescence-Inoculumn-mGAM,0.615,1.0
B10-e003Coalescence-mBHI-p3,0.825,0.576
B10-e003Coalescence-mBHI-p5,0.8,0.626
B10-e003Coalescence-mGAM-p3,0.782,0.958
B10-e003Coalescence-mGAM-p7,0.148,1.0
B4-e003Coalescence-Inoculumn-mGAM,0.804,0.601
C3-e003Coalescence-Inoculumn-mGAM,0.806,0.598
C9-e003Coalescence-mBHI-p3,0.69,0.723
C9-e003Coalescence-mBHI-p5,0.716,0.614
C9-e003Coalescence-mBHI-p7,0.365,1.0
C9-e003Coalescence-mGAM-p3,0.5489999999999999,0.869
C9-e003Coalescence-mGAM-p5,0.707,0.907
C9-e003Coalescence-mGAM-p7,0.19099999999999995,1.0
F100-e003Coalescence-mBHI-p7_S115,0.746,0.718
F100-e003Coalescence-mGAM-p3_S167,0.933,1.0
F100-e003Coalescence-mGAM-p5_S67,0.923,1.0
F100-e003Coalescence-mGAM-p7_S163,0.749,1.0
G9-e003Coalescence-mBHI-p3_S130,0.44099999999999995,0.929
G9-e003Coalescence-mBHI-p5_S30,0.329,0.923
G9-e003Coalescence-mGAM-p3_S178,0.384,0.824
G9-e003Coalescence-mGAM-p5_S78,0.384,1.0
G9-e003Coalescence-mGAM-p7_S174,0.56,1.0
