,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9964539007092199
D5-e003Coalescence-Inoculumn-mBHI,0.4808118408224763,0.0
A5-e003Coalescence-Inoculumn-mBHI,0.4765576531064433,0.0
A5-e003Coalescence-mBHI-inoculumn-redo,0.2843215456882035,0.0
A5-e003Coalescence-mBHI-p3,0.49667641584684924,0.0019342359767891683
A5-e003Coalescence-mBHI-p7,0.7679695116547017,0.0003223726627981947
A5-e003Coalescence-mGAM-p3,0.07852521492510857,0.0
D2-e003Coalescence-Inoculumn-mBHI,0.32234334840024814,0.0
D2-e003Coalescence-mBHI-p3,0.48107772755472833,0.0
D2-e003Coalescence-mBHI-p5,0.6737569795267216,0.0012894906511927789
D2-e003Coalescence-mGAM-p5,0.003988300983780909,0.0
E5-e003Coalescence-mBHI-p3_S12,0.5897367721350705,0.0
E5-e003Coalescence-mBHI-p5_S4,0.24612248515465746,0.0019342359767891683
E5-e003Coalescence-mBHI-p7_S100,0.17840999734113266,0.0
E5-e003Coalescence-mGAM-p3_S60,0.12115572099618896,0.0
E5-e003Coalescence-mGAM-p5_S52,0.03146326331649384,0.0
E5-e003Coalescence-mGAM-p7_S148,0.017637153239386687,0.0
H2-e003Coalescence-mBHI-p3_S45,0.3708233625808739,0.0
H2-e003Coalescence-mBHI-p7_S133,0.6346716298856687,0.0006447453255963894
H2-e003Coalescence-mGAM-p3_S93,0.003633785340778162,0.0
H2-e003Coalescence-mGAM-p5_S85,0.45129841354249756,0.0
H2-e003Coalescence-mGAM-p7_S181,0.004165558805282283,0.0
