,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C4-e003Coalescence-Inoculumn-mGAM,0.999741339510323,0.29400000000000004
D5-e003Coalescence-Inoculumn-mGAM,0.0037748969687227464,0.9934357292497256
C11-e003Coalescence-mBHI-p3,0.143,0.877
C11-e003Coalescence-mBHI-p5,0.122,0.882
C11-e003Coalescence-mGAM-p3,0.352,0.6639999999999999
C11-e003Coalescence-mGAM-p5,0.28800000000000003,0.712
C11-e003Coalescence-mGAM-p7,0.519,0.471
C5-e003Coalescence-Inoculumn-mGAM,0.846,0.387
D10-e003Coalescence-mBHI-p3,0.177,0.857
D10-e003Coalescence-mBHI-p5,0.18500000000000003,0.845
D10-e003Coalescence-mBHI-p7,0.22899999999999998,0.812
D10-e003Coalescence-mGAM-p3,0.671,0.37
D10-e003Coalescence-mGAM-p5,0.315,0.682
D10-e003Coalescence-mGAM-p7,0.24,0.757
D4-e003Coalescence-Inoculumn-mGAM,0.849,0.37
G111-e003Coalescence-mBHI-p3_S132,0.16338347072319337,0.8331288538385461
G111-e003Coalescence-mBHI-p5_S32,0.154,0.867
G111-e003Coalescence-mBHI-p7_S128,0.172,0.852
G111-e003Coalescence-mGAM-p3_S180,0.312,0.701
G111-e003Coalescence-mGAM-p5_S80,0.339,0.654
G111-e003Coalescence-mGAM-p7_S176,0.8,0.235
H100-e003Coalescence-mBHI-p5_S43,0.201,0.8069999999999999
H100-e003Coalescence-mBHI-p7_S139,0.242,0.76
H100-e003Coalescence-mGAM-p5_S91,0.793,0.33299999999999996
H100-e003Coalescence-mGAM-p7_S187,0.506,0.51
