,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,6.251150631625288e-05
B3-e003Coalescence-Inoculumn-mBHI,0.008262226265955113,0.9952346372935548
A3-e003Coalescence-mGAM-p7,0.007471455046697805,0.988728966887746
B2-e003Coalescence-Inoculumn-mBHI,0.25,0.667
B2-e003Coalescence-mBHI-p3,0.7747071382499253,0.17349144062507574
B2-e003Coalescence-mGAM-p3,0.007081917212131088,0.989671477455783
E3-e003Coalescence-mBHI-p3_S10,0.429,0.5
E3-e003Coalescence-mBHI-p5_S2,0.8961728740143637,0.08501204125379595
E3-e003Coalescence-mGAM-p3_S58,0.004019734208914618,0.9930659559612177
E3-e003Coalescence-mGAM-p5_S50,0.0031175562263325443,0.9946011225569403
E3-e003Coalescence-mGAM-p7_S146,0.0019288131072347553,0.9958011904904349
F2-e003Coalescence-mBHI-p5_S13,0.9770128989542662,0.014245305228823852
F2-e003Coalescence-mGAM-p3_S69,0.005024423926783663,0.9918595054644233
F2-e003Coalescence-mGAM-p5_S61,0.0019984397226825855,0.9968531115619359
F2-e003Coalescence-mGAM-p7_S157,0.0035503466260125884,0.9944978151616208
