,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C4-e003Coalescence-mBHI-inoculumn-redo,0.9967862969541477,0.0020782068461444756
D5-e003Coalescence-Inoculumn-mBHI,0.14232162357739622,0.9506163966378365
C5-e003Coalescence-mBHI-inoculumn-redo,0.494113906979804,0.5222952856620782
C5-e003Coalescence-mBHI-p3,0.900243470824288,0.06222865148008283
C5-e003Coalescence-mBHI-p5,0.7666492993881981,0.20040297234742355
C5-e003Coalescence-mBHI-p7,0.45675850273008356,0.5242626385674259
C5-e003Coalescence-mGAM-p3,0.8299100717058088,0.16062492386405164
C5-e003Coalescence-mGAM-p7,0.6107587000855207,0.3668698988914606
D4-e003Coalescence-Inoculumn-mBHI,0.5068956976514702,0.4967419904982337
D4-e003Coalescence-mBHI-p3,0.6854346095651601,0.28929358021683516
D4-e003Coalescence-mBHI-p5,0.5629819090849286,0.4189314167377269
D4-e003Coalescence-mBHI-p7,0.6026561739359253,0.4238979169204532
D4-e003Coalescence-mGAM-p3,0.7385019406617986,0.24515227189669875
D4-e003Coalescence-mGAM-p5,0.570898065916716,0.40691618954805703
D4-e003Coalescence-mGAM-p7,0.47383718176435763,0.5040728468753806
G5-e003Coalescence-mBHI-p3_S36,0.6424347082428788,0.31155171153611894
G5-e003Coalescence-mBHI-p5_S28,0.3902534372738636,0.5875129735655987
G5-e003Coalescence-mBHI-p7_S124,0.3974311229524373,0.5693542453404798
G5-e003Coalescence-mGAM-p3_S84,0.8123832971515031,0.1555243025947131
G5-e003Coalescence-mGAM-p5_S76,0.58854351687389,0.40015166280911196
G5-e003Coalescence-mGAM-p7_S172,0.7943785935135848,0.17809550493360946
H4-e003Coalescence-mBHI-p3_S47,0.755790145385172,0.19397843829942746
H4-e003Coalescence-mBHI-p5_S39,0.3659600355239787,0.5984270922158607
H4-e003Coalescence-mBHI-p7_S135,0.47551371620288135,0.47140833231818735
H4-e003Coalescence-mGAM-p3_S95,0.7552107098217223,0.1829632111097576
H4-e003Coalescence-mGAM-p5_S87,0.8000504900993355,0.16260043854306247
H4-e003Coalescence-mGAM-p7_S183,0.5049263206368002,0.4546330856377147
