,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,3.402710866017644e-05
C4-e003Coalescence-mBHI-inoculumn-redo,8.192121755787488e-06,0.99879193420405
A4-e003Coalescence-mBHI-inoculumn-redo,0.05600000000000005,0.921
A4-e003Coalescence-mBHI-p3,0.10329115973611869,0.11918942228859584
A4-e003Coalescence-mBHI-p5,0.0002675057065842226,0.00060752672009891
A4-e003Coalescence-mBHI-p7,0.002282751395855128,0.0024371004000715477
A4-e003Coalescence-mGAM-p5,0.047,0.0018795092510242085
C2-e003Coalescence-mBHI-inoculumn-redo,0.05500000000000005,0.925
C2-e003Coalescence-mBHI-p3,0.007465884179912921,0.583
C2-e003Coalescence-mBHI-p5,0.06442445672520093,0.06502955544946167
C2-e003Coalescence-mGAM-p3,8.555895039534736e-06,0.97
C2-e003Coalescence-mGAM-p5,1.8726952279297067e-05,0.9996096896089278
C2-e003Coalescence-mGAM-p7,1.275718477657734e-05,0.9999517507798658
E4-e003Coalescence-mBHI-p5_S3,0.0002373850552345218,0.0012202528608973994
E4-e003Coalescence-mBHI-p7_S99,5.920282399938206e-05,0.0004791127602521926
E4-e003Coalescence-mGAM-p3_S59,3.510624849182413e-05,0.944
E4-e003Coalescence-mGAM-p5_S51,3.7863709728679235e-05,0.9996766104106148
E4-e003Coalescence-mGAM-p7_S147,1.8181055946142434e-05,0.899
G2-e003Coalescence-mBHI-p3_S33,0.05850658653815159,0.07976924452559739
G2-e003Coalescence-mBHI-p5_S25,0.004848914711772011,0.003917109055344823
G2-e003Coalescence-mBHI-p7_S121,0.1905225424171552,0.17495698932774764
G2-e003Coalescence-mGAM-p3_S81,6.87649830448129e-05,0.692
G2-e003Coalescence-mGAM-p5_S73,5.142441009234237e-05,0.9997040570151772
