,0.975,0.975
A4-e003Coalescence-mBHI-inoculumn-redo,0.767,0.489
A4-e003Coalescence-mBHI-p3,1.0,0.2
A4-e003Coalescence-mBHI-p5,1.0,0.13
A4-e003Coalescence-mBHI-p7,1.0,0.206
C2-e003Coalescence-mBHI-inoculumn-redo,0.787,0.545
C2-e003Coalescence-mBHI-p3,1.0,0.067
C2-e003Coalescence-mBHI-p5,1.0,0.19147499999999945
C2-e003Coalescence-mBHI-p7,1.0,0.5
C2-e003Coalescence-mGAM-p7,0.0,1.0
E4-e003Coalescence-mBHI-p3_S11,1.0,0.18534999999999946
E4-e003Coalescence-mBHI-p5_S3,1.0,0.091
E4-e003Coalescence-mBHI-p7_S99,1.0,0.189
G2-e003Coalescence-mBHI-p3_S33,1.0,0.203375
G2-e003Coalescence-mBHI-p5_S25,1.0,0.173
G2-e003Coalescence-mBHI-p7_S121,1.0,0.375
