,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,6539,7583
A9-e003Coalescence-mBHI-p3,6605,7593
A9-e003Coalescence-mBHI-p5,6455,7288
A9-e003Coalescence-mBHI-p7,6601,7572
A9-e003Coalescence-mGAM-p5,6607,7597
A9-e003Coalescence-mGAM-p7,6606,7590
B2-e003Coalescence-Inoculumn-mGAM,6586,7592
B8-e003Coalescence-mBHI-p5,6590,7538
B8-e003Coalescence-mBHI-p7,6443,7231
B8-e003Coalescence-mGAM-p5,6607,7597
B8-e003Coalescence-mGAM-p7,6607,7597
E9-e003Coalescence-mBHI-p5_S6,6536,7336
E9-e003Coalescence-mBHI-p7_S102,6568,7452
E9-e003Coalescence-mGAM-p3_S154,6595,7589
E9-e003Coalescence-mGAM-p5_S54,6587,7590
F8-e003Coalescence-mBHI-p3_S117,6555,7476
F8-e003Coalescence-mBHI-p5_S17,6566,7481
F8-e003Coalescence-mBHI-p7_S113,6488,7197
F8-e003Coalescence-mGAM-p3_S165,3147,4015
F8-e003Coalescence-mGAM-p5_S65,6581,7576
F8-e003Coalescence-mGAM-p7_S161,6575,7349
