,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,3053,22543
C11-e003Coalescence-mBHI-p5,3109,22918
C11-e003Coalescence-mGAM-p3,3117,22926
C11-e003Coalescence-mGAM-p5,3115,22742
C11-e003Coalescence-mGAM-p7,3113,22916
C5-e003Coalescence-Inoculumn-mGAM,3113,22910
D10-e003Coalescence-mBHI-p3,3112,22908
D10-e003Coalescence-mBHI-p5,2895,21968
D10-e003Coalescence-mBHI-p7,3055,22671
D10-e003Coalescence-mGAM-p3,3113,22823
D10-e003Coalescence-mGAM-p5,3119,22912
D10-e003Coalescence-mGAM-p7,3116,22911
D4-e003Coalescence-Inoculumn-mGAM,2984,22131
G111-e003Coalescence-mBHI-p5_S32,3060,22786
G111-e003Coalescence-mBHI-p7_S128,2650,21226
G111-e003Coalescence-mGAM-p3_S180,3097,22347
G111-e003Coalescence-mGAM-p5_S80,3083,21566
G111-e003Coalescence-mGAM-p7_S176,2420,14441
H100-e003Coalescence-mBHI-p5_S43,3088,22864
H100-e003Coalescence-mBHI-p7_S139,3109,22895
H100-e003Coalescence-mGAM-p5_S91,3038,21967
H100-e003Coalescence-mGAM-p7_S187,3046,21331
