,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,2531,17586
C5-e003Coalescence-mBHI-p3,2217,14499
C5-e003Coalescence-mBHI-p5,2521,17535
C5-e003Coalescence-mBHI-p7,2524,17562
C5-e003Coalescence-mGAM-p3,2531,17552
C5-e003Coalescence-mGAM-p7,2520,17428
D4-e003Coalescence-Inoculumn-mBHI,2530,17583
D4-e003Coalescence-mBHI-p3,2503,17223
D4-e003Coalescence-mBHI-p5,2460,17061
D4-e003Coalescence-mBHI-p7,2528,17533
D4-e003Coalescence-mGAM-p3,2529,17553
D4-e003Coalescence-mGAM-p5,2527,17462
D4-e003Coalescence-mGAM-p7,2519,17303
G5-e003Coalescence-mBHI-p3_S36,2497,17316
G5-e003Coalescence-mBHI-p5_S28,2530,17581
G5-e003Coalescence-mBHI-p7_S124,2525,17556
G5-e003Coalescence-mGAM-p3_S84,2524,17470
G5-e003Coalescence-mGAM-p5_S76,2519,17236
G5-e003Coalescence-mGAM-p7_S172,2515,16957
H4-e003Coalescence-mBHI-p3_S47,2525,17517
H4-e003Coalescence-mBHI-p5_S39,2528,17488
H4-e003Coalescence-mBHI-p7_S135,2504,17329
H4-e003Coalescence-mGAM-p3_S95,2516,17036
H4-e003Coalescence-mGAM-p5_S87,2499,16917
H4-e003Coalescence-mGAM-p7_S183,2511,17031
