,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,5923,2937
B10-e003Coalescence-mBHI-p5,5884,2944
B10-e003Coalescence-mGAM-p3,5952,2994
B10-e003Coalescence-mGAM-p7,5931,2895
B4-e003Coalescence-Inoculumn-mGAM,5948,2993
C3-e003Coalescence-Inoculumn-mGAM,5938,2986
C9-e003Coalescence-mBHI-p3,5926,2897
C9-e003Coalescence-mBHI-p5,5830,2869
C9-e003Coalescence-mBHI-p7,5744,2689
C9-e003Coalescence-mGAM-p3,5954,2994
C9-e003Coalescence-mGAM-p5,5953,2994
C9-e003Coalescence-mGAM-p7,5948,2975
F100-e003Coalescence-mBHI-p7_S115,5951,2988
F100-e003Coalescence-mGAM-p3_S167,5604,2960
F100-e003Coalescence-mGAM-p5_S67,5706,2883
F100-e003Coalescence-mGAM-p7_S163,5794,2984
G9-e003Coalescence-mBHI-p3_S130,5848,2860
G9-e003Coalescence-mBHI-p5_S30,5932,2933
G9-e003Coalescence-mGAM-p3_S178,5952,2993
G9-e003Coalescence-mGAM-p5_S78,5938,2984
G9-e003Coalescence-mGAM-p7_S174,5938,2964
