,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,sel_med1,sel_lower1,sel_upper1,sel_med2,sel_lower2,sel_upper2
0,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p1_S740,0,1,A5-AA-AF-mBHI-mBHI,1.138698877708895,0.764839109016062,1.3106328751959782,0.69464755593518,0.5141591802228862,0.69464755593518,-1.3698844696246537,-1.6112380929382484,-0.7432235185401215
1,A5-e003Coalescence-Inoculumn-mBHI,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,0,2,A5-AA-AF-mBHI-mBHI,-2.8755278871749903,-3.0606338019161723,-2.741582140665896,-2.873604869300716,-2.9914365542065338,-2.774975477640248,3.4533773893242765,1.4121635023646855,3.7087902012072718
2,A5-e003Coalescence-Inoculumn-mBHI,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,0,4,A5-AA-AF-mBHI-mBHI,-1.7266886946621385,-1.7986092127750837,-1.699982264983757,-1.7266886946621385,-1.771810788590212,-1.7266886946621385,1.7266886946621383,1.65520562198014,1.8543951006036359
3,A5-e003Coalescence-Inoculumn-mBHI,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,0,5,A5-AA-AF-mBHI-mBHI,-1.3813509557297108,-1.438887370220067,-1.3599858119870056,-1.3813509557297108,-1.4174486308721697,-1.3813509557297108,1.3813509557297108,1.3241644975841123,1.4835160804829088
4,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p7,0,7,A5-AA-AF-mBHI-mBHI,-0.9866792540926506,-1.0277766930143335,-0.9714184371335755,-0.9866792540926506,-1.0124633077658354,-0.9866792540926506,0.9866792540926503,0.9458317839886514,1.0596543432020775
5,A5-e003Coalescence-mBHI-p1_S740,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,1,2,A5-AA-AF-mBHI-mBHI,-6.88594596903582,-7.118184514396222,-6.613588437860778,-6.422957461076679,-6.639434631570865,-6.193159864404817,8.22566296601836,4.161976505973267,8.293049139768444
6,A5-e003Coalescence-mBHI-p1_S740,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,1,4,A5-AA-AF-mBHI-mBHI,-2.687878658480213,-2.7037424860053805,-2.614370180353067,-2.533800778194578,-2.533800778194578,-2.488266491450645,2.7643497132561476,2.6684556891055538,2.7643497132561476
7,A5-e003Coalescence-mBHI-p1_S740,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,1,5,A5-AA-AF-mBHI-mBHI,-2.01590899386016,-2.0278068645040355,-1.9607776352648,-1.9003505836459336,-1.9003505836459336,-1.866199868587984,2.073262284942111,2.0013417668291655,2.073262284942111
8,A5-e003Coalescence-mBHI-p1_S740,A5-e003Coalescence-mBHI-p7,1,7,A5-AA-AF-mBHI-mBHI,-1.3439393292401065,-1.3518712430026902,-1.3071850901765334,-1.266900389097289,-1.266900389097289,-1.2441332457253225,1.3821748566280738,1.3342278445527769,1.3821748566280738
9,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,2,4,A5-AA-AF-mBHI-mBHI,-0.5841436340740636,-0.67966631885483,-0.4782181769620273,-0.5833215687789315,-0.6784019116840287,-0.4762304584839981,0.0,0.0,2.011873799507299
