,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,sel_med1,sel_lower1,sel_upper1,sel_med2,sel_lower2,sel_upper2
0,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mBHI-p1_S772,0,1,A11-AA-AF-mGAM-mBHI,0.3539844249821289,0.32580905111716785,0.37943648818579195,0.31826634238004964,0.2913440159467211,0.32240809545533566,-0.3619919628293085,-0.3957802448340546,-0.31993794732538927
1,A5-e003Coalescence-Inoculumn-mGAM,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,0,2,A11-AA-AF-mGAM-mBHI,0.4875065108004168,0.45087522834015664,0.5468665727676881,0.41521689925200306,0.41107354961146914,0.43883396437549105,-0.4931121713034935,-0.5651028975126728,-0.44624974213441915
2,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mBHI-p3,0,3,A11-AA-AF-mGAM-mBHI,0.3370034516736331,0.32939820793027536,0.34466420066446024,0.33663771585492014,0.3352560671196595,0.3380183002133488,-0.3287414475356623,-0.33928936032829843,-0.3180712155385829
3,A5-e003Coalescence-Inoculumn-mGAM,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,0,4,A11-AA-AF-mGAM-mBHI,-0.09103019599651563,-0.09540084729244037,-0.08592272851437063,-0.0940953033887826,-0.09513153994022804,-0.09305986511996109,0.08325305711946238,0.07408641475311206,0.09134724313076155
4,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mBHI-p5,0,5,A11-AA-AF-mGAM-mBHI,0.05211817449524469,0.04853248643842463,0.07080160100663252,0.06365326847600992,0.061994643499217884,0.06448161909106713,-0.045253724483289265,-0.07157113865250361,-0.039320331763117625
5,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mBHI-p7,0,7,A11-AA-AF-mGAM-mBHI,0.24439234536829169,0.2364721838040246,0.2518954045010077,0.26991709116984175,0.26729383102403204,0.27233994786908267,-0.236690067295144,-0.24531835762386398,-0.22775373192551465
6,A11-e003Coalescence-mBHI-p1_S772,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,1,2,A11-AA-AF-mGAM-mBHI,0.6228866621662926,0.5477660316981844,0.7433034057730472,0.5080257030486703,0.5080257030486703,0.5594015863709323,-0.6300057720805738,-0.7787178708218896,-0.5389965007326869
7,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p3,1,3,A11-AA-AF-mGAM-mBHI,0.3295562622158619,0.31405439219036163,0.34310127764839154,0.34582340259235533,0.34582340259235533,0.35731567644714185,-0.3140995400637864,-0.33336375982262206,-0.29351145358858416
8,A11-e003Coalescence-mBHI-p1_S772,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,1,4,A11-AA-AF-mGAM-mBHI,-0.23998812130632322,-0.2474582657186389,-0.22975141567247773,-0.2315491853117267,-0.2315491853117267,-0.22388766940853566,0.2316680637690527,0.21672381663234547,0.2439286204366712
9,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p5,1,5,A11-AA-AF-mGAM-mBHI,-0.02277869714355546,-0.030291783410156065,0.0,-2.7755575615628914e-17,-2.7755575615628914e-17,0.00014017434675728612,0.03341860074825448,0.0,0.04294283647470054
10,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p7,1,7,A11-AA-AF-mGAM-mBHI,0.2261320846933123,0.21677443916184364,0.2358409810741414,0.2620319785287271,0.2591148403652887,0.26634392959614656,-0.21612967784017095,-0.22774727096455125,-0.20565725443077032
11,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,A11-e003Coalescence-mBHI-p3,2,3,A11-AA-AF-mGAM-mBHI,0.0343326790805063,-0.08950950158144666,0.11229422055021732,0.1836211021360401,0.13224521881377838,0.1836211021360401,0.0,-0.09653792704264719,0.15051879069431684
