,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e004Assembly-mBHI-p3,915,978
B2-e003Coalescence-mBHI-p3,854,903
A8-e003Coalescence-mBHI-p3,435,447
A4-e003Coalescence-mBHI-p7,872,952
C2-e003Coalescence-mBHI-p5,858,918
B3-e004Assembly-mBHI-p7,729,781
B5-e004Assembly-mBHI-p7,917,984
C4-e003GlycerolRevival-mBHI-p2,891,945
G5-e004Assembly-epsilon-p3,922,993
C5-e004Assembly-mBHI-p3,908,980
C3-e004Assembly-mBHI-p5,736,848
B2-e003Coalescence-mBHI-p5,350,378
C8-e003Assembly-mGAM-p3,830,921
D3-e003Coalescence-Inoculumn-mBHI,399,397
B8-e003Coalescence-mBHI-p5,421,467
C2-e003Coalescence-mGAM-p7,924,999
D3-e003Coalescence-mBHI-p5,456,504
D2-e003Coalescence-mBHI-p5,746,787
A2-e003Coalescence-Inoculumn-mGAM,887,973
E5-e004Assembly-mGAM-p5,922,992
C2-e003Coalescence-mBHI-p3,913,990
D8-e003Assembly-mGAM-p3,672,701
A9-e003Coalescence-mGAM-p7,759,783
C8-e003Coalescence-mBHI-p7,664,726
G3-e004Assembly-epsilon-p7,870,940
D4-e003Coalescence-mGAM-p5,604,635
C3-e004Assembly-mBHI-p7,911,987
C2-e003Coalescence-mGAM-p3,806,884
F5-e004Assembly-epsilon-p5,922,993
E5-e004Assembly-mGAM-p7,919,991
B3-e004Assembly-mBHI-p5,309,376
A2-e003Coalescence-mBHI-p7,542,540
A10-e003Coalescence-mBHI-p5,724,794
B8-e003Assembly-mGAM-p3,354,380
A4-e003Coalescence-mGAM-p5,881,960
D5-e003Coalescence-mBHI-p5,914,995
D4-e003Coalescence-mGAM-p7,413,443
A8-e003Coalescence-mBHI-p7,922,999
B2-e003Coalescence-Inoculumn-mGAM,761,826
C5-e003Coalescence-mBHI-p5,801,864
C5-e003Coalescence-mGAM-p3,907,980
A3-e003Coalescence-Inoculumn-mGAM,341,380
A2-e003Coalescence-Inoculumn-mBHI,924,999
A9-e003Coalescence-mBHI-p5,425,454
D5-e003Coalescence-Inoculumn-mBHI,924,999
B2-e003Coalescence-mGAM-p3,865,938
A8-e003Coalescence-mBHI-p5,858,920
D5-e004Assembly-mGAM-p7,920,991
A5-e003Coalescence-mBHI-p7,853,931
D2-e003Coalescence-mGAM-p5,770,844
D3-e003Coalescence-mGAM-p5,412,466
A5-e003Coalescence-mBHI-inoculumn-redo,621,673
A3-e003Coalescence-mGAM-p7,677,691
A4-e003Coalescence-mBHI-p5,870,932
C2-e004Assembly-mBHI-p7,882,949
A10-e003Coalescence-mBHI-p7,916,996
F5-e004Assembly-epsilon-p3,921,993
