,index,fixed_diffs,comparisons,sample1,species_id
0,e003-inoculumn-fecal-AC,0,860629,e003-inoculumn-fecal-AC,100031
1,e003-inoculumn-fecal-AF,5958,1819617,e003-inoculumn-fecal-AC,100031
2,e003-inoculumn-fecal-inoculumn,8870,2356039,e003-inoculumn-fecal-AC,100031
3,C_B1_e003Assembly_6_S205,4395,1233666,e003-inoculumn-fecal-AC,100031
4,D_F7_e003Assembly_S355,4875,1257109,e003-inoculumn-fecal-AC,100031
0,e003-inoculumn-fecal-AC,5958,860629,e003-inoculumn-fecal-AF,100031
1,e003-inoculumn-fecal-AF,0,1819617,e003-inoculumn-fecal-AF,100031
2,e003-inoculumn-fecal-inoculumn,8847,2356039,e003-inoculumn-fecal-AF,100031
3,C_B1_e003Assembly_6_S205,4305,1233666,e003-inoculumn-fecal-AF,100031
4,D_F7_e003Assembly_S355,5635,1257109,e003-inoculumn-fecal-AF,100031
0,e003-inoculumn-fecal-AC,8870,860629,e003-inoculumn-fecal-inoculumn,100031
1,e003-inoculumn-fecal-AF,8847,1819617,e003-inoculumn-fecal-inoculumn,100031
2,e003-inoculumn-fecal-inoculumn,0,2356039,e003-inoculumn-fecal-inoculumn,100031
3,C_B1_e003Assembly_6_S205,18,1233666,e003-inoculumn-fecal-inoculumn,100031
4,D_F7_e003Assembly_S355,7743,1257109,e003-inoculumn-fecal-inoculumn,100031
0,e003-inoculumn-fecal-AC,4395,860629,C_B1_e003Assembly_6_S205,100031
1,e003-inoculumn-fecal-AF,4305,1819617,C_B1_e003Assembly_6_S205,100031
2,e003-inoculumn-fecal-inoculumn,18,2356039,C_B1_e003Assembly_6_S205,100031
3,C_B1_e003Assembly_6_S205,0,1233666,C_B1_e003Assembly_6_S205,100031
4,D_F7_e003Assembly_S355,4035,1257109,C_B1_e003Assembly_6_S205,100031
0,e003-inoculumn-fecal-AC,4875,860629,D_F7_e003Assembly_S355,100031
1,e003-inoculumn-fecal-AF,5635,1819617,D_F7_e003Assembly_S355,100031
2,e003-inoculumn-fecal-inoculumn,7743,2356039,D_F7_e003Assembly_S355,100031
3,C_B1_e003Assembly_6_S205,4035,1233666,D_F7_e003Assembly_S355,100031
4,D_F7_e003Assembly_S355,0,1257109,D_F7_e003Assembly_S355,100031
