,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p1_S764,4946,2809
A10-e003Coalescence-mBHI-p5,3320,2014
A10-e003Coalescence-mBHI-p7,4399,2485
A10-e003Coalescence-mGAM-p1_S768,4957,2846
A10-e003Coalescence-mGAM-p3,4973,2846
A10-e003Coalescence-mGAM-p7,4799,2799
A4-e003Coalescence-Inoculumn-mGAM,4982,2851
A8-e003Coalescence-mBHI-p1_S748,4757,2820
A8-e003Coalescence-mBHI-p3,4927,2840
A8-e003Coalescence-mBHI-p5,4708,2754
A8-e003Coalescence-mBHI-p7,4907,2839
A8-e003Coalescence-mGAM-p1_S752,4846,2841
A8-e003Coalescence-mGAM-p7,4879,2844
A_A5_A8_AA_AA_mGAM_mBHI_2_S5,4876,2846
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,4967,2818
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,4858,2846
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,4982,2849
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,4903,2845
B_A5_E8_AA_AA_mGAM_mBHI_2_S101,4803,2839
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,4965,2839
B_A9_A8_AA_AA_mGAM_mBHI_4_S105,4765,2819
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,4765,2591
B_C5_G8_AA_AE_mGAM_mBHI_2_S125,4217,2393
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,4944,2730
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,4698,2719
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,4966,2836
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,4828,2846
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,4980,2846
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,4879,2837
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,4928,2698
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,2932,1709
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,4958,2778
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,4971,2847
C10-e003Coalescence-mBHI-p3,4909,2730
C10-e003Coalescence-mBHI-p5,4724,2560
C10-e003Coalescence-mBHI-p7,4800,2642
C10-e003Coalescence-mGAM-p1_S770,4856,2665
C10-e003Coalescence-mGAM-p3,4818,2689
C10-e003Coalescence-mGAM-p5,4951,2776
C10-e003Coalescence-mGAM-p7,4968,2793
C2-e003Coalescence-Inoculumn-mGAM,4966,2849
C8-e003Coalescence-mBHI-p1_S750,4317,2375
C8-e003Coalescence-mBHI-p5,4932,2835
C8-e003Coalescence-mBHI-p7,3930,2242
C8-e003Coalescence-mGAM-p1_S754,4893,2822
C8-e003Coalescence-mGAM-p7,4981,2851
C_A5_A8_AA_AA_mGAM_mBHI_6_S197,4636,2775
C_A7_A10_AE_AA_mGAM_mBHI_6_S199,4297,2490
C_C5_C8_AA_AE_mGAM_mBHI_6_S221,4936,2841
C_C7_C10_AE_AE_mGAM_mBHI_6_S223,4667,2557
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,4944,2850
C_E7_A10_AE_AA_mGAM_mGAM_6_S247,4984,2850
C_G5_C8_AA_AE_mGAM_mGAM_6_S269,4957,2850
C_G7_C10_AE_AE_mGAM_mGAM_6_S271,4937,2731
Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,4953,2848
Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,4911,2846
Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,4932,2849
Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,4978,2847
Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,4951,2842
Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,4982,2851
D_A11_E10_AE_AA_mGAM_mBHI_4_S299,4608,2705
D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,4981,2849
D_A7_A10_AE_AA_mGAM_mBHI_6_S295,4963,2849
D_A9_E8_AA_AA_mGAM_mBHI_4_S297,4918,2849
D_C11_G10_AE_AE_mGAM_mBHI_4_S323,4938,2776
D_C5_C8_AA_AE_mGAM_mBHI_6_S317,4750,2775
D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,4980,2787
D_C7_C10_AE_AE_mGAM_mBHI_6_S319,4828,2656
D_C9_G8_AA_AE_mGAM_mBHI_4_S321,4971,2849
D_E11_E10_AE_AA_mGAM_mGAM_4_S347,4984,2851
D_E5_A8_AA_AA_mGAM_mGAM_6_S341,4807,2837
D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,4974,2839
D_E7_A10_AE_AA_mGAM_mGAM_6_S343,4985,2851
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,4925,2850
D_G11_G10_AE_AE_mGAM_mGAM_4_S371,4936,2747
D_G5_C8_AA_AE_mGAM_mGAM_6_S365,4938,2847
D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,4962,2743
D_G7_C10_AE_AE_mGAM_mGAM_6_S367,4946,2739
D_G9_G8_AA_AE_mGAM_mGAM_4_S369,4972,2850
E10-e003Coalescence-mBHI-p1_S828,4947,2826
E10-e003Coalescence-mGAM-p1_S832,4947,2844
E100-e003Coalescence-mBHI-p5_S7,4809,2784
E100-e003Coalescence-mBHI-p7_S103,4812,2803
E100-e003Coalescence-mGAM-p3_S155,4937,2815
E100-e003Coalescence-mGAM-p5_S55,4866,2834
E100-e003Coalescence-mGAM-p7_S151,4859,2845
E8-e003Coalescence-mBHI-p1_S812,4899,2848
E8-e003Coalescence-mBHI-p3_S105,4626,2820
E8-e003Coalescence-mBHI-p5_S5,4857,2838
E8-e003Coalescence-mGAM-p1_S816,4844,2838
E8-e003Coalescence-mGAM-p5_S53,4809,2837
E8-e003Coalescence-mGAM-p7_S149,4852,2847
G10-e003Coalescence-mBHI-p1_S830,4859,2628
G10-e003Coalescence-mGAM-p1_S834,4846,2624
G100-e003Coalescence-mBHI-p5_S31,4797,2623
G100-e003Coalescence-mBHI-p7_S127,4694,2561
G100-e003Coalescence-mGAM-p3_S179,4307,2272
G100-e003Coalescence-mGAM-p7_S175,4869,2636
