,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,3172,22588
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,3159,22447
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,3161,22568
B_C8_G11_AF_AE_mGAM_mBHI_2_S128,2089,15628
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,3162,22534
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,3172,22588
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,3103,20928
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,3164,22318
B_H11_D10_AE_AF_mGAM_mGAM_4_S191,3014,19887
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,3149,22348
C11-e003Coalescence-mBHI-p1_S774,2820,21076
C11-e003Coalescence-mBHI-p3,3104,22188
C11-e003Coalescence-mBHI-p5,3161,22557
C11-e003Coalescence-mGAM-p1_S778,2980,20669
C11-e003Coalescence-mGAM-p3,3170,22572
C11-e003Coalescence-mGAM-p5,3169,22428
C11-e003Coalescence-mGAM-p7,3165,22562
C5-e003Coalescence-Inoculumn-mGAM,3165,22558
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,3140,22551
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,3160,22568
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,3148,22007
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,3159,22196
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,3059,22483
Coalescence-F8-H10-AE-AF-mGAM-mGAM-3_S687,2062,12176
D10-e003Coalescence-mBHI-p3,3165,22550
D10-e003Coalescence-mBHI-p5,2941,21621
D10-e003Coalescence-mBHI-p7,3097,22300
D10-e003Coalescence-mGAM-p1_S771,3170,22584
D10-e003Coalescence-mGAM-p3,3165,22495
D10-e003Coalescence-mGAM-p5,3172,22561
D10-e003Coalescence-mGAM-p7,3168,22559
D4-e003Coalescence-Inoculumn-mGAM,3030,21781
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,3168,22583
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,3039,22268
D_D11_H10_AE_AF_mGAM_mBHI_4_S335,3169,22580
D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,3165,22549
D_D7_D10_AE_AF_mGAM_mBHI_6_S331,3166,22567
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,3159,22439
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,3163,22356
D_H11_H10_AE_AF_mGAM_mGAM_4_S383,3075,20970
D_H7_D10_AE_AF_mGAM_mGAM_6_S379,3004,20687
G11-e003Coalescence-mBHI-p1_S838,3094,22328
G11-e003Coalescence-mGAM-p1_S842,3166,22555
G111-e003Coalescence-mBHI-p5_S32,3116,22451
G111-e003Coalescence-mBHI-p7_S128,2705,20897
G111-e003Coalescence-mGAM-p3_S180,3155,22262
G111-e003Coalescence-mGAM-p5_S80,3143,21594
G111-e003Coalescence-mGAM-p7_S176,2459,14485
H10-e003Coalescence-mBHI-p1_S831,3158,22549
H10-e003Coalescence-mGAM-p1_S835,3170,22574
H100-e003Coalescence-mBHI-p5_S43,3147,22519
H100-e003Coalescence-mBHI-p7_S139,3162,22539
H100-e003Coalescence-mGAM-p5_S91,3090,21834
H100-e003Coalescence-mGAM-p7_S187,3100,21314
