,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,6170,18993
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,6354,19006
A_H2_D3_ACPP_AF_mBHI_mGAM_2_S86,6118,17779
B5-e003Coalescence-Inoculumn-mBHI,6370,19777
B5-e003Coalescence-mBHI-p1_S741,6339,19513
B5-e003Coalescence-mBHI-p3,6400,19807
B5-e003Coalescence-mBHI-p5,6314,19737
B5-e003Coalescence-mBHI-p7,6353,19778
B5-e003Coalescence-mGAM-p1_S745,6383,19758
B5-e003Coalescence-mGAM-p3,6374,19590
B5-e003Coalescence-mGAM-p5,6390,19681
B5-e003Coalescence-mGAM-p7,6383,19550
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,6397,19810
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,6401,19789
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,6353,18955
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,6402,19826
D3-e003Coalescence-Inoculumn-mBHI,6395,19825
D3-e003Coalescence-mBHI-p1_S727,6366,19659
D3-e003Coalescence-mBHI-p5,6331,19697
D3-e003Coalescence-mBHI-p7,6295,19789
D3-e003Coalescence-mGAM-p1_S731,6399,19807
D3-e003Coalescence-mGAM-p3,6350,19602
D3-e003Coalescence-mGAM-p5,6400,19765
F5-e003Coalescence-mBHI-p1_S805,6243,19335
F5-e003Coalescence-mBHI-p3_S24,6394,19802
F5-e003Coalescence-mBHI-p5_S16,6318,19766
F5-e003Coalescence-mBHI-p7_S112,6219,19507
F5-e003Coalescence-mGAM-p1_S809,6397,19806
F5-e003Coalescence-mGAM-p3_S72,6382,19290
F5-e003Coalescence-mGAM-p5_S64,6382,19308
F5-e003Coalescence-mGAM-p7_S160,6385,19558
H3-e003Coalescence-mBHI-p1_S791,6273,19379
H3-e003Coalescence-mBHI-p3_S46,6403,19823
H3-e003Coalescence-mBHI-p5_S38,6361,19788
H3-e003Coalescence-mBHI-p7_S134,6289,19544
H3-e003Coalescence-mGAM-p1_S795,4644,12752
H3-e003Coalescence-mGAM-p3_S94,6374,19251
H3-e003Coalescence-mGAM-p5_S86,6379,19219
H3-e003Coalescence-mGAM-p7_S182,6392,19550
