,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,1883,12540
A5-e003Coalescence-mBHI-inoculumn-redo,2369,16040
A5-e003Coalescence-mBHI-p1_S740,2268,15743
A5-e003Coalescence-mBHI-p7,2397,16101
A5-e003Coalescence-mGAM-p1_S744,2435,16411
A5-e003Coalescence-mGAM-p3,2462,16459
A_A12_A5_AF_AA_mBHI_mBHI_4_S12,2453,16463
A_A4_A5_AF_AA_mBHI_mBHI_2_S4,2347,16052
A_D1_D2_AA_AF_mBHI_mBHI_2_S37,2423,16528
A_D9_D2_AA_AF_mBHI_mBHI_4_S45,2426,16362
A_E12_A5_AF_AA_mBHI_mGAM_4_S60,2458,16355
A_E4_A5_AF_AA_mBHI_mGAM_2_S52,2407,16452
A_H1_D2_AA_AF_mBHI_mGAM_2_S85,2419,16499
A_H9_D2_AA_AF_mBHI_mGAM_4_S93,2463,16451
B_A4_E5_AF_AA_mBHI_mBHI_2_S100,2444,16354
B_D1_H2_AA_AF_mBHI_mBHI_2_S133,2169,14394
B_E4_E5_AF_AA_mBHI_mGAM_2_S148,2462,16597
C_D9_H2_AA_AF_mBHI_mBHI_4_S237,2202,14527
C_E12_E5_AF_AA_mBHI_mGAM_4_S252,1562,9020
C_E4_A5_AF_AA_mBHI_mGAM_6_S244,2460,16493
C_H9_H2_AA_AF_mBHI_mGAM_4_S285,2451,16143
Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,2450,16429
Coalescence-D5-H2-AA-AF-mBHI-mBHI-5_S660,2451,16480
D2-e003Coalescence-Inoculumn-mBHI,2271,15407
D2-e003Coalescence-mBHI-p1_S719,2303,15801
D2-e003Coalescence-mBHI-p3,2398,16185
D2-e003Coalescence-mBHI-p5,2106,14128
D2-e003Coalescence-mGAM-p1_S723,2434,16547
D2-e003Coalescence-mGAM-p5,2462,16479
D_A4_A5_AF_AA_mBHI_mBHI_6_S292,2429,16334
D_D1_D2_AA_AF_mBHI_mBHI_6_S325,1595,9554
D_E4_A5_AF_AA_mBHI_mGAM_6_S340,2461,16517
D_H1_D2_AA_AF_mBHI_mGAM_6_S373,2458,16373
E5-e003Coalescence-mBHI-p1_S804,2301,15674
E5-e003Coalescence-mBHI-p3_S12,2365,15660
E5-e003Coalescence-mBHI-p5_S4,2351,15739
E5-e003Coalescence-mBHI-p7_S100,2392,16007
E5-e003Coalescence-mGAM-p1_S808,2442,16461
E5-e003Coalescence-mGAM-p3_S60,2457,16371
E5-e003Coalescence-mGAM-p5_S52,2461,16277
E5-e003Coalescence-mGAM-p7_S148,2466,16497
H2-e003Coalescence-mBHI-p1_S783,2346,15747
H2-e003Coalescence-mBHI-p3_S45,2369,15753
H2-e003Coalescence-mBHI-p7_S133,2389,16097
H2-e003Coalescence-mGAM-p1_S787,2446,16532
H2-e003Coalescence-mGAM-p3_S93,2461,16401
H2-e003Coalescence-mGAM-p5_S85,2336,14899
H2-e003Coalescence-mGAM-p7_S181,2468,16547
