,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,5415,2467
A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,5334,2341
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,5419,2467
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,5370,2359
B4-e003Coalescence-Inoculumn-mBHI,5420,2469
B4-e003Coalescence-mBHI-p1_S733,5326,2305
B4-e003Coalescence-mBHI-p3,5396,2434
B4-e003Coalescence-mGAM-p1_S737,5358,2377
B4-e003Coalescence-mGAM-p5,5379,2421
C3-e003Coalescence-mBHI-inoculumn-redo,5423,2469
C3-e003Coalescence-mBHI-p1_S726,5340,2324
C3-e003Coalescence-mBHI-p5,5341,2465
C3-e003Coalescence-mBHI-p7,5416,2469
C3-e003Coalescence-mGAM-p1_S730,5351,2366
C3-e003Coalescence-mGAM-p3,5419,2466
C3-e003Coalescence-mGAM-p5,5412,2463
C3-e003Coalescence-mGAM-p7,5405,2462
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,5363,2445
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,5416,2452
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,5423,2468
F4-e003Coalescence-mBHI-p1_S797,5107,2144
F4-e003Coalescence-mBHI-p3_S23,5382,2413
F4-e003Coalescence-mBHI-p5_S15,5357,2438
F4-e003Coalescence-mBHI-p7_S111,5357,2438
F4-e003Coalescence-mGAM-p1_S801,5349,2358
F4-e003Coalescence-mGAM-p3_S71,5416,2455
F4-e003Coalescence-mGAM-p5_S63,5366,2444
F4-e003Coalescence-mGAM-p7_S159,5421,2460
G3-e003Coalescence-mBHI-p1_S790,5346,2326
G3-e003Coalescence-mBHI-p3_S34,5404,2440
G3-e003Coalescence-mBHI-p5_S26,5392,2467
G3-e003Coalescence-mBHI-p7_S122,5360,2462
G3-e003Coalescence-mGAM-p1_S794,5353,2347
G3-e003Coalescence-mGAM-p3_S82,5413,2458
G3-e003Coalescence-mGAM-p5_S74,5401,2463
