,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C12_C5_AF_AE_mBHI_mBHI_4_S36,2590,17569
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,2582,17564
A_D11_D4_AE_AF_mBHI_mBHI_4_S47,2587,17540
A_D3_D4_AE_AF_mBHI_mBHI_2_S39,2577,17545
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,2587,17499
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,2566,17492
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,2590,17538
B_C4_G5_AF_AE_mBHI_mBHI_2_S124,2531,17064
B_D3_H4_AE_AF_mBHI_mBHI_2_S135,2541,17183
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,2568,16955
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,2561,16765
C5-e003Coalescence-mBHI-inoculumn-redo,2590,17573
C5-e003Coalescence-mBHI-p1_S742,2521,17213
C5-e003Coalescence-mBHI-p3,2264,14496
C5-e003Coalescence-mBHI-p5,2579,17520
C5-e003Coalescence-mBHI-p7,2583,17548
C5-e003Coalescence-mGAM-p1_S746,2566,17472
C5-e003Coalescence-mGAM-p3,2590,17519
C5-e003Coalescence-mGAM-p7,2580,17393
C_C12_G5_AF_AE_mBHI_mBHI_4_S228,2577,17136
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,2587,17561
C_D11_H4_AE_AF_mBHI_mBHI_4_S239,2586,17559
C_D3_D4_AE_AF_mBHI_mBHI_6_S231,2586,17529
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,2570,16944
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,2576,16981
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,2562,16855
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,2567,16973
Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,2565,16910
D4-e003Coalescence-Inoculumn-mBHI,2587,17572
D4-e003Coalescence-mBHI-p1_S735,2587,17552
D4-e003Coalescence-mBHI-p3,2560,17194
D4-e003Coalescence-mBHI-p5,2517,17054
D4-e003Coalescence-mBHI-p7,2587,17520
D4-e003Coalescence-mGAM-p1_S739,2582,17513
D4-e003Coalescence-mGAM-p3,2588,17523
D4-e003Coalescence-mGAM-p5,2586,17416
D4-e003Coalescence-mGAM-p7,2575,17239
D_C4_C5_AF_AE_mBHI_mBHI_6_S316,2554,17046
D_D3_D4_AE_AF_mBHI_mBHI_6_S327,2575,17191
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,2565,16885
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,2588,17257
G5-e003Coalescence-mBHI-p1_S806,2518,17137
G5-e003Coalescence-mBHI-p3_S36,2560,17311
G5-e003Coalescence-mBHI-p5_S28,2590,17559
G5-e003Coalescence-mBHI-p7_S124,2583,17551
G5-e003Coalescence-mGAM-p1_S810,2584,17520
G5-e003Coalescence-mGAM-p3_S84,2588,17485
G5-e003Coalescence-mGAM-p5_S76,2581,17298
G5-e003Coalescence-mGAM-p7_S172,2580,17048
H4-e003Coalescence-mBHI-p1_S799,2581,17525
H4-e003Coalescence-mBHI-p3_S47,2584,17517
H4-e003Coalescence-mBHI-p5_S39,2588,17477
H4-e003Coalescence-mBHI-p7_S135,2562,17327
H4-e003Coalescence-mGAM-p1_S803,2584,17523
H4-e003Coalescence-mGAM-p3_S95,2576,17063
H4-e003Coalescence-mGAM-p5_S87,2569,17000
H4-e003Coalescence-mGAM-p7_S183,2578,17143
