,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,6483,24932
A11-e003Coalescence-mBHI-p3,6514,24987
A11-e003Coalescence-mBHI-p5,6342,24641
A11-e003Coalescence-mBHI-p7,5937,23208
A11-e003Coalescence-mGAM-p1_S776,6491,24968
A11-e003Coalescence-mGAM-p3,6511,24951
A11-e003Coalescence-mGAM-p7,6471,24711
A5-e003Coalescence-Inoculumn-mGAM,6515,24987
A8-e003Coalescence-mBHI-p1_S748,6157,24685
A8-e003Coalescence-mBHI-p3,6414,24926
A8-e003Coalescence-mBHI-p5,6111,24231
A8-e003Coalescence-mBHI-p7,6373,24888
A8-e003Coalescence-mGAM-p1_S752,6280,24907
A8-e003Coalescence-mGAM-p7,6351,24890
A_A5_A8_AA_AA_mGAM_mBHI_2_S5,6335,24889
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,6509,24984
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,6516,24986
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,6440,23687
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,6297,24907
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,6503,24967
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,6481,24933
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,6439,23911
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,6503,24965
B_A5_E8_AA_AA_mGAM_mBHI_2_S101,6228,24854
B_A8_E11_AF_AA_mGAM_mBHI_2_S104,6215,24169
B_A9_A8_AA_AA_mGAM_mBHI_4_S105,6192,24698
B_D12_D11_AF_AF_mGAM_mBHI_4_S144,6110,21759
B_D5_H8_AA_AF_mGAM_mBHI_2_S137,6243,24217
B_D8_H11_AF_AF_mGAM_mBHI_2_S140,6364,23086
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,6471,24827
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,6247,24899
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,6516,24986
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,6356,24897
B_H12_D11_AF_AF_mGAM_mGAM_4_S192,6065,21867
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,6513,24961
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,6435,23688
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,6380,24582
C_A5_A8_AA_AA_mGAM_mBHI_6_S197,5965,24359
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,6516,24984
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,6466,24071
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,6423,24946
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,6340,24699
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,6313,23974
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,6256,24166
Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,6469,24257
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,6466,24641
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,6446,24620
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,6456,24754
Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,6350,24931
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,6431,23697
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,6497,24941
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,6507,24969
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,6487,24903
D11-e003Coalescence-mBHI-p1_S775,6220,22735
D11-e003Coalescence-mBHI-p5,6493,24672
D11-e003Coalescence-mGAM-p1_S779,6423,23755
D11-e003Coalescence-mGAM-p5,6495,24627
D11-e003Coalescence-mGAM-p7,6482,24557
D2-e003Coalescence-Inoculumn-mGAM,6514,24986
D8-e003Coalescence-mBHI-p1_S751,6409,24695
D8-e003Coalescence-mBHI-p5,6468,24917
D8-e003Coalescence-mGAM-p1_S755,6511,24982
D8-e003Coalescence-mGAM-p5,6493,24907
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,6516,24985
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,6515,24985
D_A9_E8_AA_AA_mGAM_mBHI_4_S297,6356,24933
D_D12_H11_AF_AF_mGAM_mBHI_4_S336,6308,23186
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,6497,24968
D_D8_D11_AF_AF_mGAM_mBHI_6_S332,6439,23942
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,6497,24902
D_E5_A8_AA_AA_mGAM_mGAM_6_S341,6228,24884
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,6488,24647
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,6385,24944
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,6454,24876
D_H8_D11_AF_AF_mGAM_mGAM_6_S380,6439,23836
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,6358,24450
E11-e003Coalescence-mBHI-p1_S836,6508,24982
E11-e003Coalescence-mGAM-p1_S840,6514,24986
E111-e003Coalescence-mBHI-p3_S108,6318,24533
E111-e003Coalescence-mBHI-p5_S8,6367,24779
E111-e003Coalescence-mBHI-p7_S104,6499,24955
E111-e003Coalescence-mGAM-p5_S56,6459,24573
E8-e003Coalescence-mBHI-p1_S812,6346,24923
E8-e003Coalescence-mBHI-p3_S105,6005,24662
E8-e003Coalescence-mBHI-p5_S5,6280,24822
E8-e003Coalescence-mGAM-p1_S816,6266,24906
E8-e003Coalescence-mGAM-p5_S53,6260,24900
E8-e003Coalescence-mGAM-p7_S149,6306,24911
H11-e003Coalescence-mBHI-p1_S839,6452,24144
H11-e003Coalescence-mGAM-p1_S843,6415,23646
H111-e003Coalescence-mBHI-p3_S144,6444,23875
H111-e003Coalescence-mBHI-p5_S44,6452,23764
H111-e003Coalescence-mGAM-p3_S192,6458,23984
H111-e003Coalescence-mGAM-p5_S92,6447,23913
H111-e003Coalescence-mGAM-p7_S188,6458,23981
H8-e003Coalescence-mBHI-p1_S815,6503,24943
H8-e003Coalescence-mBHI-p5_S41,6486,24961
H8-e003Coalescence-mBHI-p7_S137,6477,24946
H8-e003Coalescence-mGAM-p1_S819,6510,24986
H8-e003Coalescence-mGAM-p5_S89,6403,24737
H8-e003Coalescence-mGAM-p7_S185,6474,24865
