,sample,boot_med,boot_low,boot_high,actual_med
0,A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,0.562,0.56,0.567,0.562
1,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,0.9989836032235047,0.997,0.9990043063561701,0.9989832943088444
2,A_H2_D3_ACPP_AF_mBHI_mGAM_2_S86,0.9928270696810798,0.9925160217202315,0.9931439171883771,0.9928382816375441
3,B5-e003Coalescence-Inoculumn-mBHI,0.3,0.298,0.302,0.3
4,B5-e003Coalescence-mBHI-p1_S741,0.652,0.65,0.655,0.652
5,B5-e003Coalescence-mBHI-p3,0.614,0.611,0.616,0.614
6,B5-e003Coalescence-mBHI-p5,0.282,0.28,0.286,0.282
7,B5-e003Coalescence-mBHI-p7,0.25,0.25,0.255,0.25
8,B5-e003Coalescence-mGAM-p1_S745,0.734,0.732,0.736,0.734
9,B5-e003Coalescence-mGAM-p3,0.974,0.973,0.974,0.974
10,B5-e003Coalescence-mGAM-p5,0.999028998374658,0.99900749901232,0.9990484477046506,0.999028550283713
11,B5-e003Coalescence-mGAM-p7,0.9991261628992428,0.9991000053739381,0.9991542324233637,0.9991257698871888
12,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,0.725,0.723,0.727,0.725
13,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,0.923,0.922,0.924,0.923
14,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,0.9995918619818267,0.999581638568012,0.9996024221480561,0.9995921206573075
15,Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,0.644,0.642,0.646,0.644
16,D3-e003Coalescence-Inoculumn-mBHI,0.301,0.299,0.303,0.301
17,D3-e003Coalescence-mBHI-p1_S727,0.658,0.656,0.66,0.658
18,D3-e003Coalescence-mBHI-p5,0.244,0.241,0.25,0.243
19,D3-e003Coalescence-mBHI-p7,0.06000000000000005,0.06,0.062,0.061
20,D3-e003Coalescence-mGAM-p1_S731,0.683,0.681,0.685,0.683
21,D3-e003Coalescence-mGAM-p3,0.992,0.991,0.992,0.992
22,D3-e003Coalescence-mGAM-p5,0.994,0.994,0.994,0.994
23,F5-e003Coalescence-mBHI-p1_S805,0.655,0.652,0.657,0.655
24,F5-e003Coalescence-mBHI-p3_S24,0.619,0.617,0.621,0.619
25,F5-e003Coalescence-mBHI-p5_S16,0.269,0.267,0.271,0.269
26,F5-e003Coalescence-mBHI-p7_S112,0.281,0.278,0.286,0.281
27,F5-e003Coalescence-mGAM-p1_S809,0.72,0.718,0.722,0.72
28,F5-e003Coalescence-mGAM-p3_S72,0.988,0.988,0.988,0.988
29,F5-e003Coalescence-mGAM-p5_S64,0.993,0.993,0.993,0.993
30,F5-e003Coalescence-mGAM-p7_S160,0.983,0.983,0.983,0.983
31,H3-e003Coalescence-mBHI-p1_S791,0.69,0.688,0.692,0.69
32,H3-e003Coalescence-mBHI-p3_S46,0.576,0.573,0.578,0.576
33,H3-e003Coalescence-mBHI-p5_S38,0.314,0.311,0.316,0.314
34,H3-e003Coalescence-mBHI-p7_S134,0.4,0.4,0.409,0.4
35,H3-e003Coalescence-mGAM-p1_S795,0.9280756758042726,0.9261442966268921,0.9297939071098397,0.9280923204168589
36,H3-e003Coalescence-mGAM-p3_S94,0.99,0.99,0.99,0.99
37,H3-e003Coalescence-mGAM-p5_S86,0.995,0.994,0.9984471684382565,0.995
38,H3-e003Coalescence-mGAM-p7_S182,0.99,0.989,0.99,0.99
