,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p1_S765,4746,2089
B10-e003Coalescence-mBHI-p3,5883,2868
B10-e003Coalescence-mBHI-p5,5841,2873
B10-e003Coalescence-mGAM-p1_S769,5661,2744
B10-e003Coalescence-mGAM-p3,5910,2919
B10-e003Coalescence-mGAM-p7,5893,2836
B4-e003Coalescence-Inoculumn-mGAM,5909,2919
B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,5889,2847
B_C6_G9_ACPP_AE_mGAM_mBHI_2_S126,1722,699
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,5913,2919
B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,5665,2896
C3-e003Coalescence-Inoculumn-mGAM,5897,2911
C9-e003Coalescence-mBHI-p1_S758,5604,2674
C9-e003Coalescence-mBHI-p3,5889,2833
C9-e003Coalescence-mBHI-p5,5788,2806
C9-e003Coalescence-mBHI-p7,5709,2640
C9-e003Coalescence-mGAM-p1_S762,5843,2888
C9-e003Coalescence-mGAM-p3,5913,2919
C9-e003Coalescence-mGAM-p5,5913,2919
C9-e003Coalescence-mGAM-p7,5909,2904
Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,5895,2893
Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,5901,2874
Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,5910,2914
Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,5907,2910
F10-e003Coalescence-mBHI-p1_S829,4392,2038
F10-e003Coalescence-mGAM-p1_S833,5787,2865
F100-e003Coalescence-mBHI-p7_S115,5911,2914
F100-e003Coalescence-mGAM-p3_S167,5559,2894
F100-e003Coalescence-mGAM-p5_S67,5668,2816
F100-e003Coalescence-mGAM-p7_S163,5759,2909
G9-e003Coalescence-mBHI-p1_S822,4591,1987
G9-e003Coalescence-mBHI-p3_S130,5813,2804
G9-e003Coalescence-mBHI-p5_S30,5897,2879
G9-e003Coalescence-mGAM-p1_S826,5881,2893
G9-e003Coalescence-mGAM-p3_S178,5913,2919
G9-e003Coalescence-mGAM-p5_S78,5896,2914
G9-e003Coalescence-mGAM-p7_S174,5901,2903
