,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p1_S773,6213,21503
B11-e003Coalescence-mBHI-p3,6459,22763
B11-e003Coalescence-mGAM-p3,6597,22800
B11-e003Coalescence-mGAM-p7,6587,22664
B5-e003Coalescence-Inoculumn-mGAM,6577,22771
B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,6352,22705
B_D6_H9_ACPP_AF_mGAM_mBHI_2_S138,5815,21333
B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,6487,21389
B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,6578,22581
Coalescence-C11-B11-ACPP-AF-mGAM-mBHI-5_S654,6228,22743
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,6587,22523
D3-e003Coalescence-Inoculumn-mGAM,6595,22799
D9-e003Coalescence-mBHI-p1_S759,6286,21916
D9-e003Coalescence-mBHI-p3,4721,18049
D9-e003Coalescence-mBHI-p5,6366,22692
D9-e003Coalescence-mBHI-p7,6435,22728
D9-e003Coalescence-mGAM-p1_S763,6592,22793
D9-e003Coalescence-mGAM-p3,6588,22686
D9-e003Coalescence-mGAM-p5,6593,22770
D9-e003Coalescence-mGAM-p7,6592,22746
F11-e003Coalescence-mBHI-p1_S837,6441,22339
F11-e003Coalescence-mGAM-p1_S841,6498,22539
F111-e003Coalescence-mBHI-p3_S120,6256,22637
F111-e003Coalescence-mBHI-p5_S20,6026,22194
F111-e003Coalescence-mBHI-p7_S116,6489,22689
F111-e003Coalescence-mGAM-p3_S168,6431,21298
F111-e003Coalescence-mGAM-p5_S68,6392,20875
F111-e003Coalescence-mGAM-p7_S164,6263,20216
H9-e003Coalescence-mBHI-p1_S823,6577,22712
H9-e003Coalescence-mBHI-p5_S42,6286,22719
H9-e003Coalescence-mBHI-p7_S138,6232,22507
H9-e003Coalescence-mGAM-p1_S827,6597,22800
H9-e003Coalescence-mGAM-p3_S190,6510,21395
H9-e003Coalescence-mGAM-p5_S90,6478,21581
H9-e003Coalescence-mGAM-p7_S186,6438,21749
