,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9445831690487924,0.03310909090909091
C4-e003Coalescence-Inoculumn-mGAM,0.21704854608181373,0.967240285204991
A10-e003Coalescence-mBHI-p5,0.41437814194184325,0.15785704099821746
A10-e003Coalescence-mBHI-p7,0.39813405618531295,0.3853522281639929
A10-e003Coalescence-mGAM-p3,0.5270581567274518,0.5016174688057041
A10-e003Coalescence-mGAM-p7,0.8066573435189749,0.1378513368983957
A4-e003Coalescence-Inoculumn-mGAM,0.8195712173484475,0.16216399286987523
C2-e003Coalescence-Inoculumn-mGAM,0.829052981764416,0.14793761140819967
C8-e003Coalescence-mBHI-p5,0.6418462296697881,0.3196288770053476
C8-e003Coalescence-mBHI-p7,0.44223213405618533,0.24823600713012484
C8-e003Coalescence-mGAM-p7,0.7328713652045343,0.25175935828877005
E100-e003Coalescence-mBHI-p5_S7,0.6563171513060622,0.2542837789661319
E100-e003Coalescence-mBHI-p7_S103,0.6342985460818138,0.2593490196078431
E100-e003Coalescence-mGAM-p3_S155,0.43756554953178906,0.5639308377896614
E100-e003Coalescence-mGAM-p5_S55,0.7982805569245935,0.15585918003565064
E100-e003Coalescence-mGAM-p7_S151,0.8685852636766881,0.10100071301247772
G8-e003Coalescence-mBHI-p3_S129,0.6268642188270083,0.32254010695187163
G8-e003Coalescence-mBHI-p5_S29,0.698370502710695,0.25039037433155076
G8-e003Coalescence-mBHI-p7_S125,0.556505791030064,0.318114081996435
G8-e003Coalescence-mGAM-p3_S177,0.6266534006899951,0.36471301247771837
G8-e003Coalescence-mGAM-p5_S77,0.9419510842779695,0.035290909090909095
G8-e003Coalescence-mGAM-p7_S173,0.9235157713159192,0.058234581105169346
