,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B3-e003Coalescence-Inoculumn-mBHI,0.9981045352773564,0.00018679479470043022
D5-e003Coalescence-Inoculumn-mBHI,0.0030419890733161276,0.9984417784654285
B5-e003Coalescence-Inoculumn-mBHI,0.641,0.298
B5-e003Coalescence-mBHI-p3,0.324,0.611
B5-e003Coalescence-mBHI-p5,0.643,0.28
B5-e003Coalescence-mBHI-p7,0.675,0.25
B5-e003Coalescence-mGAM-p3,0.021,0.973
B5-e003Coalescence-mGAM-p5,0.0009507501209458839,0.9990132963571688
B5-e003Coalescence-mGAM-p7,0.001141087373296727,0.9990616340787246
D3-e003Coalescence-Inoculumn-mBHI,0.635,0.299
D3-e003Coalescence-mBHI-p5,0.7,0.241
D3-e003Coalescence-mBHI-p7,0.906,0.06
D3-e003Coalescence-mGAM-p3,0.0017743585601859215,0.992
D3-e003Coalescence-mGAM-p5,0.0030000000000000027,0.994
F5-e003Coalescence-mBHI-p3_S24,0.296,0.614
F5-e003Coalescence-mBHI-p5_S16,0.65,0.265
F5-e003Coalescence-mBHI-p7_S112,0.632,0.278
F5-e003Coalescence-mGAM-p3_S72,0.009,0.988
F5-e003Coalescence-mGAM-p5_S64,0.005,0.993
F5-e003Coalescence-mGAM-p7_S160,0.008,0.983
H3-e003Coalescence-mBHI-p3_S46,0.329,0.571
H3-e003Coalescence-mBHI-p5_S38,0.591,0.31
H3-e003Coalescence-mBHI-p7_S134,0.5,0.4
H3-e003Coalescence-mGAM-p3_S94,0.007,0.99
H3-e003Coalescence-mGAM-p5_S86,0.0014103084327262239,0.995
H3-e003Coalescence-mGAM-p7_S182,0.007,0.989
