,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.997952675672576,0.027197814637142513
B3-e003Coalescence-Inoculumn-mBHI,0.0013783718276200836,0.9977519114606351
A3-e003Coalescence-mBHI-inoculumn-redo,0.04312422963083565,0.9572421861063901
A3-e003Coalescence-mBHI-p3,0.1591566384288788,0.8380201713137055
A3-e003Coalescence-mGAM-p7,0.0009264925706428623,0.9991408202904645
B2-e003Coalescence-Inoculumn-mBHI,0.14600000000000002,0.854
B2-e003Coalescence-mBHI-p3,0.04619568992893649,0.9486007274595122
B2-e003Coalescence-mGAM-p3,0.005142513603880636,0.9936953889044217
E3-e003Coalescence-mBHI-p3_S10,0.03851855791576353,0.9533542790422448
E3-e003Coalescence-mGAM-p3_S58,0.0037657024183967453,0.9947973305997371
E3-e003Coalescence-mGAM-p5_S50,0.010158207856572241,0.963
E3-e003Coalescence-mGAM-p7_S146,0.005435780155069242,0.9934741881012427
F2-e003Coalescence-mBHI-p3_S21,0.11754924323910658,0.8653088430568833
F2-e003Coalescence-mBHI-p5_S13,0.17279095661056934,0.7792715583219259
F2-e003Coalescence-mGAM-p3_S69,0.012523459700470337,0.9862866964911263
F2-e003Coalescence-mGAM-p5_S61,0.08899999999999998,0.901
F2-e003Coalescence-mGAM-p7_S157,0.014248029914676691,0.9863087886394379
