,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.9995517100217607,0.00026717616181737313
D5-e003Coalescence-Inoculumn-mGAM,0.0003693577103038946,0.9994399192659429
B11-e003Coalescence-mBHI-p3,0.994566628329302,0.003736967000655563
B11-e003Coalescence-mGAM-p3,0.044,0.942
B11-e003Coalescence-mGAM-p7,0.04800000000000004,0.933
B5-e003Coalescence-Inoculumn-mGAM,0.174,0.78
D3-e003Coalescence-Inoculumn-mGAM,0.194,0.758
D9-e003Coalescence-mBHI-p3,0.9539571322834449,0.03046087017357651
D9-e003Coalescence-mBHI-p5,0.9960752331785763,0.002123478118995538
D9-e003Coalescence-mBHI-p7,0.9988879628865825,0.0002816698658437561
D9-e003Coalescence-mGAM-p3,0.038000000000000034,0.946
D9-e003Coalescence-mGAM-p5,0.046,0.939
D9-e003Coalescence-mGAM-p7,0.032,0.955
F111-e003Coalescence-mBHI-p3_S120,0.9882157154439103,0.006569073214265558
F111-e003Coalescence-mBHI-p5_S20,0.9923327899665291,0.0020876184142100437
F111-e003Coalescence-mBHI-p7_S116,0.696,0.182
F111-e003Coalescence-mGAM-p3_S168,0.012564540263728177,0.927
F111-e003Coalescence-mGAM-p5_S68,0.004434156498864739,0.9925885083123047
F111-e003Coalescence-mGAM-p7_S164,0.0045920014417873845,0.9918322401598878
H9-e003Coalescence-mBHI-p5_S42,0.9930779505497294,0.0035151631707377395
H9-e003Coalescence-mBHI-p7_S138,0.9966120050233352,0.0008387624603986461
H9-e003Coalescence-mGAM-p3_S190,0.007684249778550599,0.9879434648095925
H9-e003Coalescence-mGAM-p5_S90,0.03,0.955
H9-e003Coalescence-mGAM-p7_S186,0.037,0.946
