,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.9997161832588949,0.00018063250497553747
C4-e003Coalescence-Inoculumn-mGAM,0.009760366084282766,0.9938150498581486
B10-e003Coalescence-mBHI-p3,0.21099999999999997,0.744
B10-e003Coalescence-mBHI-p5,0.43799999999999994,0.5
B10-e003Coalescence-mGAM-p3,0.542,0.414
B10-e003Coalescence-mGAM-p7,0.0014820433078308888,0.9978114209699286
B4-e003Coalescence-Inoculumn-mGAM,0.585,0.361
C3-e003Coalescence-Inoculumn-mGAM,0.603,0.346
C9-e003Coalescence-mBHI-p3,0.106,0.885
C9-e003Coalescence-mBHI-p5,0.18799999999999994,0.778
C9-e003Coalescence-mBHI-p7,0.02223466011713729,0.9712287463804011
C9-e003Coalescence-mGAM-p3,0.5,0.44299999999999995
C9-e003Coalescence-mGAM-p5,0.254,0.7010000000000001
C9-e003Coalescence-mGAM-p7,0.08699999999999997,0.895
F100-e003Coalescence-mBHI-p7_S115,0.474,0.40900000000000003
F100-e003Coalescence-mGAM-p3_S167,0.817,0.136
F100-e003Coalescence-mGAM-p5_S67,0.577,0.3445
F100-e003Coalescence-mGAM-p7_S163,0.795,0.158
G9-e003Coalescence-mBHI-p3_S130,0.172,0.778
G9-e003Coalescence-mBHI-p5_S30,0.132,0.833
G9-e003Coalescence-mGAM-p3_S178,0.554,0.395
G9-e003Coalescence-mGAM-p5_S78,0.458,0.46199999999999997
G9-e003Coalescence-mGAM-p7_S174,0.149,0.814
