,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.5804472843450479
B3-e003Coalescence-Inoculumn-mBHI,0.9218950064020487,0.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.6222791293213829,0.003194888178913738
A3-e003Coalescence-mBHI-p3,0.3282116944088775,0.014568690095846645
A3-e003Coalescence-mGAM-p7,0.9743918053777209,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.3000426803243705,0.0
B2-e003Coalescence-mBHI-p3,0.6598378147673922,0.002939297124600639
B2-e003Coalescence-mGAM-p3,0.9022620571916347,0.0
E3-e003Coalescence-mBHI-p3_S10,0.6803243704652155,0.0030670926517571886
E3-e003Coalescence-mGAM-p3_S58,0.9415279556124626,0.0
E3-e003Coalescence-mGAM-p5_S50,0.5219803670507895,0.0
E3-e003Coalescence-mGAM-p7_S146,0.7456252667520273,0.0
F2-e003Coalescence-mBHI-p3_S21,0.43918053777208704,0.011501597444089457
F2-e003Coalescence-mBHI-p5_S13,0.29833546734955185,0.03488817891373802
F2-e003Coalescence-mGAM-p3_S69,0.704225352112676,0.0
F2-e003Coalescence-mGAM-p5_S61,0.15194195475885616,0.0
F2-e003Coalescence-mGAM-p7_S157,0.5902688860435339,0.0
