,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.0,0.986202904143953
D5-e003Coalescence-Inoculumn-mGAM,0.9091053551565231,0.0
B11-e003Coalescence-mBHI-p3,0.0,0.8547445607602875
B11-e003Coalescence-mGAM-p3,0.0009534403305259812,0.0
B11-e003Coalescence-mGAM-p7,0.15843000158906723,0.0
B5-e003Coalescence-Inoculumn-mGAM,0.002383600826314953,0.0
D3-e003Coalescence-Inoculumn-mGAM,0.0,0.0
D9-e003Coalescence-mBHI-p3,0.0015890672175433022,0.7837329345361571
D9-e003Coalescence-mBHI-p5,0.0,0.940276906748999
D9-e003Coalescence-mBHI-p7,0.0,0.9910270635341791
D9-e003Coalescence-mGAM-p3,0.11250595900206578,0.0
D9-e003Coalescence-mGAM-p5,0.001430160495788972,0.0
D9-e003Coalescence-mGAM-p7,0.15032575877959636,0.0
F111-e003Coalescence-mBHI-p3_S120,0.0003178134435086604,0.8374740701432776
F111-e003Coalescence-mBHI-p5_S20,0.0003178134435086604,0.9732259153842443
F111-e003Coalescence-mBHI-p7_S116,0.004449388209121246,0.22577065946258865
F111-e003Coalescence-mGAM-p3_S168,0.5402828539647228,0.006367890395098654
F111-e003Coalescence-mGAM-p5_S68,0.7870649928491975,0.0007718655024362004
F111-e003Coalescence-mGAM-p7_S164,0.7948514222151597,0.09730329490086352
H9-e003Coalescence-mBHI-p5_S42,0.0003178134435086604,0.8688311061797481
H9-e003Coalescence-mBHI-p7_S138,0.0,0.9817164359110425
H9-e003Coalescence-mGAM-p3_S190,0.764182424916574,0.0004341743451203628
H9-e003Coalescence-mGAM-p5_S90,0.18337835690449705,0.0
H9-e003Coalescence-mGAM-p7_S186,0.0910535515652312,0.0001447247817067876
