,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9981024027099071,0.009755345888643855
D5-e003Coalescence-Inoculumn-mBHI,0.001070470488662223,0.9998303002299761
A5-e003Coalescence-Inoculumn-mBHI,0.0797896607285318,0.9025103538416911
A5-e003Coalescence-mBHI-inoculumn-redo,0.238,0.727
A5-e003Coalescence-mBHI-p3,0.11158868825435442,0.8698658935891488
A5-e003Coalescence-mBHI-p7,0.14800000000000002,0.814
A5-e003Coalescence-mGAM-p3,0.000273188099826049,0.9999083168886262
D2-e003Coalescence-Inoculumn-mBHI,0.222,0.727
D2-e003Coalescence-mBHI-p3,0.020931976163394393,0.9786163065733626
D2-e003Coalescence-mBHI-p5,0.03281604972811523,0.9660156687078734
D2-e003Coalescence-mGAM-p5,0.00028411254733624544,0.9999316548600456
E5-e003Coalescence-mBHI-p3_S12,0.03376479169363507,0.88
E5-e003Coalescence-mBHI-p5_S4,0.019461344626328772,0.9772790346098529
E5-e003Coalescence-mBHI-p7_S100,0.05600000000000005,0.914
E5-e003Coalescence-mGAM-p3_S60,0.00035428775070138187,0.9998239574133612
E5-e003Coalescence-mGAM-p5_S52,0.00021990274181465084,0.9998776834991862
E5-e003Coalescence-mGAM-p7_S148,0.00024998686692449373,0.9997401443932558
H2-e003Coalescence-mBHI-p3_S45,0.15000000000000002,0.8
H2-e003Coalescence-mBHI-p7_S133,0.16700000000000004,0.786
H2-e003Coalescence-mGAM-p3_S93,0.000374760994763735,0.9997414825372416
H2-e003Coalescence-mGAM-p5_S85,0.0038970171106174336,0.9961882362362847
H2-e003Coalescence-mGAM-p7_S181,8.068352305974329e-05,0.9999313730630477
