,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.95,0.0005157453537699891
D5-e003Coalescence-Inoculumn-mGAM,0.0007001988055893179,0.9988329676989341
A11-e003Coalescence-mBHI-p3,0.5489999999999999,0.348
A11-e003Coalescence-mBHI-p5,0.706,0.2
A11-e003Coalescence-mBHI-p7,0.636,0.273
A11-e003Coalescence-mGAM-p3,0.102,0.857
A11-e003Coalescence-mGAM-p7,0.005734411078260754,0.9914582649117315
A5-e003Coalescence-Inoculumn-mGAM,0.474,0.438
D2-e003Coalescence-Inoculumn-mGAM,0.484,0.43
D8-e003Coalescence-mBHI-p5,0.526,0.37
D8-e003Coalescence-mGAM-p5,0.047,0.932
E111-e003Coalescence-mBHI-p3_S108,0.552,0.3
E111-e003Coalescence-mBHI-p5_S8,0.667,0.22199999999999998
E111-e003Coalescence-mBHI-p7_S104,0.514,0.352
E111-e003Coalescence-mGAM-p5_S56,0.02400000000000002,0.956
H8-e003Coalescence-mBHI-p5_S41,0.692,0.216
H8-e003Coalescence-mBHI-p7_S137,0.688,0.212
H8-e003Coalescence-mGAM-p5_S89,0.09499999999999997,0.861
H8-e003Coalescence-mGAM-p7_S185,0.053,0.928
