,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,0.9978533036138301,0.385
C4-e003Coalescence-mBHI-inoculumn-redo,0.030458920113320614,0.999613067716469
A4-e003Coalescence-mBHI-inoculumn-redo,0.33899999999999997,0.854
A4-e003Coalescence-mBHI-p5,0.1225,0.9884709869961633
A4-e003Coalescence-mBHI-p7,0.0835627111175728,0.983678162120918
A4-e003Coalescence-mGAM-p5,0.103,0.45499999999999996
C2-e003Coalescence-mBHI-inoculumn-redo,0.32699999999999996,0.854
C2-e003Coalescence-mBHI-p3,0.02828977064419239,0.9770350430921318
C2-e003Coalescence-mBHI-p5,0.18167358797646474,0.801582966655394
C2-e003Coalescence-mGAM-p3,0.028900590501399658,0.9984118743286534
C2-e003Coalescence-mGAM-p5,0.005067745435165943,0.9997488686320256
C2-e003Coalescence-mGAM-p7,0.0018414708026013096,0.9999448723128762
E4-e003Coalescence-mBHI-p3_S11,0.375,0.7338880363981559
E4-e003Coalescence-mBHI-p5_S3,0.15,0.9910620676174179
E4-e003Coalescence-mBHI-p7_S99,0.0196949546563162,0.9989876894857339
E4-e003Coalescence-mGAM-p3_S59,0.012616526129165423,0.9994529721947609
E4-e003Coalescence-mGAM-p5_S51,0.015666089908195,0.9995466562861374
E4-e003Coalescence-mGAM-p7_S147,0.0022365622344764627,0.9998727924808689
G2-e003Coalescence-mBHI-p3_S33,0.2427779598574773,0.7944853595206123
G2-e003Coalescence-mBHI-p5_S25,0.08347850580179174,0.9038259141789003
G2-e003Coalescence-mGAM-p3_S81,0.012,0.9996115952073608
G2-e003Coalescence-mGAM-p5_S73,0.005806834350143621,0.9996879898203154
