,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper
0,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p1_S742,0,1,C5-AE-AF-mBHI-mBHI,-0.26916386873800857,-0.28363544261295187,-0.2546094263423018
1,C5-e003Coalescence-mBHI-inoculumn-redo,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,0,2,C5-AE-AF-mBHI-mBHI,-0.2684605023980421,-0.2743010062569723,-0.2617895762719692
2,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p3,0,3,C5-AE-AF-mBHI-mBHI,-0.4406945752706536,-0.44575211865893655,-0.43561142656427637
3,C5-e003Coalescence-mBHI-inoculumn-redo,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,0,4,C5-AE-AF-mBHI-mBHI,-0.46575044619021266,-0.4690886719694316,-0.46250131018307056
4,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p5,0,5,C5-AE-AF-mBHI-mBHI,-0.4614261460268172,-0.46421768981986594,-0.4589416989429568
5,C5-e003Coalescence-mBHI-inoculumn-redo,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,0,6,C5-AE-AF-mBHI-mBHI,-0.4546827342460198,-0.4570220060257306,-0.4522252672692951
6,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p7,0,7,C5-AE-AF-mBHI-mBHI,-0.5366790447639187,-0.5405055342840466,-0.5352987717765277
7,C5-e003Coalescence-mBHI-p1_S742,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,1,2,C5-AE-AF-mBHI-mBHI,-0.26751935182312625,-0.2826146731848267,-0.2512423537377684
8,C5-e003Coalescence-mBHI-p1_S742,C5-e003Coalescence-mBHI-p3,1,3,C5-AE-AF-mBHI-mBHI,-0.5268071790163844,-0.5357028477941512,-0.5173197009164315
9,C5-e003Coalescence-mBHI-p1_S742,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,1,4,C5-AE-AF-mBHI-mBHI,-0.5312204325712959,-0.5368665016445271,-0.5257905259854314
10,C5-e003Coalescence-mBHI-p1_S742,C5-e003Coalescence-mBHI-p5,1,5,C5-AE-AF-mBHI-mBHI,-0.5093840932493092,-0.5136386540965191,-0.5057422938212855
11,C5-e003Coalescence-mBHI-p1_S742,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,1,6,C5-AE-AF-mBHI-mBHI,-0.4917122695938849,-0.49565730893967885,-0.4882170866977808
12,C5-e003Coalescence-mBHI-p1_S742,C5-e003Coalescence-mBHI-p7,1,7,C5-AE-AF-mBHI-mBHI,-0.5815749800412208,-0.5863194664161738,-0.5790917823242524
13,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C5-e003Coalescence-mBHI-p3,2,3,C5-AE-AF-mBHI-mBHI,-0.7865215804825079,-0.8029519125325135,-0.7694802375421574
14,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,2,4,C5-AE-AF-mBHI-mBHI,-0.6632298175375458,-0.6707647495214208,-0.6558548210451867
15,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C5-e003Coalescence-mBHI-p5,2,5,C5-AE-AF-mBHI-mBHI,-0.5902061735900708,-0.5954224120485913,-0.5856944420076465
16,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,2,6,C5-AE-AF-mBHI-mBHI,-0.5478832698119036,-0.5517765561310456,-0.5438522210734876
17,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C5-e003Coalescence-mBHI-p7,2,7,C5-AE-AF-mBHI-mBHI,-0.6442271993197618,-0.6497720475803942,-0.6419963011724217
18,C5-e003Coalescence-mBHI-p3,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,3,4,C5-AE-AF-mBHI-mBHI,-0.5403728390672106,-0.5565475879904253,-0.5231199680607194
19,C5-e003Coalescence-mBHI-p3,C5-e003Coalescence-mBHI-p5,3,5,C5-AE-AF-mBHI-mBHI,-0.49222436822518084,-0.5008559119833546,-0.48348106922974027
20,C5-e003Coalescence-mBHI-p3,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,3,6,C5-AE-AF-mBHI-mBHI,-0.46838004774872655,-0.47448515154724685,-0.46273891585606863
21,C5-e003Coalescence-mBHI-p3,C5-e003Coalescence-mBHI-p7,3,7,C5-AE-AF-mBHI-mBHI,-0.6086673968838678,-0.6160420584571558,-0.6050438324554579
22,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,C5-e003Coalescence-mBHI-p5,4,5,C5-AE-AF-mBHI-mBHI,-0.44434983369168213,-0.4593060156647307,-0.42947499604106437
23,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,4,6,C5-AE-AF-mBHI-mBHI,-0.4325518562893247,-0.4405460954077108,-0.4246745190304574
24,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,C5-e003Coalescence-mBHI-p7,4,7,C5-AE-AF-mBHI-mBHI,-0.6315587871745723,-0.6410537354091066,-0.6275594507677221
25,C5-e003Coalescence-mBHI-p5,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,5,6,C5-AE-AF-mBHI-mBHI,-0.4212791020805895,-0.4359391455764661,-0.40529176569455583
26,C5-e003Coalescence-mBHI-p5,C5-e003Coalescence-mBHI-p7,5,7,C5-AE-AF-mBHI-mBHI,-0.7252911739827901,-0.7390262216899272,-0.719115282507469
27,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,C5-e003Coalescence-mBHI-p7,6,7,C5-AE-AF-mBHI-mBHI,-1.0302763066902632,-1.0552069841433027,-1.0171777917681872
28,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p1_S735,0,1,D4-AE-AF-mBHI-mBHI,-0.08533071033159945,-0.10053046434546292,-0.069573236315972
29,D4-e003Coalescence-Inoculumn-mBHI,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,0,2,D4-AE-AF-mBHI-mBHI,-0.4332488839716273,-0.443406814641005,-0.4234510882685123
30,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p3,0,3,D4-AE-AF-mBHI-mBHI,-0.4227093291787005,-0.4284081474521764,-0.4163958114365632
31,D4-e003Coalescence-Inoculumn-mBHI,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,0,4,D4-AE-AF-mBHI-mBHI,-0.3483628011762807,-0.3524879290687201,-0.34427644283688164
32,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p5,0,5,D4-AE-AF-mBHI-mBHI,-0.3490342769482485,-0.3523044962206781,-0.34567896584162183
33,D4-e003Coalescence-Inoculumn-mBHI,C_D3_D4_AE_AF_mBHI_mBHI_6_S231,0,6,D4-AE-AF-mBHI-mBHI,-0.3778250834544026,-0.3802853818175996,-0.3754342420000355
34,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p7,0,7,D4-AE-AF-mBHI-mBHI,-0.3914555044347768,-0.3947596207356973,-0.38830669418936825
35,D4-e003Coalescence-mBHI-p1_S735,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,1,2,D4-AE-AF-mBHI-mBHI,-0.7813055029965967,-0.7994212689439826,-0.7626367662803132
36,D4-e003Coalescence-mBHI-p1_S735,D4-e003Coalescence-mBHI-p3,1,3,D4-AE-AF-mBHI-mBHI,-0.5912892610013245,-0.600159291434742,-0.5818878555424061
37,D4-e003Coalescence-mBHI-p1_S735,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,1,4,D4-AE-AF-mBHI-mBHI,-0.43603068599070266,-0.4415503848436669,-0.42999574623214964
