,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9999489582776089,1.687251499351377e-05
B3-e003Coalescence-Inoculumn-mGAM,0.000192064526591103,0.9995835971779035
A3-e003Coalescence-Inoculumn-mGAM,0.667,0.302
A9-e003Coalescence-mBHI-p3,0.184,0.792
A9-e003Coalescence-mBHI-p5,0.115,0.851
A9-e003Coalescence-mBHI-p7,0.043,0.945
A9-e003Coalescence-mGAM-p5,0.103,0.853
A9-e003Coalescence-mGAM-p7,0.125,0.829
B2-e003Coalescence-Inoculumn-mGAM,0.669,0.3
B8-e003Coalescence-mBHI-p5,0.082,0.891
B8-e003Coalescence-mBHI-p7,0.027,0.962
B8-e003Coalescence-mGAM-p5,0.06899999999999995,0.902
B8-e003Coalescence-mGAM-p7,0.091,0.871
E9-e003Coalescence-mBHI-p5_S6,0.08,0.888
E9-e003Coalescence-mBHI-p7_S102,0.046,0.928
E9-e003Coalescence-mGAM-p3_S154,0.16900000000000004,0.79
E9-e003Coalescence-mGAM-p5_S54,0.0246079110756558,0.868
F8-e003Coalescence-mBHI-p3_S117,0.091,0.881
F8-e003Coalescence-mBHI-p5_S17,0.044,0.934
F8-e003Coalescence-mBHI-p7_S113,0.024,0.96
F8-e003Coalescence-mGAM-p5_S65,0.016349160186734775,0.9764470220614383
F8-e003Coalescence-mGAM-p7_S161,0.023699973303618616,0.886
