,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9999489778238011,1.6140490026403198e-05
D5-e003Coalescence-Inoculumn-mGAM,1.577334619367876e-05,0.999937387120216
A11-e003Coalescence-mBHI-p3,0.04,0.955
A11-e003Coalescence-mBHI-p5,0.0033824823276627372,0.9946555303566118
A11-e003Coalescence-mBHI-p7,0.0006220039453720246,0.9992279021196638
A11-e003Coalescence-mGAM-p3,0.0055000343544777995,0.9938505798422775
A11-e003Coalescence-mGAM-p7,0.0004109957241831374,0.9992622176586298
A5-e003Coalescence-Inoculumn-mGAM,0.568,0.402
D2-e003Coalescence-Inoculumn-mGAM,0.571,0.4
D8-e003Coalescence-mBHI-p5,0.0014762965568053499,0.9981468563659655
D8-e003Coalescence-mGAM-p5,0.0005396093987204931,0.9992606042391504
E111-e003Coalescence-mBHI-p3_S108,0.03700000000000003,0.954
E111-e003Coalescence-mBHI-p5_S8,0.003111584569126163,0.984
E111-e003Coalescence-mBHI-p7_S104,0.024,0.952
E111-e003Coalescence-mGAM-p5_S56,0.0003717952588181798,0.999156596582595
H8-e003Coalescence-mBHI-p5_S41,0.0012646239086246832,0.9980900134240285
H8-e003Coalescence-mBHI-p7_S137,0.009,0.988
H8-e003Coalescence-mGAM-p5_S89,0.0003551991265871044,0.9993185626011889
H8-e003Coalescence-mGAM-p7_S185,0.00013038907177732165,0.9997686407643624
