,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9979113993624271
D5-e003Coalescence-Inoculumn-mBHI,0.8206480783722683,0.0
A5-e003Coalescence-Inoculumn-mBHI,0.00047098718914845517,0.00032977904803781465
A5-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
A5-e003Coalescence-mBHI-p3,0.0587792012057272,0.0
A5-e003Coalescence-mBHI-p7,0.0,0.0
A5-e003Coalescence-mGAM-p3,0.03428786737000754,0.0
D2-e003Coalescence-Inoculumn-mBHI,0.0,0.0
D2-e003Coalescence-mBHI-p3,9.419743782969103e-05,0.0
D2-e003Coalescence-mBHI-p5,0.0024491333835719668,0.0
D2-e003Coalescence-mBHI-p7,0.4674076865109269,0.01297130922282071
D2-e003Coalescence-mGAM-p5,0.00047098718914845517,0.0
E5-e003Coalescence-mBHI-p3_S12,0.0009419743782969103,0.0
E5-e003Coalescence-mBHI-p5_S4,0.002920120572720422,0.0
E5-e003Coalescence-mBHI-p7_S100,0.0012245666917859834,0.0
E5-e003Coalescence-mGAM-p3_S60,0.13818764129615674,0.0006595580960756293
E5-e003Coalescence-mGAM-p5_S52,0.019687264506405427,0.0007694844454215675
E5-e003Coalescence-mGAM-p7_S148,0.00018839487565938207,0.0
H2-e003Coalescence-mBHI-p3_S45,0.0008477769404672192,0.0
H2-e003Coalescence-mBHI-p7_S133,0.0017897513187641297,0.0
H2-e003Coalescence-mGAM-p3_S93,0.041258477769404674,0.0
H2-e003Coalescence-mGAM-p5_S85,0.3411831198191409,0.01923711113553919
H2-e003Coalescence-mGAM-p7_S181,0.00037678975131876413,0.0
