,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9999778896163946,1.1167699213088648e-05
B3-e003Coalescence-Inoculumn-mBHI,0.17800000000000005,0.969
A3-e003Coalescence-mBHI-inoculumn-redo,0.483,0.512
A3-e003Coalescence-mBHI-p3,0.538,0.487
A3-e003Coalescence-mGAM-p7,0.25,0.875
B2-e003Coalescence-Inoculumn-mBHI,0.506,0.487
B2-e003Coalescence-mBHI-p3,0.508,0.515
B2-e003Coalescence-mBHI-p5,0.17750000000000002,0.943
B2-e003Coalescence-mBHI-p7,0.19999999999999996,0.9777773305876885
B2-e003Coalescence-mGAM-p3,0.235,0.838
E3-e003Coalescence-mBHI-p3_S10,0.482,0.519
E3-e003Coalescence-mBHI-p5_S2,0.525,0.473
E3-e003Coalescence-mGAM-p3_S58,0.21099999999999997,0.846
E3-e003Coalescence-mGAM-p5_S50,0.17400000000000004,0.89
E3-e003Coalescence-mGAM-p7_S146,0.21699999999999997,0.908
F2-e003Coalescence-mBHI-p3_S21,0.494,0.531
F2-e003Coalescence-mBHI-p5_S13,0.534,0.46399999999999997
F2-e003Coalescence-mBHI-p7_S109,0.0805465572377411,0.9109023544610048
F2-e003Coalescence-mGAM-p3_S69,0.242,0.857
F2-e003Coalescence-mGAM-p5_S61,0.16200000000000003,0.892
F2-e003Coalescence-mGAM-p7_S157,0.18999999999999995,0.886
