,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.0,0.9836065573770492
C4-e003Coalescence-Inoculumn-mGAM,0.4372110730407353,0.0
B10-e003Coalescence-mBHI-p3,0.0,0.0
B10-e003Coalescence-mBHI-p5,0.0,0.0
B10-e003Coalescence-mGAM-p3,0.0,0.42010448567825615
B10-e003Coalescence-mGAM-p7,0.0,0.9657719329850477
B4-e003Coalescence-Inoculumn-mGAM,0.0,0.0
C3-e003Coalescence-Inoculumn-mGAM,0.0023929950508511447,0.0
C9-e003Coalescence-mBHI-p3,0.0,0.0
C9-e003Coalescence-mBHI-p5,0.0,0.0
C9-e003Coalescence-mBHI-p7,0.00010877250231141567,0.0018014772113132769
C9-e003Coalescence-mGAM-p3,0.0,0.3163393983066114
C9-e003Coalescence-mGAM-p5,0.0,0.7531976220500811
C9-e003Coalescence-mGAM-p7,0.0,0.9567645469284813
F100-e003Coalescence-mBHI-p7_S115,0.0,0.0
F100-e003Coalescence-mGAM-p3_S167,0.0,0.5586380832282472
F100-e003Coalescence-mGAM-p5_S67,0.0,0.9119077643667808
F100-e003Coalescence-mGAM-p7_S163,0.0,0.8580435957485137
G9-e003Coalescence-mBHI-p3_S130,0.0,0.0003602954422626554
G9-e003Coalescence-mBHI-p5_S30,0.0,0.0
G9-e003Coalescence-mGAM-p3_S178,0.0,0.19509998198522788
G9-e003Coalescence-mGAM-p5_S78,0.0,0.9504593766888849
G9-e003Coalescence-mGAM-p7_S174,0.0,0.9652314898216537
