,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,0.9998814781433079,0.00031059976740322305
C4-e003Coalescence-mBHI-inoculumn-redo,0.1090387561964849,0.8735346403056987
A4-e003Coalescence-mBHI-inoculumn-redo,0.4515049321516198,0.5040255025751786
A4-e003Coalescence-mBHI-p3,0.22625907565970657,0.7276247715567371
A4-e003Coalescence-mBHI-p5,0.4123017375194032,0.5113096029240738
A4-e003Coalescence-mBHI-p7,0.5090699013569676,0.41485977737165647
A4-e003Coalescence-mGAM-p5,0.5921476140403584,0.14127811928891842
C2-e003Coalescence-mBHI-inoculumn-redo,0.42050943868609486,0.5317357534474165
C2-e003Coalescence-mBHI-p3,0.16605047318611987,0.7968810433626847
C2-e003Coalescence-mBHI-p5,0.20971408542386463,0.7524842166472837
C2-e003Coalescence-mBHI-p7,0.2508638525862501,0.6831136401395581
C2-e003Coalescence-mGAM-p3,0.15101001452105553,0.8013284598770559
C2-e003Coalescence-mGAM-p5,0.21271653898152323,0.7253305366339924
C2-e003Coalescence-mGAM-p7,0.14827650092634317,0.8123291244392755
E4-e003Coalescence-mBHI-p3_S11,0.28731856191477645,0.6479377803621864
E4-e003Coalescence-mBHI-p5_S3,0.42601071553752945,0.48243080245888026
E4-e003Coalescence-mBHI-p7_S99,0.6563013870111661,0.2403714072105001
E4-e003Coalescence-mGAM-p3_S59,0.09476345701266838,0.8573197374979233
E4-e003Coalescence-mGAM-p5_S51,0.6378375644684793,0.16798346901478653
E4-e003Coalescence-mGAM-p7_S147,0.6814531570777628,0.16025170294068783
G2-e003Coalescence-mBHI-p3_S33,0.2003833558660057,0.7502371656421332
G2-e003Coalescence-mBHI-p5_S25,0.26822292323869606,0.6789878717394916
G2-e003Coalescence-mBHI-p7_S121,0.32181918782234237,0.6116339923575345
G2-e003Coalescence-mGAM-p3_S81,0.11315732812578237,0.839304701777704
G2-e003Coalescence-mGAM-p5_S73,0.34543903660307446,0.5418192390762584
