,read1,read2,trim1,trim2,filter1,filter2,SampleLane,Sample
70,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653-filtered.1.fastq.gz,workflow/out/filter/Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653-filtered.2.fastq.gz,Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5
71,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B8-e003Coalescence-mGAM-p1_S753_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B8-e003Coalescence-mGAM-p1_S753_R2_001.fastq.gz,workflow/out/trimmed/B8-e003Coalescence-mGAM-p1_S753-trimmed-pair1.fastq.gz,workflow/out/trimmed/B8-e003Coalescence-mGAM-p1_S753-trimmed-pair2.fastq.gz,workflow/out/filter/B8-e003Coalescence-mGAM-p1_S753-filtered.1.fastq.gz,workflow/out/filter/B8-e003Coalescence-mGAM-p1_S753-filtered.2.fastq.gz,B8-e003Coalescence-mGAM-p1_S753,B8-e003Coalescence-mGAM-p1
72,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G3-e003Coalescence-mBHI-p1_S790_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G3-e003Coalescence-mBHI-p1_S790_R2_001.fastq.gz,workflow/out/trimmed/G3-e003Coalescence-mBHI-p1_S790-trimmed-pair1.fastq.gz,workflow/out/trimmed/G3-e003Coalescence-mBHI-p1_S790-trimmed-pair2.fastq.gz,workflow/out/filter/G3-e003Coalescence-mBHI-p1_S790-filtered.1.fastq.gz,workflow/out/filter/G3-e003Coalescence-mBHI-p1_S790-filtered.2.fastq.gz,G3-e003Coalescence-mBHI-p1_S790,G3-e003Coalescence-mBHI-p1
73,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B2-e003Coalescence-mBHI-p1_S717_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B2-e003Coalescence-mBHI-p1_S717_R2_001.fastq.gz,workflow/out/trimmed/B2-e003Coalescence-mBHI-p1_S717-trimmed-pair1.fastq.gz,workflow/out/trimmed/B2-e003Coalescence-mBHI-p1_S717-trimmed-pair2.fastq.gz,workflow/out/filter/B2-e003Coalescence-mBHI-p1_S717-filtered.1.fastq.gz,workflow/out/filter/B2-e003Coalescence-mBHI-p1_S717-filtered.2.fastq.gz,B2-e003Coalescence-mBHI-p1_S717,B2-e003Coalescence-mBHI-p1
74,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676-filtered.1.fastq.gz,workflow/out/filter/Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676-filtered.2.fastq.gz,Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676,Coalescence-E9-D11-AF-AF-mGAM-mGA-3
75,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622-filtered.1.fastq.gz,workflow/out/filter/Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622-filtered.2.fastq.gz,Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622,Coalescence-A3-A5-AA-AF-mBHI-mGAM-7
76,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A3-e003Coalescence-mGAM-p1_S728_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A3-e003Coalescence-mGAM-p1_S728_R2_001.fastq.gz,workflow/out/trimmed/A3-e003Coalescence-mGAM-p1_S728-trimmed-pair1.fastq.gz,workflow/out/trimmed/A3-e003Coalescence-mGAM-p1_S728-trimmed-pair2.fastq.gz,workflow/out/filter/A3-e003Coalescence-mGAM-p1_S728-filtered.1.fastq.gz,workflow/out/filter/A3-e003Coalescence-mGAM-p1_S728-filtered.2.fastq.gz,A3-e003Coalescence-mGAM-p1_S728,A3-e003Coalescence-mGAM-p1
77,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641-filtered.2.fastq.gz,Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7
78,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625-filtered.1.fastq.gz,workflow/out/filter/Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625-filtered.2.fastq.gz,Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625,Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7
79,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680-filtered.1.fastq.gz,workflow/out/filter/Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680-filtered.2.fastq.gz,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3
80,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E10-e003Coalescence-mGAM-p1_S832_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E10-e003Coalescence-mGAM-p1_S832_R2_001.fastq.gz,workflow/out/trimmed/E10-e003Coalescence-mGAM-p1_S832-trimmed-pair1.fastq.gz,workflow/out/trimmed/E10-e003Coalescence-mGAM-p1_S832-trimmed-pair2.fastq.gz,workflow/out/filter/E10-e003Coalescence-mGAM-p1_S832-filtered.1.fastq.gz,workflow/out/filter/E10-e003Coalescence-mGAM-p1_S832-filtered.2.fastq.gz,E10-e003Coalescence-mGAM-p1_S832,E10-e003Coalescence-mGAM-p1
81,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A5-e003Coalescence-mGAM-p1_S744_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A5-e003Coalescence-mGAM-p1_S744_R2_001.fastq.gz,workflow/out/trimmed/A5-e003Coalescence-mGAM-p1_S744-trimmed-pair1.fastq.gz,workflow/out/trimmed/A5-e003Coalescence-mGAM-p1_S744-trimmed-pair2.fastq.gz,workflow/out/filter/A5-e003Coalescence-mGAM-p1_S744-filtered.1.fastq.gz,workflow/out/filter/A5-e003Coalescence-mGAM-p1_S744-filtered.2.fastq.gz,A5-e003Coalescence-mGAM-p1_S744,A5-e003Coalescence-mGAM-p1
82,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H9-e003Coalescence-mBHI-p1_S823_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H9-e003Coalescence-mBHI-p1_S823_R2_001.fastq.gz,workflow/out/trimmed/H9-e003Coalescence-mBHI-p1_S823-trimmed-pair1.fastq.gz,workflow/out/trimmed/H9-e003Coalescence-mBHI-p1_S823-trimmed-pair2.fastq.gz,workflow/out/filter/H9-e003Coalescence-mBHI-p1_S823-filtered.1.fastq.gz,workflow/out/filter/H9-e003Coalescence-mBHI-p1_S823-filtered.2.fastq.gz,H9-e003Coalescence-mBHI-p1_S823,H9-e003Coalescence-mBHI-p1
83,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C10-e003Coalescence-mBHI-p1_S766_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C10-e003Coalescence-mBHI-p1_S766_R2_001.fastq.gz,workflow/out/trimmed/C10-e003Coalescence-mBHI-p1_S766-trimmed-pair1.fastq.gz,workflow/out/trimmed/C10-e003Coalescence-mBHI-p1_S766-trimmed-pair2.fastq.gz,workflow/out/filter/C10-e003Coalescence-mBHI-p1_S766-filtered.1.fastq.gz,workflow/out/filter/C10-e003Coalescence-mBHI-p1_S766-filtered.2.fastq.gz,C10-e003Coalescence-mBHI-p1_S766,C10-e003Coalescence-mBHI-p1
84,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647-filtered.1.fastq.gz,workflow/out/filter/Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647-filtered.2.fastq.gz,Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647,Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5
85,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658-filtered.2.fastq.gz,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5
86,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C9-e003Coalescence-mBHI-p1_S758_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C9-e003Coalescence-mBHI-p1_S758_R2_001.fastq.gz,workflow/out/trimmed/C9-e003Coalescence-mBHI-p1_S758-trimmed-pair1.fastq.gz,workflow/out/trimmed/C9-e003Coalescence-mBHI-p1_S758-trimmed-pair2.fastq.gz,workflow/out/filter/C9-e003Coalescence-mBHI-p1_S758-filtered.1.fastq.gz,workflow/out/filter/C9-e003Coalescence-mBHI-p1_S758-filtered.2.fastq.gz,C9-e003Coalescence-mBHI-p1_S758,C9-e003Coalescence-mBHI-p1
87,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667-filtered.2.fastq.gz,Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3
88,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E2-e003Coalescence-mBHI-p1_S780_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E2-e003Coalescence-mBHI-p1_S780_R2_001.fastq.gz,workflow/out/trimmed/E2-e003Coalescence-mBHI-p1_S780-trimmed-pair1.fastq.gz,workflow/out/trimmed/E2-e003Coalescence-mBHI-p1_S780-trimmed-pair2.fastq.gz,workflow/out/filter/E2-e003Coalescence-mBHI-p1_S780-filtered.1.fastq.gz,workflow/out/filter/E2-e003Coalescence-mBHI-p1_S780-filtered.2.fastq.gz,E2-e003Coalescence-mBHI-p1_S780,E2-e003Coalescence-mBHI-p1
89,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627-filtered.1.fastq.gz,workflow/out/filter/Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627-filtered.2.fastq.gz,Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627,Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7
90,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621-filtered.1.fastq.gz,workflow/out/filter/Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621-filtered.2.fastq.gz,Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621,Coalescence-A2-A4-AA-AE-mBHI-mGAM-7
91,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A4-e003Coalescence-mBHI-p1_S732_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A4-e003Coalescence-mBHI-p1_S732_R2_001.fastq.gz,workflow/out/trimmed/A4-e003Coalescence-mBHI-p1_S732-trimmed-pair1.fastq.gz,workflow/out/trimmed/A4-e003Coalescence-mBHI-p1_S732-trimmed-pair2.fastq.gz,workflow/out/filter/A4-e003Coalescence-mBHI-p1_S732-filtered.1.fastq.gz,workflow/out/filter/A4-e003Coalescence-mBHI-p1_S732-filtered.2.fastq.gz,A4-e003Coalescence-mBHI-p1_S732,A4-e003Coalescence-mBHI-p1
92,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670-filtered.1.fastq.gz,workflow/out/filter/Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670-filtered.2.fastq.gz,Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670,Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3
93,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677-filtered.1.fastq.gz,workflow/out/filter/Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677-filtered.2.fastq.gz,Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677,Coalescence-E10-D2-AA-AF-mBHI-mGAM-3
94,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G2-B3-ACPP-mBHI-3_S693_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G2-B3-ACPP-mBHI-3_S693_R2_001.fastq.gz,workflow/out/trimmed/Assembly-G2-B3-ACPP-mBHI-3_S693-trimmed-pair1.fastq.gz,workflow/out/trimmed/Assembly-G2-B3-ACPP-mBHI-3_S693-trimmed-pair2.fastq.gz,workflow/out/filter/Assembly-G2-B3-ACPP-mBHI-3_S693-filtered.1.fastq.gz,workflow/out/filter/Assembly-G2-B3-ACPP-mBHI-3_S693-filtered.2.fastq.gz,Assembly-G2-B3-ACPP-mBHI-3_S693,Assembly-G2-B3-ACPP-mBHI-3
95,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F2-e003Coalescence-mBHI-p1_S781_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F2-e003Coalescence-mBHI-p1_S781_R2_001.fastq.gz,workflow/out/trimmed/F2-e003Coalescence-mBHI-p1_S781-trimmed-pair1.fastq.gz,workflow/out/trimmed/F2-e003Coalescence-mBHI-p1_S781-trimmed-pair2.fastq.gz,workflow/out/filter/F2-e003Coalescence-mBHI-p1_S781-filtered.1.fastq.gz,workflow/out/filter/F2-e003Coalescence-mBHI-p1_S781-filtered.2.fastq.gz,F2-e003Coalescence-mBHI-p1_S781,F2-e003Coalescence-mBHI-p1
96,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685-filtered.1.fastq.gz,workflow/out/filter/Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685-filtered.2.fastq.gz,Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3
97,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B3-e003Coalescence-mBHI-p1_S725_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B3-e003Coalescence-mBHI-p1_S725_R2_001.fastq.gz,workflow/out/trimmed/B3-e003Coalescence-mBHI-p1_S725-trimmed-pair1.fastq.gz,workflow/out/trimmed/B3-e003Coalescence-mBHI-p1_S725-trimmed-pair2.fastq.gz,workflow/out/filter/B3-e003Coalescence-mBHI-p1_S725-filtered.1.fastq.gz,workflow/out/filter/B3-e003Coalescence-mBHI-p1_S725-filtered.2.fastq.gz,B3-e003Coalescence-mBHI-p1_S725,B3-e003Coalescence-mBHI-p1
98,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642-filtered.2.fastq.gz,Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642,Coalescence-B11-H11-AF-AF-mGAM-mBHI-7
99,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E5-e003Coalescence-mGAM-p1_S808_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E5-e003Coalescence-mGAM-p1_S808_R2_001.fastq.gz,workflow/out/trimmed/E5-e003Coalescence-mGAM-p1_S808-trimmed-pair1.fastq.gz,workflow/out/trimmed/E5-e003Coalescence-mGAM-p1_S808-trimmed-pair2.fastq.gz,workflow/out/filter/E5-e003Coalescence-mGAM-p1_S808-filtered.1.fastq.gz,workflow/out/filter/E5-e003Coalescence-mGAM-p1_S808-filtered.2.fastq.gz,E5-e003Coalescence-mGAM-p1_S808,E5-e003Coalescence-mGAM-p1
100,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F5-e003Coalescence-mBHI-p1_S805_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F5-e003Coalescence-mBHI-p1_S805_R2_001.fastq.gz,workflow/out/trimmed/F5-e003Coalescence-mBHI-p1_S805-trimmed-pair1.fastq.gz,workflow/out/trimmed/F5-e003Coalescence-mBHI-p1_S805-trimmed-pair2.fastq.gz,workflow/out/filter/F5-e003Coalescence-mBHI-p1_S805-filtered.1.fastq.gz,workflow/out/filter/F5-e003Coalescence-mBHI-p1_S805-filtered.2.fastq.gz,F5-e003Coalescence-mBHI-p1_S805,F5-e003Coalescence-mBHI-p1
101,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669-filtered.1.fastq.gz,workflow/out/filter/Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669-filtered.2.fastq.gz,Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669,Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3
102,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G11-D9-ACPP-mGAM-3_S702_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G11-D9-ACPP-mGAM-3_S702_R2_001.fastq.gz,workflow/out/trimmed/Assembly-G11-D9-ACPP-mGAM-3_S702-trimmed-pair1.fastq.gz,workflow/out/trimmed/Assembly-G11-D9-ACPP-mGAM-3_S702-trimmed-pair2.fastq.gz,workflow/out/filter/Assembly-G11-D9-ACPP-mGAM-3_S702-filtered.1.fastq.gz,workflow/out/filter/Assembly-G11-D9-ACPP-mGAM-3_S702-filtered.2.fastq.gz,Assembly-G11-D9-ACPP-mGAM-3_S702,Assembly-G11-D9-ACPP-mGAM-3
103,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643-filtered.2.fastq.gz,Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643,Coalescence-B12-H5-AF-AF-mBHI-mGAM-7
