,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9999861234577216,-0.0
D5-e003Coalescence-Inoculumn-mBHI,0.484,0.9900381542316697
A5-e003Coalescence-Inoculumn-mBHI,0.877429759675831,0.462
A5-e003Coalescence-mBHI-inoculumn-redo,0.765,0.462
A5-e003Coalescence-mBHI-p7,0.9777486757579652,0.9971503725340249
A5-e003Coalescence-mGAM-p3,0.9973294385862248,0.3835
D2-e003Coalescence-Inoculumn-mBHI,0.8240000000000001,0.412
D2-e003Coalescence-mBHI-p3,0.991766993614223,0.9912596490406452
D2-e003Coalescence-mBHI-p5,0.9760463634021637,0.9896622792775017
D2-e003Coalescence-mGAM-p5,0.9988824704530334,0.20749999999999996
E5-e003Coalescence-mBHI-p3_S12,0.9752387848241374,0.9797420492451162
E5-e003Coalescence-mBHI-p5_S4,0.978806076086825,0.984723724544759
E5-e003Coalescence-mBHI-p7_S100,0.996666216370884,0.9980271809850942
E5-e003Coalescence-mGAM-p3_S60,0.9917608803538686,0.6375
E5-e003Coalescence-mGAM-p5_S52,0.9985099267704337,0.6535
E5-e003Coalescence-mGAM-p7_S148,0.9997728136406957,0.7424999999999999
H2-e003Coalescence-mBHI-p3_S45,0.9960294623616488,0.997240285140522
H2-e003Coalescence-mBHI-p7_S133,0.9861230856399568,0.9897785111685233
H2-e003Coalescence-mGAM-p3_S93,0.9992019727274194,0.22049999999999997
H2-e003Coalescence-mGAM-p5_S85,0.8000984825350719,0.4
H2-e003Coalescence-mGAM-p7_S181,0.9987253423353782,0.09399999999999997
