,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9999810283493263,-0.0
B3-e003Coalescence-Inoculumn-mBHI,0.706,0.88
A3-e003Coalescence-mBHI-inoculumn-redo,0.902181011557956,0.5
A3-e003Coalescence-mBHI-p3,0.88,0.013574038584965501
A3-e003Coalescence-mGAM-p7,0.9978227434382153,0.06449999999999997
B2-e003Coalescence-Inoculumn-mBHI,0.9612896075693855,0.583
B2-e003Coalescence-mBHI-p3,0.903,0.006849675992841091
B2-e003Coalescence-mBHI-p5,0.375,0.020527124715141502
B2-e003Coalescence-mGAM-p3,0.966819027233824,0.739
E3-e003Coalescence-mBHI-p3_S10,0.9592557853331047,0.011846692057539836
E3-e003Coalescence-mBHI-p5_S2,0.667,0.0058254800872700975
E3-e003Coalescence-mGAM-p3_S58,0.9942579642590512,0.125
E3-e003Coalescence-mGAM-p5_S50,0.9957309450562417,0.224
E3-e003Coalescence-mGAM-p7_S146,0.9967030210699305,0.243
F2-e003Coalescence-mBHI-p3_S21,0.969235881385481,0.007804488300008722
F2-e003Coalescence-mBHI-p5_S13,0.738,0.0012619175392606123
F2-e003Coalescence-mGAM-p3_S69,0.9974355012572962,0.076
F2-e003Coalescence-mGAM-p5_S61,0.9944621535230419,0.078
F2-e003Coalescence-mGAM-p7_S157,0.9974687974654486,0.006675633293990851
